ecomm_sale_id,week_start_date,item_id,fulfillment_center_id,channel,fulfillment_type,units_sold,units_returned,net_units,gross_sales,net_sales,cogs,gross_margin,shipping_revenue,shipping_cost,num_orders,avg_order_value
2365,2024-02-25,684,FC005,Website,Ship to Home,7,0,7,352.03,352.03,234.64,117.39,27.37,41.05,1,352.03
2366,2024-02-25,263,FC010,Website,Ship to Home,5,0,5,353.9,353.9,228.2,125.7,23.1,34.65,2,176.95
2367,2024-02-25,307,,Website,Same-Day Delivery,6,0,6,1370.88,1370.88,1127.22,243.66,0.0,0.0,1,1370.88
2368,2024-02-25,465,,App,Curbside Pickup,9,1,8,259.38,230.56,190.56,40.0,0.0,0.0,1,259.38
2369,2024-02-25,46,,App,Store Pickup,6,0,6,465.06,465.06,336.9,128.16,0.0,0.0,2,77.51
2370,2024-02-25,740,,Website,Curbside Pickup,5,0,5,205.5,205.5,169.35,36.15,0.0,0.0,2,41.1
2371,2024-02-25,659,,App,Same-Day Delivery,3,0,3,318.75,318.75,252.69,66.06,0.0,0.0,1,159.38
2372,2024-02-25,712,,Website,Curbside Pickup,1,0,1,263.64,263.64,173.57,90.07,0.0,0.0,1,263.64
2373,2024-02-25,804,,Website,Curbside Pickup,8,0,8,1131.04,1131.04,929.52,201.52,0.0,0.0,3,282.76
2374,2024-02-25,521,FC006,Website,Ship to Home,1,0,1,220.99,220.99,173.7,47.29,2.11,3.17,1,220.99
2375,2024-02-25,679,,App,Same-Day Delivery,5,0,5,131.2,131.2,103.0,28.2,0.0,0.0,2,26.24
2376,2024-02-25,872,,App,Same-Day Delivery,4,0,4,115.88,115.88,91.12,24.76,0.0,0.0,2,28.97
2377,2024-02-25,619,FC006,Website,Ship to Home,1,0,1,69.13,69.13,48.83,20.3,8.6,12.9,1,69.13
2378,2024-02-25,509,,Website,Curbside Pickup,5,0,5,919.95,919.95,603.1,316.85,0.0,0.0,2,919.95
2379,2024-02-25,766,,App,Curbside Pickup,6,0,6,1320.9,1320.9,942.96,377.94,0.0,0.0,2,264.18
2380,2024-02-25,347,,Website,Same-Day Delivery,2,0,2,161.1,161.1,108.4,52.7,0.0,0.0,1,161.1
2381,2024-02-25,552,,App,Curbside Pickup,1,0,1,29.77,29.77,20.05,9.72,0.0,0.0,1,29.77
2382,2024-02-25,824,FC008,Website,Ship to Home,9,0,9,2314.89,2314.89,1543.5,771.39,10.44,15.66,3,385.81
2383,2024-02-25,774,FC002,Website,Ship to Home,6,0,6,1377.24,1377.24,999.78,377.46,1.32,1.98,3,229.54
2384,2024-02-25,615,FC001,App,Ship to Home,7,0,7,1739.15,1739.15,1108.52,630.63,11.76,17.64,2,1739.15
2385,2024-02-25,479,,Website,Store Pickup,6,0,6,1327.5,1327.5,1090.5,237.0,0.0,0.0,3,442.5
2386,2024-02-25,739,,App,Same-Day Delivery,4,0,4,479.6,479.6,347.92,131.68,0.0,0.0,2,119.9
2387,2024-02-25,481,,App,Curbside Pickup,7,0,7,1102.85,1102.85,742.0,360.85,0.0,0.0,2,157.55
2388,2024-02-25,744,,Website,Same-Day Delivery,6,0,6,34.32,34.32,28.44,5.88,0.0,0.0,3,6.86
2389,2024-02-25,505,,Website,Store Pickup,2,0,2,265.46,265.46,196.66,68.8,0.0,0.0,1,265.46
2390,2024-02-25,954,,Website,Store Pickup,6,0,6,375.24,375.24,297.36,77.88,0.0,0.0,1,62.54
2391,2024-02-25,673,,App,Store Pickup,5,0,5,1136.65,1136.65,751.7,384.95,0.0,0.0,2,284.16
2392,2024-02-25,32,FC004,Website,Ship to Home,7,0,7,1036.63,1036.63,664.3,372.33,55.09,82.64,1,172.77
2393,2024-02-25,296,,Website,Curbside Pickup,9,0,9,2035.98,2035.98,1430.55,605.43,0.0,0.0,2,226.22
2394,2024-02-25,486,,Website,Same-Day Delivery,9,0,9,578.97,578.97,422.64,156.33,0.0,0.0,3,192.99
2395,2024-02-25,150,,App,Same-Day Delivery,7,0,7,929.53,929.53,627.41,302.12,0.0,0.0,2,154.92
2396,2024-02-25,424,FC001,Website,Ship to Home,10,0,10,516.0,516.0,365.7,150.3,12.0,18.0,1,86.0
2397,2024-02-25,204,,Website,Curbside Pickup,4,0,4,362.76,362.76,282.24,80.52,0.0,0.0,2,181.38
2398,2024-02-25,209,,App,Same-Day Delivery,4,0,4,350.16,350.16,249.32,100.84,0.0,0.0,1,87.54
2399,2024-02-25,831,,Website,Store Pickup,7,0,7,516.88,516.88,408.73,108.15,0.0,0.0,1,86.15
2400,2024-02-25,716,,Website,Same-Day Delivery,5,0,5,1283.4,1283.4,874.45,408.95,0.0,0.0,2,256.68
2401,2024-03-03,853,,App,Store Pickup,4,0,4,784.52,784.52,524.76,259.76,0.0,0.0,2,392.26
2402,2024-03-03,426,FC002,Website,Ship to Home,6,0,6,448.14,448.14,317.34,130.8,3.18,4.77,1,112.03
2403,2024-03-03,876,,App,Curbside Pickup,8,0,8,753.92,753.92,598.96,154.96,0.0,0.0,4,188.48
2404,2024-03-03,53,,Website,Curbside Pickup,3,0,3,719.16,719.16,545.25,173.91,0.0,0.0,1,719.16
2405,2024-03-03,145,,Website,Store Pickup,4,0,4,944.92,944.92,681.16,263.76,0.0,0.0,2,944.92
2406,2024-03-03,491,,Website,Store Pickup,6,0,6,1169.22,1169.22,793.14,376.08,0.0,0.0,3,584.61
2407,2024-03-03,828,,Website,Store Pickup,1,0,1,149.77,149.77,112.67,37.1,0.0,0.0,1,149.77
2408,2024-03-03,938,,Website,Store Pickup,6,0,6,1177.68,1177.68,762.96,414.72,0.0,0.0,1,1177.68
2409,2024-03-03,499,,App,Curbside Pickup,3,0,3,799.95,799.95,511.89,288.06,0.0,0.0,1,799.95
2410,2024-03-03,166,,Website,Curbside Pickup,7,0,7,1192.87,1192.87,991.06,201.81,0.0,0.0,2,1192.87
2411,2024-03-03,172,,App,Store Pickup,6,0,6,601.02,601.02,400.08,200.94,0.0,0.0,3,150.25
2412,2024-03-03,411,,App,Store Pickup,7,0,7,1563.8,1563.8,1102.99,460.81,0.0,0.0,3,312.76
2413,2024-03-03,12,FC001,Website,Ship to Home,6,0,6,217.8,217.8,156.66,61.14,41.58,62.37,3,108.9
2414,2024-03-03,123,,Website,Same-Day Delivery,3,0,3,298.53,298.53,186.6,111.93,0.0,0.0,1,99.51
2415,2024-03-03,629,,Website,Same-Day Delivery,4,0,4,769.96,769.96,509.68,260.28,0.0,0.0,1,384.98
2416,2024-03-03,779,,Website,Same-Day Delivery,6,0,6,1379.4,1379.4,942.6,436.8,0.0,0.0,1,275.88
2417,2024-03-03,977,,Website,Curbside Pickup,4,0,4,697.64,697.64,480.92,216.72,0.0,0.0,1,348.82
2418,2024-03-03,469,,App,Curbside Pickup,2,0,2,43.38,43.38,27.38,16.0,0.0,0.0,1,21.69
2419,2024-03-03,49,,App,Curbside Pickup,7,0,7,557.83,557.83,431.69,126.14,0.0,0.0,2,139.46
2420,2024-03-03,809,,App,Store Pickup,11,0,11,2044.79,2044.79,1452.11,592.68,0.0,0.0,5,204.48
2421,2024-03-03,435,,Website,Curbside Pickup,6,0,6,1018.68,1018.68,642.96,375.72,0.0,0.0,1,203.74
2422,2024-03-03,310,,App,Store Pickup,2,0,2,270.74,270.74,206.3,64.44,0.0,0.0,1,135.37
2423,2024-03-03,742,,App,Same-Day Delivery,6,0,6,1536.9,1536.9,1078.8,458.1,0.0,0.0,3,512.3
2424,2024-03-03,508,,Website,Curbside Pickup,6,0,6,407.82,407.82,331.02,76.8,0.0,0.0,2,203.91
2425,2024-03-03,204,,Website,Store Pickup,4,0,4,362.76,362.76,282.24,80.52,0.0,0.0,1,362.76
2426,2024-03-03,244,,Website,Curbside Pickup,3,0,3,187.05,187.05,122.34,64.71,0.0,0.0,1,187.05
2427,2024-03-03,262,,App,Store Pickup,4,0,4,715.6,715.6,492.36,223.24,0.0,0.0,2,715.6
2428,2024-03-03,381,,Website,Store Pickup,5,0,5,958.0,958.0,688.9,269.1,0.0,0.0,2,479.0
2429,2024-03-03,827,FC002,App,Ship to Home,7,0,7,1447.6,1447.6,976.85,470.75,13.09,19.63,1,482.53
2430,2024-03-03,892,,Website,Same-Day Delivery,5,0,5,1243.65,1243.65,812.15,431.5,0.0,0.0,1,621.83
2431,2024-03-03,113,FC005,Website,Ship to Home,4,0,4,396.56,396.56,272.16,124.4,17.56,26.34,2,198.28
2432,2024-03-03,608,FC001,Website,Ship to Home,3,0,3,281.7,281.7,207.18,74.52,4.800000000000001,7.2,1,281.7
2433,2024-03-03,207,FC010,Website,Ship to Home,1,0,1,234.05,234.05,186.82,47.23,4.21,6.31,1,234.05
2434,2024-03-03,35,FC006,Website,Ship to Home,3,0,3,887.4,887.4,570.09,317.31,5.25,7.88,1,443.7
2435,2024-03-03,562,,Website,Curbside Pickup,3,0,3,58.23,58.23,36.75,21.48,0.0,0.0,1,19.41
2436,2024-03-03,34,,App,Curbside Pickup,5,0,5,1002.95,1002.95,778.95,224.0,0.0,0.0,2,250.74
2437,2024-03-03,696,,Website,Store Pickup,2,0,2,100.52,100.52,73.36,27.16,0.0,0.0,1,100.52
2438,2024-03-03,234,,Website,Curbside Pickup,4,0,4,772.96,772.96,596.8,176.16,0.0,0.0,1,772.96
2439,2024-03-03,641,,Website,Store Pickup,6,0,6,1251.72,1251.72,970.74,280.98,0.0,0.0,2,625.86
2440,2024-03-03,728,,Website,Same-Day Delivery,2,0,2,177.16,177.16,114.16,63.0,0.0,0.0,1,177.16
2441,2024-03-03,753,,Website,Curbside Pickup,6,0,6,1368.18,1368.18,1073.22,294.96,0.0,0.0,2,273.64
2442,2024-03-03,398,,App,Same-Day Delivery,8,0,8,1564.64,1564.64,1005.04,559.6,0.0,0.0,3,195.58
2443,2024-03-03,820,FC002,App,Ship to Home,2,0,2,235.88,235.88,171.18,64.7,13.3,19.95,1,117.94
2444,2024-03-03,968,,Website,Curbside Pickup,8,0,8,2109.04,2109.04,1486.08,622.96,0.0,0.0,2,1054.52
2445,2024-03-03,946,,App,Same-Day Delivery,3,0,3,519.96,519.96,364.56,155.4,0.0,0.0,1,259.98
2446,2024-03-03,847,,App,Curbside Pickup,7,0,7,988.05,988.05,718.13,269.92,0.0,0.0,3,197.61
2447,2024-03-03,401,,App,Curbside Pickup,10,0,10,1336.8,1336.8,1052.6,284.2,0.0,0.0,5,445.6
2448,2024-03-03,419,FC010,App,Ship to Home,5,0,5,43.6,43.6,35.9,7.7,6.8999999999999995,10.35,2,14.53
2449,2024-03-03,610,FC009,App,Ship to Home,1,0,1,24.06,24.06,15.98,8.08,8.55,12.83,1,24.06
2450,2024-03-03,241,,App,Store Pickup,3,0,3,220.5,220.5,159.09,61.41,0.0,0.0,1,73.5
2451,2024-03-03,465,FC007,Website,Ship to Home,5,0,5,144.1,144.1,119.1,25.0,42.1,63.15,2,144.1
2452,2024-03-03,259,,Website,Same-Day Delivery,6,0,6,1261.02,1261.02,946.32,314.7,0.0,0.0,2,315.25
2453,2024-03-03,302,,App,Same-Day Delivery,2,0,2,390.18,390.18,264.1,126.08,0.0,0.0,1,390.18
2454,2024-03-03,638,,App,Curbside Pickup,5,0,5,234.55,234.55,170.15,64.4,0.0,0.0,1,46.91
2455,2024-03-03,852,,Website,Store Pickup,6,0,6,1077.18,1077.18,847.68,229.5,0.0,0.0,2,359.06
2456,2024-03-03,868,,Website,Same-Day Delivery,4,0,4,828.44,828.44,614.72,213.72,0.0,0.0,2,276.15
2457,2024-03-03,862,,App,Store Pickup,3,0,3,621.21,621.21,451.59,169.62,0.0,0.0,1,207.07
2458,2024-03-03,567,,Website,Curbside Pickup,1,0,1,214.26,214.26,139.84,74.42,0.0,0.0,1,214.26
2459,2024-03-03,450,,App,Curbside Pickup,5,0,5,657.65,657.65,474.8,182.85,0.0,0.0,1,328.82
2460,2024-03-03,958,,App,Curbside Pickup,5,0,5,1071.85,1071.85,720.8,351.05,0.0,0.0,1,535.92
2461,2024-03-03,431,FC010,Website,Ship to Home,4,0,4,841.8,841.8,622.12,219.68,12.32,18.48,1,210.45
2462,2024-03-03,980,,Website,Same-Day Delivery,2,0,2,50.76,50.76,34.36,16.4,0.0,0.0,1,25.38
2463,2024-03-03,367,,App,Store Pickup,7,0,7,1054.48,1054.48,792.4,262.08,0.0,0.0,3,175.75
2464,2024-03-03,904,FC003,Website,Ship to Home,6,0,6,1305.42,1305.42,906.18,399.24,35.04,52.56,3,217.57
2465,2024-03-03,301,,Website,Curbside Pickup,5,0,5,149.7,149.7,100.45,49.25,0.0,0.0,1,29.94
2466,2024-03-03,751,,App,Same-Day Delivery,4,0,4,1033.44,1033.44,687.04,346.4,0.0,0.0,2,1033.44
2467,2024-03-03,329,,Website,Curbside Pickup,3,0,3,583.68,583.68,467.7,115.98,0.0,0.0,1,194.56
2468,2024-03-03,843,FC001,App,Ship to Home,4,0,4,718.88,718.88,561.76,157.12,29.76,44.64,1,718.88
2469,2024-03-03,650,,Website,Store Pickup,5,0,5,1394.85,1394.85,954.65,440.2,0.0,0.0,2,464.95
2470,2024-03-03,154,,Website,Curbside Pickup,4,0,4,701.04,701.04,523.52,177.52,0.0,0.0,2,233.68
2471,2024-03-03,36,,Website,Store Pickup,7,0,7,1511.3,1511.3,1072.96,438.34,0.0,0.0,2,503.77
2472,2024-03-03,604,,Website,Curbside Pickup,5,0,5,684.0,684.0,447.1,236.9,0.0,0.0,2,228.0
2473,2024-03-03,846,,Website,Store Pickup,3,0,3,152.28,152.28,126.78,25.5,0.0,0.0,1,76.14
2474,2024-03-03,514,,App,Curbside Pickup,10,0,10,665.5,665.5,435.1,230.4,0.0,0.0,3,221.83
2475,2024-03-03,686,FC007,Website,Ship to Home,5,0,5,412.8,412.8,272.25,140.55,42.15,63.22,1,103.2
2476,2024-03-03,339,,Website,Curbside Pickup,4,0,4,179.88,179.88,148.76,31.12,0.0,0.0,1,44.97
2477,2024-03-03,517,,App,Store Pickup,5,0,5,55.3,55.3,43.5,11.8,0.0,0.0,2,18.43
2478,2024-03-03,607,,Website,Store Pickup,2,0,2,489.96,489.96,398.14,91.82,0.0,0.0,1,489.96
2479,2024-03-03,628,FC008,App,Ship to Home,6,0,6,1693.32,1693.32,1092.18,601.14,5.58,8.37,1,338.66
2480,2024-03-03,723,FC008,App,Ship to Home,3,0,3,358.86,358.86,252.99,105.87,0.96,1.44,1,119.62
2481,2024-03-03,2,,Website,Same-Day Delivery,2,0,2,334.36,334.36,224.94,109.42,0.0,0.0,1,167.18
2482,2024-03-03,897,,Website,Same-Day Delivery,4,0,4,954.08,954.08,596.88,357.2,0.0,0.0,1,318.03
2483,2024-03-03,99,,App,Store Pickup,4,0,4,1039.28,1039.28,727.44,311.84,0.0,0.0,1,519.64
2484,2024-03-03,785,,App,Same-Day Delivery,5,0,5,1159.5,1159.5,828.0,331.5,0.0,0.0,1,231.9
2485,2024-03-03,851,,Website,Same-Day Delivery,5,0,5,994.7,994.7,626.2,368.5,0.0,0.0,1,248.68
2486,2024-03-03,907,,App,Store Pickup,2,0,2,55.52,55.52,42.06,13.46,0.0,0.0,1,27.76
2487,2024-03-03,163,,Website,Curbside Pickup,5,0,5,1233.05,1233.05,914.55,318.5,0.0,0.0,2,411.02
2488,2024-03-03,667,,App,Store Pickup,8,0,8,1836.96,1836.96,1446.48,390.48,0.0,0.0,4,612.32
2489,2024-03-03,953,,Website,Same-Day Delivery,6,0,6,870.66,870.66,640.8,229.86,0.0,0.0,1,217.66
2490,2024-03-03,475,,App,Curbside Pickup,9,0,9,38.88,38.88,27.63,11.25,0.0,0.0,4,6.48
2491,2024-03-03,537,,Website,Same-Day Delivery,4,0,4,493.32,493.32,351.6,141.72,0.0,0.0,1,123.33
2492,2024-03-03,142,,App,Store Pickup,7,0,7,191.1,191.1,143.43,47.67,0.0,0.0,1,27.3
2493,2024-03-03,971,,Website,Store Pickup,6,0,6,824.1,824.1,590.1,234.0,0.0,0.0,1,206.03
2494,2024-03-03,993,,Website,Same-Day Delivery,14,0,14,3650.08,3650.08,2546.46,1103.62,0.0,0.0,1,1825.04
2495,2024-03-03,284,FC005,App,Ship to Home,5,0,5,1154.6,1154.6,921.4,233.2,35.95,53.93,1,1154.6
2496,2024-03-03,267,FC006,Website,Ship to Home,3,0,3,554.01,554.01,374.25,179.76,10.14,15.21,1,554.01
2497,2024-03-03,349,,App,Same-Day Delivery,6,0,6,1275.48,1275.48,926.16,349.32,0.0,0.0,1,212.58
2498,2024-03-03,194,,App,Curbside Pickup,5,0,5,1076.6,1076.6,736.65,339.95,0.0,0.0,1,538.3
2499,2024-03-03,702,FC002,App,Ship to Home,4,0,4,549.88,549.88,382.52,167.36,19.16,28.74,1,137.47
2500,2024-03-03,281,FC009,Website,Ship to Home,2,0,2,76.58,76.58,54.72,21.86,11.84,17.76,1,38.29
2501,2024-03-03,72,,App,Same-Day Delivery,6,0,6,1637.4,1637.4,1093.02,544.38,0.0,0.0,2,818.7
2502,2024-03-03,707,,Website,Store Pickup,9,0,9,1448.1,1448.1,995.04,453.06,0.0,0.0,4,724.05
2503,2024-03-03,505,,Website,Curbside Pickup,5,0,5,663.65,663.65,491.65,172.0,0.0,0.0,1,132.73
2504,2024-03-03,821,,Website,Same-Day Delivery,5,0,5,912.85,912.85,732.3,180.55,0.0,0.0,2,228.21
2505,2024-03-03,689,FC002,Website,Ship to Home,3,0,3,174.63,174.63,133.56,41.07,22.080000000000002,33.12,1,87.31
2506,2024-03-03,683,,Website,Same-Day Delivery,2,0,2,88.54,88.54,67.6,20.94,0.0,0.0,1,88.54
2507,2024-03-03,481,,Website,Curbside Pickup,9,0,9,1417.95,1417.95,954.0,463.95,0.0,0.0,1,202.56
2508,2024-03-03,865,,Website,Curbside Pickup,4,0,4,3.36,3.36,2.68,0.68,0.0,0.0,2,3.36
2509,2024-03-03,309,,App,Store Pickup,3,0,3,419.61,419.61,310.71,108.9,0.0,0.0,1,209.81
2510,2024-03-03,747,,Website,Curbside Pickup,3,0,3,663.15,663.15,434.88,228.27,0.0,0.0,1,331.57
2511,2024-03-03,501,,Website,Same-Day Delivery,6,0,6,1267.38,1267.38,957.06,310.32,0.0,0.0,1,211.23
2512,2024-03-03,331,,Website,Store Pickup,4,0,4,457.88,457.88,366.84,91.04,0.0,0.0,2,228.94
2513,2024-03-03,410,,Website,Store Pickup,3,0,3,435.78,435.78,320.34,115.44,0.0,0.0,1,145.26
2514,2024-03-03,582,,App,Same-Day Delivery,4,0,4,662.56,662.56,467.76,194.8,0.0,0.0,1,331.28
2515,2024-03-03,552,,App,Same-Day Delivery,4,0,4,119.08,119.08,80.2,38.88,0.0,0.0,2,59.54
2516,2024-03-03,77,,App,Store Pickup,1,0,1,248.28,248.28,199.19,49.09,0.0,0.0,1,248.28
2517,2024-03-03,715,,App,Store Pickup,5,0,5,1195.3,1195.3,977.5,217.8,0.0,0.0,2,239.06
2518,2024-03-03,430,FC003,Website,Ship to Home,4,0,4,1059.92,1059.92,717.0,342.92,16.2,24.3,1,264.98
2519,2024-03-03,877,,Website,Store Pickup,8,0,8,1981.2,1981.2,1520.8,460.4,0.0,0.0,2,283.03
2520,2024-03-03,357,,Website,Store Pickup,7,0,7,1566.88,1566.88,1223.32,343.56,0.0,0.0,3,522.29
2521,2024-03-03,495,,Website,Same-Day Delivery,4,0,4,709.56,709.56,553.32,156.24,0.0,0.0,1,354.78
2522,2024-03-03,874,,App,Store Pickup,5,0,5,354.4,354.4,269.05,85.35,0.0,0.0,2,88.6
2523,2024-03-03,40,FC006,Website,Ship to Home,8,0,8,1291.68,1291.68,1029.84,261.84,52.72,79.08,3,645.84
2524,2024-03-03,296,,Website,Curbside Pickup,6,0,6,1357.32,1357.32,953.7,403.62,0.0,0.0,3,271.46
2525,2024-03-03,998,,App,Same-Day Delivery,7,0,7,1531.46,1531.46,1266.3,265.16,0.0,0.0,1,255.24
2526,2024-03-03,690,,Website,Same-Day Delivery,3,0,3,622.05,622.05,489.63,132.42,0.0,0.0,1,311.02
2527,2024-03-03,146,,App,Store Pickup,3,0,3,534.42,534.42,367.17,167.25,0.0,0.0,1,267.21
2528,2024-03-03,511,,App,Curbside Pickup,1,0,1,50.46,50.46,35.11,15.35,0.0,0.0,1,50.46
2529,2024-03-03,59,FC003,Website,Ship to Home,3,0,3,541.44,541.44,398.07,143.37,13.440000000000001,20.16,1,541.44
2530,2024-03-03,947,,App,Store Pickup,4,0,4,689.8,689.8,464.92,224.88,0.0,0.0,2,172.45
2531,2024-03-03,189,,Website,Same-Day Delivery,2,0,2,62.46,62.46,46.58,15.88,0.0,0.0,1,62.46
2532,2024-03-03,635,,App,Same-Day Delivery,8,0,8,665.84,665.84,450.0,215.84,0.0,0.0,3,332.92
2533,2024-03-03,957,,Website,Same-Day Delivery,4,0,4,1097.4,1097.4,688.24,409.16,0.0,0.0,2,365.8
2534,2024-03-03,254,FC005,App,Ship to Home,5,0,5,427.95,427.95,303.9,124.05,19.3,28.95,1,427.95
2535,2024-03-03,844,,App,Store Pickup,7,0,7,1701.84,1701.84,1299.27,402.57,0.0,0.0,3,243.12
2536,2024-03-03,807,,App,Store Pickup,2,0,2,16.14,16.14,11.18,4.96,0.0,0.0,1,16.14
2537,2024-03-03,565,FC005,Website,Ship to Home,6,0,6,823.62,823.62,649.92,173.7,15.48,23.22,3,411.81
2538,2024-03-03,675,FC007,Website,Ship to Home,1,0,1,43.43,43.43,30.92,12.51,0.08,0.12,1,43.43
2539,2024-03-03,771,,Website,Curbside Pickup,9,0,9,2254.14,2254.14,1454.31,799.83,0.0,0.0,2,250.46
2540,2024-03-03,804,FC006,Website,Ship to Home,4,0,4,565.52,565.52,464.76,100.76,28.04,42.06,2,282.76
2541,2024-03-03,760,,Website,Store Pickup,9,0,9,1931.94,1931.94,1447.92,484.02,0.0,0.0,2,241.49
2542,2024-03-03,800,FC008,App,Ship to Home,4,0,4,937.2,937.2,597.0,340.2,23.92,35.88,2,937.2
2543,2024-03-03,950,FC008,Website,Ship to Home,2,0,2,457.12,457.12,342.8,114.32,13.38,20.07,1,457.12
2544,2024-03-03,210,,App,Same-Day Delivery,3,0,3,232.05,232.05,147.81,84.24,0.0,0.0,1,77.35
2545,2024-03-03,292,,Website,Store Pickup,6,0,6,1650.72,1650.72,1140.54,510.18,0.0,0.0,2,330.14
2546,2024-03-03,358,FC010,Website,Ship to Home,4,0,4,692.8,692.8,574.84,117.96,14.8,22.2,1,173.2
2547,2024-03-03,794,,Website,Store Pickup,3,0,3,444.81,444.81,297.72,147.09,0.0,0.0,1,444.81
2548,2024-03-03,942,,Website,Curbside Pickup,4,0,4,588.48,588.48,417.44,171.04,0.0,0.0,2,147.12
2549,2024-03-03,833,,Website,Store Pickup,5,0,5,749.2,749.2,505.75,243.45,0.0,0.0,1,149.84
2550,2024-03-03,261,,App,Same-Day Delivery,5,0,5,710.0,710.0,488.85,221.15,0.0,0.0,1,355.0
2551,2024-03-03,252,,App,Store Pickup,8,0,8,2066.4,2066.4,1366.72,699.68,0.0,0.0,1,516.6
2552,2024-03-03,63,FC005,Website,Ship to Home,2,0,2,524.42,524.42,373.76,150.66,13.32,19.98,1,524.42
2553,2024-03-03,599,,Website,Curbside Pickup,7,0,7,1308.51,1308.51,961.17,347.34,0.0,0.0,1,436.17
2554,2024-03-03,663,,App,Store Pickup,10,1,9,1840.9,1656.81,1274.85,381.96,0.0,0.0,5,230.11
2555,2024-03-03,951,,Website,Curbside Pickup,4,0,4,769.84,769.84,512.32,257.52,0.0,0.0,2,384.92
2556,2024-03-03,160,,App,Store Pickup,3,0,3,609.6,609.6,388.56,221.04,0.0,0.0,1,609.6
2557,2024-03-03,420,,Website,Same-Day Delivery,2,0,2,439.9,439.9,356.08,83.82,0.0,0.0,1,439.9
2558,2024-03-03,577,FC009,Website,Ship to Home,5,0,5,346.05,346.05,249.05,97.0,2.05,3.07,2,173.03
2559,2024-03-03,442,,Website,Store Pickup,3,0,3,610.17,610.17,424.47,185.7,0.0,0.0,1,610.17
2560,2024-03-03,466,,Website,Store Pickup,5,0,5,35.4,35.4,25.0,10.4,0.0,0.0,1,11.8
2561,2024-03-03,619,,Website,Store Pickup,6,0,6,414.78,414.78,292.98,121.8,0.0,0.0,2,414.78
2562,2024-03-03,572,,Website,Store Pickup,8,0,8,1987.84,1987.84,1392.4,595.44,0.0,0.0,1,662.61
2563,2024-03-03,701,,App,Same-Day Delivery,4,0,4,219.48,219.48,170.16,49.32,0.0,0.0,2,73.16
2564,2024-03-03,416,FC007,Website,Ship to Home,7,0,7,783.93,783.93,570.5,213.43,7.140000000000001,10.71,2,783.93
2565,2024-03-03,232,,Website,Curbside Pickup,4,0,4,806.88,806.88,566.32,240.56,0.0,0.0,2,268.96
2566,2024-03-03,837,,App,Same-Day Delivery,5,0,5,316.45,316.45,251.85,64.6,0.0,0.0,1,158.22
2567,2024-03-03,473,FC002,Website,Ship to Home,8,0,8,701.44,701.44,574.4,127.04,49.6,74.4,3,140.29
2568,2024-03-03,559,,Website,Same-Day Delivery,4,0,4,753.32,753.32,516.84,236.48,0.0,0.0,1,376.66
2569,2024-03-03,407,,App,Same-Day Delivery,4,0,4,101.48,101.48,64.68,36.8,0.0,0.0,2,50.74
2570,2024-03-03,83,,Website,Same-Day Delivery,1,0,1,232.36,232.36,169.54,62.82,0.0,0.0,1,232.36
2571,2024-03-03,374,,App,Same-Day Delivery,6,0,6,40.02,40.02,25.86,14.16,0.0,0.0,1,8.0
2572,2024-03-03,570,,App,Store Pickup,2,0,2,108.06,108.06,71.7,36.36,0.0,0.0,1,54.03
2573,2024-03-03,70,,Website,Same-Day Delivery,5,0,5,1041.25,1041.25,667.65,373.6,0.0,0.0,2,1041.25
2574,2024-03-03,39,,App,Same-Day Delivery,2,0,2,16.78,16.78,12.58,4.2,0.0,0.0,1,8.39
2575,2024-03-03,972,FC002,App,Ship to Home,3,0,3,265.92,265.92,185.31,80.61,5.91,8.87,1,88.64
2576,2024-03-03,54,FC004,Website,Ship to Home,4,0,4,173.08,173.08,140.72,32.36,23.68,35.52,1,173.08
2577,2024-03-03,280,,App,Same-Day Delivery,9,0,9,341.01,341.01,221.31,119.7,0.0,0.0,1,113.67
2578,2024-03-03,913,FC002,Website,Ship to Home,6,0,6,1506.42,1506.42,1049.1,457.32,25.86,38.79,3,753.21
2579,2024-03-03,332,,Website,Curbside Pickup,5,0,5,346.15,346.15,264.7,81.45,0.0,0.0,2,86.54
2580,2024-03-03,8,FC004,App,Ship to Home,5,0,5,743.35,743.35,494.8,248.55,8.85,13.27,1,743.35
2581,2024-03-03,79,,Website,Store Pickup,6,0,6,611.88,611.88,479.58,132.3,0.0,0.0,3,203.96
2582,2024-03-03,818,,Website,Same-Day Delivery,3,0,3,265.14,265.14,209.4,55.74,0.0,0.0,1,265.14
2583,2024-03-03,168,FC006,Website,Ship to Home,6,0,6,966.3,966.3,633.18,333.12,25.44,38.16,2,966.3
2584,2024-03-03,316,,Website,Curbside Pickup,4,0,4,1035.52,1035.52,700.12,335.4,0.0,0.0,1,345.17
2585,2024-03-03,299,,App,Curbside Pickup,3,0,3,473.25,473.25,332.79,140.46,0.0,0.0,1,157.75
2586,2024-03-03,516,,App,Curbside Pickup,4,0,4,65.16,65.16,48.88,16.28,0.0,0.0,1,21.72
2587,2024-03-03,489,,App,Same-Day Delivery,7,0,7,1003.87,1003.87,708.47,295.4,0.0,0.0,1,501.94
2588,2024-03-03,861,,App,Curbside Pickup,7,0,7,1426.95,1426.95,982.87,444.08,0.0,0.0,1,1426.95
2589,2024-03-03,42,,Website,Store Pickup,5,0,5,955.55,955.55,670.3,285.25,0.0,0.0,2,955.55
2590,2024-03-03,581,FC007,App,Ship to Home,4,0,4,143.88,143.88,102.52,41.36,30.4,45.6,1,71.94
