item_id,item_name,category_id,category_name,subcategory,brand,vendor_id,upc,unit_cost,unit_retail,unit_weight_lbs,unit_volume_cf,is_perishable,is_private_label,is_seasonal,avg_shelf_days,min_shelf_qty,max_shelf_qty,reorder_point,lead_time_days,item_status
179,LG Cameras Item 0179,2,Electronics,Cameras,LG,V2286,419198265730,189.48,242.6,36.77,3.168,False,False,False,131,3,36,11,13,Active
180,onn. Phones Item 0180,2,Electronics,Phones,onn.,V3792,704592315249,118.65,168.28,1.44,3.639,False,True,False,114,4,63,12,3,Active
181,Sony Audio Item 0181,2,Electronics,Audio,Sony,V2034,270332660466,28.27,37.35,35.79,3.947,False,False,True,313,4,49,15,18,Active
182,Sony Cameras Item 0182,2,Electronics,Cameras,Sony,V3873,992904379972,7.83,12.43,26.89,3.195,False,False,True,134,6,54,14,6,Active
183,Samsung Cameras Item 0183,2,Electronics,Cameras,Samsung,V2636,928786143023,196.73,289.39,16.65,3.983,False,False,True,57,3,26,19,17,Active
184,onn. Phones Item 0184,2,Electronics,Phones,onn.,V4163,747163762980,89.43,121.31,34.55,0.762,False,True,False,254,1,30,16,3,Active
185,Apple Computers Item 0185,2,Electronics,Computers,Apple,V1847,630519148549,62.72,86.69,17.48,0.497,False,False,False,238,3,16,12,2,Active
186,Samsung TVs Item 0186,2,Electronics,TVs,Samsung,V3773,283824815553,169.91,247.93,46.5,3.705,False,False,False,289,2,33,20,14,Seasonal
187,Apple Audio Item 0187,2,Electronics,Audio,Apple,V3692,535647700243,126.14,160.77,1.56,3.074,False,False,False,310,4,36,3,7,Active
188,Samsung Cameras Item 0188,2,Electronics,Cameras,Samsung,V1765,458053354681,20.8,32.21,9.93,0.579,False,False,False,257,5,52,13,20,Active
189,Sony Cameras Item 0189,2,Electronics,Cameras,Sony,V2875,291630113537,23.29,31.23,40.71,3.533,False,False,False,321,5,17,24,5,Active
190,Apple Computers Item 0190,2,Electronics,Computers,Apple,V1579,527395738401,23.83,32.15,20.97,0.698,False,False,False,102,4,52,20,21,Discontinued
191,Apple Cameras Item 0191,2,Electronics,Cameras,Apple,V1766,780541867199,33.79,44.45,2.78,1.802,False,False,True,76,2,64,15,18,Active
192,Sony Audio Item 0192,2,Electronics,Audio,Sony,V4440,638777240733,137.1,187.31,8.45,2.831,False,False,False,119,3,14,11,8,Active
193,Apple Audio Item 0193,2,Electronics,Audio,Apple,V3028,660706804453,113.35,171.05,5.75,0.58,False,False,False,194,5,64,4,15,Active
194,Sony TVs Item 0194,2,Electronics,TVs,Sony,V2013,138651753617,147.33,215.32,22.54,1.749,False,False,False,231,1,61,10,7,Active
195,onn. Computers Item 0195,2,Electronics,Computers,onn.,V2753,775022751100,172.28,248.79,7.05,1.041,False,True,False,37,5,34,20,9,Active
196,Apple Computers Item 0196,2,Electronics,Computers,Apple,V3345,666325870072,195.81,257.89,49.28,3.4,False,False,True,217,1,29,23,5,Active
197,Apple Phones Item 0197,2,Electronics,Phones,Apple,V2013,532401134903,29.68,39.44,24.52,2.891,False,False,False,219,4,40,5,21,Active
198,Samsung Audio Item 0198,2,Electronics,Audio,Samsung,V4835,507494975195,103.36,135.53,22.79,2.445,False,False,False,54,6,41,23,12,Active
199,onn. Audio Item 0199,2,Electronics,Audio,onn.,V1867,394182560647,43.96,60.31,16.21,1.425,False,True,False,73,5,66,18,11,Active
200,Samsung TVs Item 0200,2,Electronics,TVs,Samsung,V2882,233213914058,20.37,30.83,46.48,0.798,False,False,False,226,2,56,7,21,Active
201,Athletic Works Men's Item 0201,3,Apparel,Men's,Athletic Works,V2523,283175678870,131.09,170.44,2.68,3.132,False,False,False,126,4,53,5,4,Active
202,Free Assembly Men's Item 0202,3,Apparel,Men's,Free Assembly,V3785,110501482282,26.97,34.8,0.5,1.724,False,False,True,223,6,20,18,3,Active
203,George Men's Item 0203,3,Apparel,Men's,George,V2225,517200793543,21.09,28.41,38.7,3.768,False,True,True,353,2,16,19,19,Active
204,Time and Tru Shoes Item 0204,3,Apparel,Shoes,Time and Tru,V4064,776078146001,70.56,90.69,34.36,4.301,False,False,True,58,2,60,6,19,Active
205,Athletic Works Shoes Item 0205,3,Apparel,Shoes,Athletic Works,V2134,192962937500,63.24,79.43,12.48,3.009,False,False,False,152,6,13,24,10,Active
206,Wonder Nation Accessories Item 0206,3,Apparel,Accessories,Wonder Nation,V3646,959227831826,38.13,51.73,44.91,4.774,False,False,False,64,2,43,23,20,Active
207,George Kids' Item 0207,3,Apparel,Kids',George,V4525,726373620828,186.82,234.05,21.1,2.736,False,True,False,248,1,13,21,3,Active
208,Time and Tru Men's Item 0208,3,Apparel,Men's,Time and Tru,V2630,415708488576,184.55,291.49,31.47,2.51,False,False,False,212,1,52,20,18,Active
209,Athletic Works Men's Item 0209,3,Apparel,Men's,Athletic Works,V1832,988947907082,62.33,87.54,7.85,1.64,False,False,False,339,6,53,5,10,Active
210,Time and Tru Men's Item 0210,3,Apparel,Men's,Time and Tru,V1475,771962115421,49.27,77.35,30.48,1.553,False,False,False,96,1,12,7,1,Active
211,Athletic Works Accessories Item 0211,3,Apparel,Accessories,Athletic Works,V2061,508738993541,103.69,158.54,6.43,3.908,False,False,False,67,1,33,16,9,Active
212,Athletic Works Accessories Item 0212,3,Apparel,Accessories,Athletic Works,V3092,161676262500,125.69,175.77,25.03,2.839,False,False,False,137,1,69,21,4,Active
213,Wonder Nation Men's Item 0213,3,Apparel,Men's,Wonder Nation,V2001,615593564679,9.29,14.35,18.26,4.602,False,False,False,25,5,63,23,14,Active
214,Time and Tru Shoes Item 0214,3,Apparel,Shoes,Time and Tru,V4383,727399747618,183.21,243.3,18.7,2.515,False,False,False,98,2,63,19,2,Seasonal
215,George Shoes Item 0215,3,Apparel,Shoes,George,V2272,195895027289,173.27,261.54,27.7,0.05,False,True,False,295,3,59,22,8,Active
216,Wonder Nation Shoes Item 0216,3,Apparel,Shoes,Wonder Nation,V4000,700867828643,199.56,301.41,38.05,1.233,False,False,True,216,1,26,20,12,Active
217,George Kids' Item 0217,3,Apparel,Kids',George,V4477,902033957947,0.79,1.16,15.44,1.034,False,True,False,221,4,15,7,9,Active
218,Time and Tru Accessories Item 0218,3,Apparel,Accessories,Time and Tru,V2877,924524434492,82.9,129.18,4.34,0.487,False,False,True,208,1,49,21,2,Active
219,Time and Tru Women's Item 0219,3,Apparel,Women's,Time and Tru,V4793,532936211675,58.69,90.4,35.07,3.679,False,False,False,146,2,16,9,5,Active
220,Wonder Nation Men's Item 0220,3,Apparel,Men's,Wonder Nation,V2908,548025361497,31.5,39.87,6.12,1.798,False,False,False,238,3,41,11,4,Active
221,Athletic Works Accessories Item 0221,3,Apparel,Accessories,Athletic Works,V2342,199421293684,8.55,13.12,35.59,4.842,False,False,False,32,6,31,11,6,Active
222,Free Assembly Shoes Item 0222,3,Apparel,Shoes,Free Assembly,V1387,213653610350,111.41,158.21,40.21,0.708,False,False,True,120,2,24,15,12,Active
223,George Accessories Item 0223,3,Apparel,Accessories,George,V1307,315025270085,117.43,184.01,45.13,2.223,False,True,True,176,1,14,17,2,Active
224,Wonder Nation Shoes Item 0224,3,Apparel,Shoes,Wonder Nation,V1120,848968119930,164.43,223.3,21.39,1.776,False,False,False,147,3,40,7,2,Active
225,Wonder Nation Women's Item 0225,3,Apparel,Women's,Wonder Nation,V4615,626351199913,129.63,181.42,3.14,1.406,False,False,True,109,6,68,19,8,Active
226,Wonder Nation Men's Item 0226,3,Apparel,Men's,Wonder Nation,V2470,699060683120,197.89,299.36,39.09,1.727,False,False,False,171,4,29,8,1,Active
227,Time and Tru Men's Item 0227,3,Apparel,Men's,Time and Tru,V1239,681846453976,179.21,270.86,17.94,2.924,False,False,False,88,1,27,24,8,Active
228,George Women's Item 0228,3,Apparel,Women's,George,V2590,292608757154,115.35,183.76,8.89,2.967,False,True,False,364,3,70,21,1,Active
229,Athletic Works Accessories Item 0229,3,Apparel,Accessories,Athletic Works,V1771,645333662778,112.94,160.97,27.15,0.886,False,False,True,35,2,50,10,1,Active
230,George Kids' Item 0230,3,Apparel,Kids',George,V1534,887442564119,183.62,235.14,8.96,4.014,False,True,False,37,1,21,21,5,Active
231,Wonder Nation Kids' Item 0231,3,Apparel,Kids',Wonder Nation,V4858,536635564628,192.13,259.27,29.34,1.689,False,False,False,87,6,72,16,21,Seasonal
232,Athletic Works Women's Item 0232,3,Apparel,Women's,Athletic Works,V4643,778299225256,141.58,201.72,39.37,1.124,False,False,False,96,4,31,12,5,Active
233,George Accessories Item 0233,3,Apparel,Accessories,George,V4953,136797058268,78.62,125.61,9.19,1.598,False,True,False,320,2,52,21,4,Discontinued
234,Time and Tru Kids' Item 0234,3,Apparel,Kids',Time and Tru,V2308,796505772923,149.2,193.24,44.28,0.453,False,False,False,334,6,68,13,15,Active
235,Time and Tru Women's Item 0235,3,Apparel,Women's,Time and Tru,V4223,890737987526,138.79,186.01,0.16,1.936,False,False,False,92,4,43,15,12,Active
236,George Shoes Item 0236,3,Apparel,Shoes,George,V4105,347764467344,157.85,225.92,8.22,0.378,False,True,False,157,1,32,11,4,Active
237,Time and Tru Shoes Item 0237,3,Apparel,Shoes,Time and Tru,V4857,469767069027,32.6,40.1,29.74,3.072,False,False,False,22,4,72,23,6,Active
238,Free Assembly Women's Item 0238,3,Apparel,Women's,Free Assembly,V4991,547492574952,11.18,14.9,34.89,3.613,False,False,False,142,6,30,12,8,Active
239,Free Assembly Accessories Item 0239,3,Apparel,Accessories,Free Assembly,V1223,101549748436,110.16,153.83,21.44,1.48,False,False,False,314,4,24,6,1,Active
240,Athletic Works Men's Item 0240,3,Apparel,Men's,Athletic Works,V4214,617103184787,94.98,118.36,24.51,3.309,False,False,True,285,4,23,14,13,Active
241,Free Assembly Men's Item 0241,3,Apparel,Men's,Free Assembly,V1926,395653002015,53.03,73.5,28.26,0.764,False,False,False,56,1,54,14,18,Active
242,Wonder Nation Women's Item 0242,3,Apparel,Women's,Wonder Nation,V4352,561805974462,110.94,170.44,48.28,3.438,False,False,False,300,2,42,12,3,Active
243,George Accessories Item 0243,3,Apparel,Accessories,George,V3340,261577842715,114.46,161.01,6.1,3.788,False,True,False,92,2,63,9,5,Active
244,George Shoes Item 0244,3,Apparel,Shoes,George,V1605,756417496092,40.78,62.35,12.97,4.555,False,True,False,41,1,36,20,13,Active
245,Athletic Works Accessories Item 0245,3,Apparel,Accessories,Athletic Works,V4221,785908047210,91.9,142.39,29.42,3.911,False,False,True,83,2,48,21,19,Active
246,George Men's Item 0246,3,Apparel,Men's,George,V2171,692136297457,112.76,139.87,44.02,4.391,False,True,False,342,4,48,22,16,Active
247,Athletic Works Shoes Item 0247,3,Apparel,Shoes,Athletic Works,V3841,140380079511,29.2,42.15,19.85,4.396,False,False,False,32,6,42,11,12,Active
248,Athletic Works Kids' Item 0248,3,Apparel,Kids',Athletic Works,V3851,210315599462,56.43,78.81,48.63,1.148,False,False,False,233,3,29,16,20,Active
249,Time and Tru Shoes Item 0249,3,Apparel,Shoes,Time and Tru,V4034,935304396697,42.67,65.27,25.87,1.876,False,False,True,88,1,31,19,13,Active
250,Wonder Nation Accessories Item 0250,3,Apparel,Accessories,Wonder Nation,V4411,370830447947,6.28,8.02,1.75,0.262,False,False,False,108,3,35,17,17,Active
251,George Men's Item 0251,3,Apparel,Men's,George,V2827,623429729263,48.77,68.06,29.39,1.755,False,True,False,139,6,65,5,10,Active
252,George Women's Item 0252,3,Apparel,Women's,George,V1877,344199433115,170.84,258.3,32.4,3.392,False,True,False,216,5,13,24,1,Active
253,Time and Tru Women's Item 0253,3,Apparel,Women's,Time and Tru,V2033,987376080060,120.43,144.92,47.16,3.567,False,False,False,147,4,69,15,12,Active
254,Time and Tru Shoes Item 0254,3,Apparel,Shoes,Time and Tru,V3554,741655884287,60.78,85.59,5.21,2.562,False,False,False,198,5,53,22,20,Active
255,George Shoes Item 0255,3,Apparel,Shoes,George,V3623,384657053248,13.24,21.12,32.84,4.761,False,True,False,103,2,45,10,2,Active
256,Wonder Nation Shoes Item 0256,3,Apparel,Shoes,Wonder Nation,V3954,817368867974,132.28,194.76,24.92,1.485,False,False,False,214,4,59,4,19,Active
257,Wonder Nation Women's Item 0257,3,Apparel,Women's,Wonder Nation,V3811,802375909504,68.96,102.43,39.27,4.534,False,False,False,266,3,66,8,18,Active
258,George Shoes Item 0258,3,Apparel,Shoes,George,V4310,939919645388,26.02,33.92,45.64,4.735,False,True,False,342,1,26,14,8,Active
259,Athletic Works Shoes Item 0259,3,Apparel,Shoes,Athletic Works,V2067,424637554196,157.72,210.17,23.24,0.598,False,False,True,331,5,49,22,3,Active
260,Time and Tru Accessories Item 0260,3,Apparel,Accessories,Time and Tru,V3170,552252994280,24.4,35.92,2.8,4.273,False,False,True,109,3,38,21,15,Active
261,Time and Tru Men's Item 0261,3,Apparel,Men's,Time and Tru,V1724,797130805128,97.77,142.0,2.99,2.266,False,False,False,93,5,60,8,16,Active
262,George Women's Item 0262,3,Apparel,Women's,George,V2652,522957213576,123.09,178.9,0.33,2.674,False,True,False,14,3,60,19,7,Active
263,George Women's Item 0263,3,Apparel,Women's,George,V2278,212222903295,45.64,70.78,19.24,2.947,False,True,False,30,3,72,12,15,Active
264,Wonder Nation Accessories Item 0264,3,Apparel,Accessories,Wonder Nation,V1548,640742325840,67.9,105.6,18.03,0.95,False,False,False,213,1,26,10,5,Active
265,George Accessories Item 0265,3,Apparel,Accessories,George,V3912,970377443455,101.17,126.39,1.96,4.384,False,True,False,280,5,15,22,2,Active
266,George Men's Item 0266,3,Apparel,Men's,George,V2557,701826258207,138.11,188.76,12.71,3.512,False,True,False,358,6,12,12,14,Active
267,Wonder Nation Kids' Item 0267,3,Apparel,Kids',Wonder Nation,V2715,658796351695,124.75,184.67,35.97,0.597,False,False,True,61,4,24,22,7,Active
268,Wonder Nation Women's Item 0268,3,Apparel,Women's,Wonder Nation,V1656,701464667672,71.91,98.08,24.87,1.046,False,False,False,176,2,12,3,3,Discontinued
269,Wonder Nation Shoes Item 0269,3,Apparel,Shoes,Wonder Nation,V3095,894891279372,30.25,37.39,36.21,4.525,False,False,False,240,3,28,17,2,Active
270,Time and Tru Men's Item 0270,3,Apparel,Men's,Time and Tru,V3772,569494502055,170.52,229.19,36.95,0.484,False,False,False,30,1,66,7,21,Active
271,Athletic Works Shoes Item 0271,3,Apparel,Shoes,Athletic Works,V4002,508421115997,191.04,249.75,40.77,0.923,False,False,False,240,3,65,15,16,Active
272,Time and Tru Men's Item 0272,3,Apparel,Men's,Time and Tru,V4860,275425146819,26.94,40.16,5.28,4.557,False,False,False,298,6,40,8,20,Active
273,Athletic Works Accessories Item 0273,3,Apparel,Accessories,Athletic Works,V4434,245564012858,6.25,9.21,24.21,2.446,False,False,False,232,1,16,11,21,Active
274,Wonder Nation Accessories Item 0274,3,Apparel,Accessories,Wonder Nation,V4914,668388673264,144.89,186.85,26.2,3.506,False,False,True,345,6,27,18,12,Active
275,Free Assembly Women's Item 0275,3,Apparel,Women's,Free Assembly,V3510,108824294281,167.89,238.96,32.21,0.793,False,False,False,260,2,16,18,11,Active
276,Athletic Works Men's Item 0276,3,Apparel,Men's,Athletic Works,V2550,999380226336,101.63,144.33,11.83,2.301,False,False,False,236,1,66,18,15,Active
277,Free Assembly Men's Item 0277,3,Apparel,Men's,Free Assembly,V3282,102358361363,20.98,28.64,41.31,3.961,False,False,False,333,3,68,19,18,Active
278,Free Assembly Kids' Item 0278,3,Apparel,Kids',Free Assembly,V1913,601842522128,72.99,89.17,16.67,3.839,False,False,False,343,3,57,17,4,Active
279,Time and Tru Men's Item 0279,3,Apparel,Men's,Time and Tru,V4950,421263178879,68.6,105.09,27.43,1.876,False,False,True,91,4,20,16,4,Active
280,Time and Tru Women's Item 0280,3,Apparel,Women's,Time and Tru,V1883,309514605303,24.59,37.89,35.87,0.548,False,False,False,331,6,49,6,15,Active
281,Wonder Nation Accessories Item 0281,3,Apparel,Accessories,Wonder Nation,V3172,154701622307,27.36,38.29,27.71,2.17,False,False,False,267,2,56,21,6,Active
282,Time and Tru Men's Item 0282,3,Apparel,Men's,Time and Tru,V4615,655433089625,77.79,112.03,44.08,2.099,False,False,False,361,2,29,15,11,Seasonal
283,Free Assembly Women's Item 0283,3,Apparel,Women's,Free Assembly,V4630,665855184692,28.07,40.45,15.02,3.51,False,False,False,290,6,25,9,7,Active
284,Athletic Works Kids' Item 0284,3,Apparel,Kids',Athletic Works,V3909,297389509112,184.28,230.92,25.24,3.475,False,False,False,66,3,47,18,19,Active
285,Free Assembly Accessories Item 0285,3,Apparel,Accessories,Free Assembly,V4310,671285499315,57.54,88.55,5.41,1.911,False,False,True,35,2,29,8,10,Active
286,Time and Tru Men's Item 0286,3,Apparel,Men's,Time and Tru,V4086,136684054789,138.27,182.25,18.0,2.268,False,False,False,352,6,47,10,21,Active
287,Time and Tru Accessories Item 0287,3,Apparel,Accessories,Time and Tru,V2178,833120578101,156.97,238.52,2.44,1.914,False,False,False,357,3,47,4,1,Active
288,Time and Tru Accessories Item 0288,3,Apparel,Accessories,Time and Tru,V2814,348377887798,173.84,268.44,45.58,3.526,False,False,False,308,5,59,22,7,Active
289,Time and Tru Kids' Item 0289,3,Apparel,Kids',Time and Tru,V1305,908200296039,90.04,143.47,25.74,1.892,False,False,False,291,3,20,8,19,Active
290,George Kids' Item 0290,3,Apparel,Kids',George,V1163,754220714413,93.53,147.31,2.64,4.663,False,True,False,345,3,43,21,18,Active
291,Athletic Works Accessories Item 0291,3,Apparel,Accessories,Athletic Works,V1279,657427734603,44.38,56.52,8.05,2.72,False,False,False,185,2,68,9,11,Active
292,Athletic Works Women's Item 0292,3,Apparel,Women's,Athletic Works,V2945,718460821225,190.09,275.12,41.2,4.906,False,False,True,349,3,40,10,21,Active
293,Wonder Nation Women's Item 0293,3,Apparel,Women's,Wonder Nation,V2314,521393732766,191.8,282.53,12.9,3.623,False,False,True,271,3,44,19,15,Active
294,Athletic Works Women's Item 0294,3,Apparel,Women's,Athletic Works,V1393,950215732343,64.4,79.4,26.94,0.047,False,False,True,350,6,61,9,14,Active
295,Time and Tru Accessories Item 0295,3,Apparel,Accessories,Time and Tru,V4036,580070857440,165.84,257.29,32.36,4.699,False,False,False,85,1,41,13,2,Active
296,George Women's Item 0296,3,Apparel,Women's,George,V3355,352636931294,158.95,226.22,45.56,2.044,False,True,False,214,4,32,3,13,Active
297,Wonder Nation Men's Item 0297,3,Apparel,Men's,Wonder Nation,V4096,743153962394,128.46,185.93,2.37,4.243,False,False,False,264,1,30,24,10,Active
298,Athletic Works Shoes Item 0298,3,Apparel,Shoes,Athletic Works,V1126,273834453435,76.59,117.09,26.72,0.691,False,False,False,286,3,52,7,10,Active
299,Athletic Works Men's Item 0299,3,Apparel,Men's,Athletic Works,V1504,104474381572,110.93,157.75,28.68,1.976,False,False,False,50,3,25,14,7,Active
300,Wonder Nation Women's Item 0300,3,Apparel,Women's,Wonder Nation,V4419,311538915196,32.61,42.01,5.82,3.358,False,False,False,34,5,41,23,18,Active
301,Better Homes & Gardens Outdoor Item 0301,4,Home & Garden,Outdoor,Better Homes & Gardens,V2995,464864085662,20.09,29.94,17.92,3.36,False,False,False,152,5,16,9,11,Active
302,Oster Bedding Item 0302,4,Home & Garden,Bedding,Oster,V1624,725199285280,132.05,195.09,18.29,1.589,False,False,False,9,3,27,10,21,Active
303,Oster Decor Item 0303,4,Home & Garden,Decor,Oster,V2965,591614190375,136.08,181.34,18.0,1.534,False,False,False,96,6,50,5,9,Active
304,Mainstays Bedding Item 0304,4,Home & Garden,Bedding,Mainstays,V3566,899192320465,39.69,59.27,3.86,0.103,False,False,False,22,5,49,15,19,Active
305,Better Homes & Gardens Bedding Item 0305,4,Home & Garden,Bedding,Better Homes & Gardens,V3210,819287209443,52.49,81.76,38.78,1.835,False,False,False,308,6,66,12,5,Active
306,Ozark Trail Furniture Item 0306,4,Home & Garden,Furniture,Ozark Trail,V3714,988903612601,79.66,111.59,49.09,3.424,False,False,False,78,4,22,8,19,Discontinued
307,Mainstays Kitchen Item 0307,4,Home & Garden,Kitchen,Mainstays,V4118,355497477540,187.87,228.48,3.24,1.853,False,False,True,112,5,70,14,13,Active
308,Hometrends Furniture Item 0308,4,Home & Garden,Furniture,Hometrends,V1422,798023981510,8.46,12.35,41.5,4.176,False,False,False,285,5,23,15,21,Active
309,Ozark Trail Furniture Item 0309,4,Home & Garden,Furniture,Ozark Trail,V4716,667893028085,103.57,139.87,20.35,4.088,False,False,False,253,5,12,19,5,Active
310,Mainstays Furniture Item 0310,4,Home & Garden,Furniture,Mainstays,V1615,272601445601,103.15,135.37,18.17,3.589,False,False,True,124,4,63,13,4,Active
311,Hometrends Kitchen Item 0311,4,Home & Garden,Kitchen,Hometrends,V4413,123239635140,42.54,53.79,12.26,0.648,False,False,False,75,6,44,4,19,Active
312,Mainstays Outdoor Item 0312,4,Home & Garden,Outdoor,Mainstays,V2660,802500332998,184.53,259.57,1.03,3.601,False,False,False,152,1,25,17,20,Seasonal
313,Hometrends Decor Item 0313,4,Home & Garden,Decor,Hometrends,V1584,743362977122,44.26,60.38,41.04,0.918,False,False,False,142,2,58,24,11,Discontinued
314,Ozark Trail Bedding Item 0314,4,Home & Garden,Bedding,Ozark Trail,V1541,117646174284,14.23,19.23,10.2,4.299,False,False,False,221,2,50,6,6,Active
315,Ozark Trail Bedding Item 0315,4,Home & Garden,Bedding,Ozark Trail,V3061,232080479934,8.29,12.55,4.75,3.3,False,False,False,283,1,69,24,21,Active
316,Hometrends Outdoor Item 0316,4,Home & Garden,Outdoor,Hometrends,V2757,631726830504,175.03,258.88,39.5,1.912,False,False,False,363,5,18,16,5,Active
317,Mainstays Furniture Item 0317,4,Home & Garden,Furniture,Mainstays,V2673,307265694161,57.01,88.41,0.37,3.721,False,False,True,274,1,45,3,13,Active
318,Oster Kitchen Item 0318,4,Home & Garden,Kitchen,Oster,V3668,377392052758,72.77,91.83,13.14,2.685,False,False,False,320,3,55,15,7,Active
319,Ozark Trail Kitchen Item 0319,4,Home & Garden,Kitchen,Ozark Trail,V2981,732677257483,36.15,51.46,17.28,3.53,False,False,False,344,1,59,10,15,Active
320,Mainstays Furniture Item 0320,4,Home & Garden,Furniture,Mainstays,V2386,704735062017,43.28,58.87,30.74,3.426,False,False,True,206,6,12,5,5,Active
321,Ozark Trail Kitchen Item 0321,4,Home & Garden,Kitchen,Ozark Trail,V2518,766063698940,18.08,23.6,1.98,1.928,False,False,False,321,6,45,12,20,Active
322,Mainstays Kitchen Item 0322,4,Home & Garden,Kitchen,Mainstays,V3690,984465872845,88.07,112.79,25.96,0.982,False,False,False,268,5,56,10,20,Active
323,Better Homes & Gardens Outdoor Item 0323,4,Home & Garden,Outdoor,Better Homes & Gardens,V1644,955883631729,48.23,57.88,20.03,3.352,False,False,False,109,5,12,5,3,Active
324,Ozark Trail Bedding Item 0324,4,Home & Garden,Bedding,Ozark Trail,V2132,766691862699,69.95,110.89,48.16,2.279,False,False,False,9,3,23,16,17,Active
325,Better Homes & Gardens Bedding Item 0325,4,Home & Garden,Bedding,Better Homes & Gardens,V4288,995663475018,59.2,93.47,39.69,1.258,False,False,False,200,5,42,10,11,Seasonal
326,Hometrends Kitchen Item 0326,4,Home & Garden,Kitchen,Hometrends,V2974,383967210094,179.36,277.08,3.47,3.172,False,False,False,353,6,26,13,14,Seasonal
327,Ozark Trail Bedding Item 0327,4,Home & Garden,Bedding,Ozark Trail,V2016,200018147175,2.44,3.74,20.01,3.746,False,False,False,290,2,42,13,12,Active
328,Ozark Trail Outdoor Item 0328,4,Home & Garden,Outdoor,Ozark Trail,V4810,310066538900,36.97,55.4,25.0,1.006,False,False,False,142,2,26,9,8,Active
329,Oster Decor Item 0329,4,Home & Garden,Decor,Oster,V1321,644015264013,155.9,194.56,30.73,3.824,False,False,False,28,4,35,22,11,Active
330,Ozark Trail Outdoor Item 0330,4,Home & Garden,Outdoor,Ozark Trail,V4751,407137980276,98.42,156.86,19.95,3.753,False,False,True,276,4,42,20,2,Active
331,Hometrends Decor Item 0331,4,Home & Garden,Decor,Hometrends,V3122,445573371830,91.71,114.47,34.49,0.069,False,False,False,304,1,32,14,20,Active
332,Mainstays Bedding Item 0332,4,Home & Garden,Bedding,Mainstays,V4926,476295330686,52.94,69.23,18.36,2.499,False,False,False,365,3,35,15,9,Active
333,Ozark Trail Decor Item 0333,4,Home & Garden,Decor,Ozark Trail,V4334,890702919743,195.86,288.78,13.57,1.187,False,False,False,202,2,21,7,16,Active
334,Mainstays Kitchen Item 0334,4,Home & Garden,Kitchen,Mainstays,V4479,669644312707,100.17,160.09,26.75,1.585,False,False,False,135,5,66,21,2,Active
335,Mainstays Furniture Item 0335,4,Home & Garden,Furniture,Mainstays,V4436,205784452717,43.49,56.61,22.55,1.68,False,False,False,293,5,71,11,12,Active
336,Better Homes & Gardens Outdoor Item 0336,4,Home & Garden,Outdoor,Better Homes & Gardens,V1814,733837760526,173.54,275.1,32.53,2.697,False,False,False,152,3,32,24,17,Active
337,Hometrends Furniture Item 0337,4,Home & Garden,Furniture,Hometrends,V3587,263022331771,76.52,100.59,43.43,3.206,False,False,False,222,6,51,21,13,Active
338,Better Homes & Gardens Furniture Item 0338,4,Home & Garden,Furniture,Better Homes & Gardens,V2297,420632249821,32.82,42.38,35.55,3.031,False,False,False,234,3,59,21,17,Seasonal
339,Hometrends Decor Item 0339,4,Home & Garden,Decor,Hometrends,V3980,826857189147,37.19,44.97,12.66,3.722,False,False,False,114,2,37,6,4,Active
340,Hometrends Bedding Item 0340,4,Home & Garden,Bedding,Hometrends,V3146,212026710909,11.24,16.95,13.2,0.785,False,False,False,206,3,26,10,10,Active
341,Mainstays Decor Item 0341,4,Home & Garden,Decor,Mainstays,V1143,493691945766,105.59,133.91,43.03,1.633,False,False,False,283,3,47,17,5,Seasonal
342,Ozark Trail Decor Item 0342,4,Home & Garden,Decor,Ozark Trail,V4067,579163664783,118.37,163.66,26.22,3.201,False,False,False,184,4,46,10,3,Active
343,Oster Kitchen Item 0343,4,Home & Garden,Kitchen,Oster,V1000,995600823707,52.33,69.15,37.94,0.69,False,False,False,280,1,56,18,16,Active
344,Hometrends Outdoor Item 0344,4,Home & Garden,Outdoor,Hometrends,V3245,307763218450,119.6,181.64,20.65,2.807,False,False,False,90,6,59,23,13,Active
345,Mainstays Outdoor Item 0345,4,Home & Garden,Outdoor,Mainstays,V3116,979456995343,16.3,23.64,45.51,4.04,False,False,False,152,6,59,20,9,Active
346,Better Homes & Gardens Decor Item 0346,4,Home & Garden,Decor,Better Homes & Gardens,V2865,596574366672,27.76,34.54,13.68,3.118,False,False,False,16,2,15,20,1,Active
347,Better Homes & Gardens Outdoor Item 0347,4,Home & Garden,Outdoor,Better Homes & Gardens,V3978,353438306759,54.2,80.55,4.6,0.083,False,False,False,222,3,62,18,12,Active
348,Better Homes & Gardens Outdoor Item 0348,4,Home & Garden,Outdoor,Better Homes & Gardens,V1598,392298458992,16.5,24.75,38.81,0.366,False,False,False,105,3,64,15,1,Active
349,Mainstays Kitchen Item 0349,4,Home & Garden,Kitchen,Mainstays,V4021,138631235433,154.36,212.58,10.04,3.679,False,False,True,347,2,42,15,10,Discontinued
350,Mainstays Furniture Item 0350,4,Home & Garden,Furniture,Mainstays,V1500,629368947342,149.07,211.65,31.96,1.002,False,False,False,348,2,19,10,21,Active
351,Better Homes & Gardens Decor Item 0351,4,Home & Garden,Decor,Better Homes & Gardens,V2621,369677319074,158.98,227.96,0.55,0.22,False,False,False,250,6,50,7,12,Active
352,Mainstays Decor Item 0352,4,Home & Garden,Decor,Mainstays,V2386,937505622295,100.23,147.78,31.29,0.308,False,False,False,281,1,20,18,8,Active
