otif_id,po_number,vendor_id,dc_id,order_date,expected_delivery_date,actual_delivery_date,expected_units,received_units,on_time_flag,in_full_flag,otif_flag,days_early_late,short_units,fill_rate_pct,otif_score
572,PO00000822,V1598,DC024,2024-04-26,2024-05-01,2024-05-02,769,769,False,True,False,-1,0,100.0,50.0
573,PO00000825,V2876,DC023,2024-05-09,2024-05-27,2024-05-28,393,393,False,True,False,-1,0,100.0,50.0
574,PO00000828,V2339,DC019,2024-08-20,2024-08-25,2024-08-25,686,672,True,False,False,0,14,97.96,50.0
575,PO00000830,V1734,DC008,2024-12-22,2025-01-01,2025-01-01,1234,1234,True,True,True,0,0,100.0,100.0
576,PO00000832,V3534,DC005,2024-05-14,2024-05-17,2024-05-17,1316,1316,True,True,True,0,0,100.0,100.0
577,PO00000833,V3944,DC024,2024-03-08,2024-03-27,2024-03-27,1204,1204,True,True,True,0,0,100.0,100.0
578,PO00000834,V3832,DC011,2024-02-11,2024-02-18,2024-02-18,731,731,True,True,True,0,0,100.0,100.0
579,PO00000835,V2602,DC009,2024-01-11,2024-01-22,2024-01-21,1024,1024,True,True,True,1,0,100.0,100.0
580,PO00000837,V2545,DC025,2024-05-01,2024-05-18,2024-05-18,1325,1325,True,True,True,0,0,100.0,100.0
581,PO00000839,V1647,DC021,2024-08-02,2024-08-18,2024-08-18,1030,1030,True,True,True,0,0,100.0,100.0
582,PO00000840,V1756,DC021,2024-02-09,2024-02-16,2024-02-16,1183,1183,True,True,True,0,0,100.0,100.0
583,PO00000841,V2131,DC024,2024-06-20,2024-07-03,2024-07-02,1243,1243,True,True,True,1,0,100.0,100.0
584,PO00000842,V2467,DC022,2024-02-28,2024-03-14,2024-03-14,1390,1390,True,True,True,0,0,100.0,100.0
585,PO00000843,V1766,DC024,2024-10-12,2024-10-23,2024-10-23,402,402,True,True,True,0,0,100.0,100.0
586,PO00000844,V3914,DC017,2024-01-17,2024-01-30,2024-02-01,382,382,False,True,False,-2,0,100.0,50.0
587,PO00000849,V1892,DC011,2024-12-24,2025-01-14,2025-01-13,802,802,True,True,True,1,0,100.0,100.0
588,PO00000850,V4772,DC014,2024-02-22,2024-03-05,2024-03-06,434,434,False,True,False,-1,0,100.0,50.0
589,PO00000852,V4690,DC021,2024-12-27,2024-12-31,2024-12-31,1077,1077,True,True,True,0,0,100.0,100.0
590,PO00000853,V2523,DC009,2024-01-28,2024-01-31,2024-02-04,262,262,False,True,False,-4,0,100.0,50.0
591,PO00000854,V1430,DC013,2024-08-04,2024-08-15,2024-08-15,1045,1045,True,True,True,0,0,100.0,100.0
592,PO00000855,V4127,DC007,2024-04-18,2024-05-01,2024-05-02,766,766,False,True,False,-1,0,100.0,50.0
593,PO00000856,V1387,DC004,2024-07-21,2024-07-27,2024-07-26,655,655,True,True,True,1,0,100.0,100.0
594,PO00000859,V3525,DC010,2024-07-27,2024-08-16,2024-08-15,164,164,True,True,True,1,0,100.0,100.0
595,PO00000860,V4938,DC022,2024-09-11,2024-09-21,2024-09-21,1172,1172,True,True,True,0,0,100.0,100.0
596,PO00000861,V2217,DC024,2024-04-02,2024-04-14,2024-04-14,668,668,True,True,True,0,0,100.0,100.0
597,PO00000862,V4561,DC025,2024-07-29,2024-08-11,2024-08-14,1027,1027,False,True,False,-3,0,100.0,50.0
598,PO00000863,V2110,DC014,2024-03-18,2024-03-24,2024-03-30,1242,1242,False,True,False,-6,0,100.0,50.0
599,PO00000864,V2297,DC024,2024-10-23,2024-11-04,2024-11-03,1349,1349,True,True,True,1,0,100.0,100.0
600,PO00000865,V1393,DC024,2024-12-24,2025-01-06,2025-01-06,808,808,True,True,True,0,0,100.0,100.0
601,PO00000866,V1814,DC010,2024-11-15,2024-11-24,2024-11-24,1332,1332,True,True,True,0,0,100.0,100.0
602,PO00000867,V3872,DC014,2024-03-24,2024-04-03,2024-04-02,784,784,True,True,True,1,0,100.0,100.0
603,PO00000869,V4434,DC015,2024-08-10,2024-08-25,2024-08-24,496,454,True,False,False,1,42,91.53,50.0
604,PO00000870,V4985,DC008,2024-05-22,2024-06-05,2024-06-04,504,504,True,True,True,1,0,100.0,100.0
605,PO00000871,V2579,DC012,2024-04-05,2024-04-23,2024-04-23,740,740,True,True,True,0,0,100.0,100.0
606,PO00000872,V4413,DC024,2024-02-25,2024-03-02,2024-03-04,349,349,False,True,False,-2,0,100.0,50.0
607,PO00000874,V4985,DC019,2024-02-03,2024-02-22,2024-02-24,1136,1136,False,True,False,-2,0,100.0,50.0
608,PO00000876,V1818,DC003,2024-04-06,2024-04-12,2024-04-11,804,804,True,True,True,1,0,100.0,100.0
609,PO00000878,V1648,DC011,2024-11-27,2024-12-11,2024-12-17,608,608,False,True,False,-6,0,100.0,50.0
610,PO00000879,V2175,DC021,2024-11-09,2024-11-23,2024-11-22,139,139,True,True,True,1,0,100.0,100.0
611,PO00000881,V2665,DC003,2024-02-20,2024-02-28,2024-02-28,953,953,True,True,True,0,0,100.0,100.0
612,PO00000882,V2619,DC013,2024-09-28,2024-10-19,2024-10-19,1018,1018,True,True,True,0,0,100.0,100.0
613,PO00000886,V4293,DC025,2024-04-15,2024-04-29,2024-04-28,183,183,True,True,True,1,0,100.0,100.0
614,PO00000887,V3116,DC009,2024-03-16,2024-04-01,2024-04-01,1292,1261,True,False,False,0,31,97.6,50.0
615,PO00000890,V2582,DC025,2024-07-04,2024-07-09,2024-07-09,481,481,True,True,True,0,0,100.0,100.0
616,PO00000891,V4954,DC014,2024-05-29,2024-06-05,2024-06-04,785,785,True,True,True,1,0,100.0,100.0
617,PO00000893,V1103,DC007,2024-02-04,2024-02-12,2024-02-16,511,511,False,True,False,-4,0,100.0,50.0
618,PO00000894,V3299,DC010,2024-10-05,2024-10-21,2024-10-22,779,779,False,True,False,-1,0,100.0,50.0
619,PO00000895,V2776,DC007,2024-04-02,2024-04-23,2024-04-23,860,860,True,True,True,0,0,100.0,100.0
620,PO00000897,V3918,DC023,2024-06-04,2024-06-08,2024-06-08,415,359,True,False,False,0,56,86.51,50.0
621,PO00000898,V3921,DC020,2024-06-13,2024-06-24,2024-06-23,458,458,True,True,True,1,0,100.0,100.0
622,PO00000899,V2673,DC014,2024-06-24,2024-07-07,2024-07-07,904,904,True,True,True,0,0,100.0,100.0
623,PO00000900,V4535,DC001,2024-07-11,2024-07-25,2024-07-26,817,817,False,True,False,-1,0,100.0,50.0
624,PO00000901,V3525,DC001,2024-05-02,2024-05-15,2024-05-14,318,318,True,True,True,1,0,100.0,100.0
625,PO00000904,V4751,DC024,2024-10-25,2024-11-05,2024-11-08,17,17,False,True,False,-3,0,100.0,50.0
626,PO00000905,V2652,DC002,2024-02-25,2024-03-14,2024-03-15,740,740,False,True,False,-1,0,100.0,50.0
627,PO00000910,V4950,DC002,2024-08-30,2024-09-19,2024-09-18,75,75,True,True,True,1,0,100.0,100.0
628,PO00000911,V3663,DC013,2024-03-24,2024-04-01,2024-04-03,442,442,False,True,False,-2,0,100.0,50.0
629,PO00000912,V4586,DC004,2024-01-09,2024-01-30,2024-02-06,487,487,False,True,False,-7,0,100.0,50.0
630,PO00000913,V2803,DC023,2024-12-26,2025-01-12,2025-01-11,24,24,True,True,True,1,0,100.0,100.0
631,PO00000914,V3949,DC010,2024-07-27,2024-07-31,2024-07-30,248,248,True,True,True,1,0,100.0,100.0
632,PO00000915,V1789,DC007,2024-03-01,2024-03-21,2024-03-21,588,588,True,True,True,0,0,100.0,100.0
633,PO00000916,V2013,DC016,2024-11-09,2024-11-25,2024-11-25,873,873,True,True,True,0,0,100.0,100.0
634,PO00000920,V3170,DC019,2024-05-09,2024-05-19,2024-05-19,1002,1002,True,True,True,0,0,100.0,100.0
635,PO00000921,V1961,DC014,2024-08-31,2024-09-19,2024-09-19,634,634,True,True,True,0,0,100.0,100.0
636,PO00000922,V2538,DC018,2024-01-11,2024-01-27,2024-01-28,738,738,False,True,False,-1,0,100.0,50.0
637,PO00000924,V2037,DC024,2024-07-19,2024-08-09,2024-08-14,872,872,False,True,False,-5,0,100.0,50.0
638,PO00000925,V3108,DC025,2024-09-06,2024-09-12,2024-09-12,1342,1342,True,True,True,0,0,100.0,100.0
639,PO00000926,V3663,DC004,2024-08-10,2024-08-16,2024-08-18,685,685,False,True,False,-2,0,100.0,50.0
640,PO00000927,V1473,DC008,2024-02-17,2024-03-05,2024-03-08,666,666,False,True,False,-3,0,100.0,50.0
641,PO00000928,V1571,DC012,2024-03-20,2024-04-04,2024-04-03,720,720,True,True,True,1,0,100.0,100.0
642,PO00000931,V3792,DC016,2024-05-19,2024-06-09,2024-06-08,927,927,True,True,True,1,0,100.0,100.0
643,PO00000933,V3184,DC023,2024-10-04,2024-10-21,2024-10-20,168,168,True,True,True,1,0,100.0,100.0
644,PO00000935,V2494,DC021,2024-02-13,2024-02-28,2024-02-28,805,805,True,True,True,0,0,100.0,100.0
645,PO00000936,V3053,DC019,2024-07-16,2024-07-21,2024-07-20,554,512,True,False,False,1,42,92.42,50.0
646,PO00000937,V4470,DC010,2024-06-07,2024-06-22,2024-06-22,1143,1143,True,True,True,0,0,100.0,100.0
647,PO00000939,V4926,DC025,2024-12-15,2024-12-23,2024-12-25,561,561,False,True,False,-2,0,100.0,50.0
648,PO00000940,V1753,DC012,2024-04-24,2024-05-02,2024-05-01,1319,1319,True,True,True,1,0,100.0,100.0
649,PO00000941,V4914,DC025,2024-05-03,2024-05-19,2024-05-19,472,472,True,True,True,0,0,100.0,100.0
650,PO00000943,V4846,DC024,2024-10-29,2024-11-02,2024-11-01,79,79,True,True,True,1,0,100.0,100.0
651,PO00000944,V3170,DC022,2024-07-11,2024-07-24,2024-07-30,983,983,False,True,False,-6,0,100.0,50.0
652,PO00000945,V1967,DC002,2024-01-13,2024-01-18,2024-01-22,806,806,False,True,False,-4,0,100.0,50.0
653,PO00000947,V1227,DC014,2024-02-07,2024-02-14,2024-02-13,843,843,True,True,True,1,0,100.0,100.0
654,PO00000948,V3567,DC021,2024-08-03,2024-08-06,2024-08-12,269,269,False,True,False,-6,0,100.0,50.0
655,PO00000949,V2865,DC015,2024-03-28,2024-04-03,2024-04-04,1304,1304,False,True,False,-1,0,100.0,50.0
656,PO00000950,V4864,DC009,2024-01-09,2024-01-19,2024-01-18,621,597,True,False,False,1,24,96.14,50.0
657,PO00000952,V1010,DC003,2024-11-07,2024-11-15,2024-11-14,1374,1374,True,True,True,1,0,100.0,100.0
658,PO00000954,V3298,DC006,2024-02-18,2024-02-22,2024-02-29,673,673,False,True,False,-7,0,100.0,50.0
659,PO00000955,V2175,DC022,2024-01-22,2024-01-29,2024-01-29,317,317,True,True,True,0,0,100.0,100.0
660,PO00000956,V2591,DC011,2024-02-16,2024-03-03,2024-03-10,1011,1011,False,True,False,-7,0,100.0,50.0
661,PO00000957,V1834,DC009,2024-05-06,2024-05-26,2024-05-25,615,615,True,True,True,1,0,100.0,100.0
662,PO00000960,V2250,DC007,2024-02-18,2024-02-28,2024-02-28,692,692,True,True,True,0,0,100.0,100.0
663,PO00000961,V1639,DC015,2024-08-18,2024-09-05,2024-09-07,361,361,False,True,False,-2,0,100.0,50.0
664,PO00000963,V2470,DC025,2024-10-08,2024-10-21,2024-10-20,1268,1121,True,False,False,1,147,88.41,50.0
665,PO00000965,V1859,DC004,2024-05-05,2024-05-22,2024-05-22,803,803,True,True,True,0,0,100.0,100.0
666,PO00000966,V3792,DC006,2024-05-28,2024-06-13,2024-06-13,456,456,True,True,True,0,0,100.0,100.0
667,PO00000968,V2021,DC015,2024-04-03,2024-04-06,2024-04-08,898,898,False,True,False,-2,0,100.0,50.0
668,PO00000969,V2523,DC018,2024-09-09,2024-09-19,2024-09-19,535,535,True,True,True,0,0,100.0,100.0
669,PO00000971,V2935,DC024,2024-02-14,2024-02-29,2024-02-29,939,939,True,True,True,0,0,100.0,100.0
670,PO00000972,V3370,DC003,2024-05-09,2024-05-21,2024-05-21,1198,1198,True,True,True,0,0,100.0,100.0
671,PO00000973,V1795,DC019,2024-04-22,2024-04-28,2024-04-27,1018,1018,True,True,True,1,0,100.0,100.0
672,PO00000974,V4840,DC012,2024-06-22,2024-06-29,2024-06-28,1280,1280,True,True,True,1,0,100.0,100.0
673,PO00000975,V2545,DC021,2024-08-01,2024-08-09,2024-08-10,1224,1224,False,True,False,-1,0,100.0,50.0
674,PO00000976,V2061,DC021,2024-11-25,2024-12-04,2024-12-04,828,828,True,True,True,0,0,100.0,100.0
675,PO00000977,V2467,DC004,2024-03-26,2024-04-07,2024-04-07,1138,1138,True,True,True,0,0,100.0,100.0
676,PO00000979,V3359,DC017,2024-05-26,2024-06-13,2024-06-16,454,454,False,True,False,-3,0,100.0,50.0
677,PO00000980,V3510,DC022,2024-01-19,2024-02-09,2024-02-09,1100,1100,True,True,True,0,0,100.0,100.0
678,PO00000982,V2448,DC025,2024-01-17,2024-01-26,2024-01-25,839,839,True,True,True,1,0,100.0,100.0
679,PO00000985,V2760,DC014,2024-04-30,2024-05-10,2024-05-09,171,171,True,True,True,1,0,100.0,100.0
680,PO00000986,V4509,DC012,2024-08-30,2024-09-06,2024-09-06,679,679,True,True,True,0,0,100.0,100.0
681,PO00000987,V3836,DC014,2024-01-14,2024-01-17,2024-01-18,691,691,False,True,False,-1,0,100.0,50.0
682,PO00000988,V1967,DC024,2024-10-28,2024-11-17,2024-11-17,692,692,True,True,True,0,0,100.0,100.0
683,PO00000989,V4230,DC006,2024-08-12,2024-08-24,2024-08-24,724,724,True,True,True,0,0,100.0,100.0
684,PO00000990,V2581,DC022,2024-04-23,2024-05-06,2024-05-10,383,383,False,True,False,-4,0,100.0,50.0
685,PO00000992,V4615,DC014,2024-05-08,2024-05-19,2024-05-19,864,864,True,True,True,0,0,100.0,100.0
686,PO00000993,V1744,DC002,2024-03-03,2024-03-20,2024-03-20,288,288,True,True,True,0,0,100.0,100.0
687,PO00000996,V2175,DC019,2024-07-13,2024-07-18,2024-07-21,623,623,False,True,False,-3,0,100.0,50.0
688,PO00000999,V2411,DC011,2024-11-01,2024-11-05,2024-11-07,621,621,False,True,False,-2,0,100.0,50.0
689,PO00001000,V3587,DC023,2024-11-27,2024-12-01,2024-12-01,560,560,True,True,True,0,0,100.0,100.0
690,PO00001001,V3955,DC005,2024-05-29,2024-06-10,2024-06-11,1040,1040,False,True,False,-1,0,100.0,50.0
691,PO00001002,V1393,DC020,2024-10-17,2024-11-02,2024-11-02,844,844,True,True,True,0,0,100.0,100.0
692,PO00001004,V4301,DC011,2024-05-15,2024-05-23,2024-05-24,121,121,False,True,False,-1,0,100.0,50.0
693,PO00001006,V3951,DC010,2024-06-24,2024-07-12,2024-07-14,141,141,False,True,False,-2,0,100.0,50.0
694,PO00001008,V3555,DC025,2024-02-16,2024-02-29,2024-03-01,1430,1430,False,True,False,-1,0,100.0,50.0
695,PO00001009,V4059,DC009,2024-12-22,2024-12-26,2024-12-25,897,774,True,False,False,1,123,86.29,50.0
696,PO00001010,V3504,DC008,2024-04-03,2024-04-18,2024-04-17,1024,1024,True,True,True,1,0,100.0,100.0
697,PO00001012,V4949,DC004,2024-07-31,2024-08-13,2024-08-20,162,162,False,True,False,-7,0,100.0,50.0
698,PO00001013,V4663,DC014,2024-06-28,2024-07-02,2024-07-01,927,927,True,True,True,1,0,100.0,100.0
699,PO00001014,V2662,DC011,2024-07-21,2024-08-09,2024-08-09,1126,1126,True,True,True,0,0,100.0,100.0
700,PO00001016,V1600,DC019,2024-03-19,2024-03-28,2024-03-27,522,522,True,True,True,1,0,100.0,100.0
701,PO00001017,V4974,DC006,2024-05-14,2024-05-23,2024-05-23,37,37,True,True,True,0,0,100.0,100.0
702,PO00001018,V1422,DC009,2024-03-07,2024-03-18,2024-03-17,37,37,True,True,True,1,0,100.0,100.0
703,PO00001019,V2321,DC007,2024-10-25,2024-11-08,2024-11-08,527,495,True,False,False,0,32,93.93,50.0
704,PO00001021,V1988,DC013,2024-01-10,2024-01-13,2024-01-15,950,950,False,True,False,-2,0,100.0,50.0
705,PO00001022,V3141,DC006,2024-08-17,2024-08-21,2024-08-21,569,569,True,True,True,0,0,100.0,100.0
706,PO00001023,V3525,DC004,2024-03-01,2024-03-10,2024-03-09,348,348,True,True,True,1,0,100.0,100.0
707,PO00001025,V4687,DC019,2024-12-27,2025-01-14,2025-01-15,1128,1128,False,True,False,-1,0,100.0,50.0
708,PO00001027,V3484,DC009,2024-04-07,2024-04-26,2024-04-25,980,980,True,True,True,1,0,100.0,100.0
709,PO00001029,V3041,DC006,2024-06-27,2024-06-30,2024-07-01,1374,1374,False,True,False,-1,0,100.0,50.0
710,PO00001030,V4368,DC004,2024-12-08,2024-12-12,2024-12-17,1269,1269,False,True,False,-5,0,100.0,50.0
711,PO00001032,V3410,DC011,2024-02-27,2024-03-04,2024-03-04,1306,1283,True,True,True,0,23,98.24,100.0
712,PO00001034,V3217,DC012,2024-12-06,2024-12-09,2024-12-08,385,385,True,True,True,1,0,100.0,100.0
713,PO00001036,V4293,DC025,2024-09-16,2024-09-23,2024-09-22,777,777,True,True,True,1,0,100.0,100.0
714,PO00001037,V3970,DC009,2024-11-04,2024-11-21,2024-11-21,1230,1230,True,True,True,0,0,100.0,100.0
715,PO00001038,V2579,DC005,2024-09-18,2024-10-03,2024-10-02,364,364,True,True,True,1,0,100.0,100.0
716,PO00001040,V4821,DC002,2024-10-09,2024-10-23,2024-10-22,785,785,True,True,True,1,0,100.0,100.0
717,PO00001042,V1933,DC016,2024-10-10,2024-10-24,2024-10-24,312,312,True,True,True,0,0,100.0,100.0
718,PO00001043,V1387,DC022,2024-04-09,2024-04-21,2024-04-20,657,535,True,False,False,1,122,81.43,50.0
719,PO00001044,V2636,DC014,2024-06-19,2024-07-07,2024-07-13,1227,1227,False,True,False,-6,0,100.0,50.0
720,PO00001045,V3613,DC019,2024-08-23,2024-08-31,2024-08-30,1257,1257,True,True,True,1,0,100.0,100.0
721,PO00001046,V2250,DC021,2024-09-04,2024-09-12,2024-09-11,880,812,True,False,False,1,68,92.27,50.0
722,PO00001049,V2590,DC018,2024-12-26,2024-12-30,2025-01-05,1337,1337,False,True,False,-6,0,100.0,50.0
723,PO00001051,V2131,DC003,2024-09-22,2024-10-01,2024-10-06,1396,1396,False,True,False,-5,0,100.0,50.0
724,PO00001052,V2653,DC001,2024-01-04,2024-01-22,2024-01-21,727,727,True,True,True,1,0,100.0,100.0
725,PO00001054,V4489,DC018,2024-03-24,2024-03-27,2024-03-27,1373,1373,True,True,True,0,0,100.0,100.0
726,PO00001055,V2286,DC004,2024-10-30,2024-11-13,2024-11-16,661,661,False,True,False,-3,0,100.0,50.0
727,PO00001056,V4118,DC009,2024-07-23,2024-07-31,2024-07-31,226,226,True,True,True,0,0,100.0,100.0
728,PO00001058,V1913,DC010,2024-05-17,2024-05-23,2024-05-23,87,87,True,True,True,0,0,100.0,100.0
729,PO00001059,V4008,DC016,2024-12-22,2024-12-27,2024-12-27,665,665,True,True,True,0,0,100.0,100.0
730,PO00001060,V2518,DC021,2024-08-31,2024-09-17,2024-09-21,1394,1294,False,False,False,-4,100,92.83,0.0
731,PO00001062,V1301,DC015,2024-02-21,2024-03-03,2024-03-04,821,821,False,True,False,-1,0,100.0,50.0
732,PO00001063,V4628,DC021,2024-12-11,2024-12-26,2024-12-31,250,250,False,True,False,-5,0,100.0,50.0
733,PO00001064,V4260,DC012,2024-09-13,2024-09-24,2024-09-26,359,359,False,True,False,-2,0,100.0,50.0
734,PO00001065,V4185,DC011,2024-03-09,2024-03-12,2024-03-13,1411,1411,False,True,False,-1,0,100.0,50.0
735,PO00001066,V3774,DC019,2024-12-30,2025-01-17,2025-01-22,1213,1213,False,True,False,-5,0,100.0,50.0
736,PO00001068,V2411,DC014,2024-01-16,2024-01-30,2024-01-30,222,222,True,True,True,0,0,100.0,100.0
737,PO00001070,V2386,DC008,2024-05-26,2024-06-08,2024-06-08,1094,1094,True,True,True,0,0,100.0,100.0
738,PO00001071,V2514,DC014,2024-06-14,2024-06-21,2024-06-21,799,799,True,True,True,0,0,100.0,100.0
739,PO00001072,V2016,DC006,2024-02-25,2024-03-03,2024-03-02,157,157,True,True,True,1,0,100.0,100.0
740,PO00001073,V4360,DC010,2024-08-02,2024-08-06,2024-08-05,119,119,True,True,True,1,0,100.0,100.0
741,PO00001074,V2538,DC017,2024-04-05,2024-04-23,2024-04-26,1030,966,False,False,False,-3,64,93.79,0.0
742,PO00001075,V2902,DC009,2024-02-25,2024-03-02,2024-03-02,947,897,True,False,False,0,50,94.72,50.0
743,PO00001076,V2134,DC014,2024-07-27,2024-08-04,2024-08-03,14,14,True,True,True,1,0,100.0,100.0
744,PO00001077,V2250,DC021,2024-11-18,2024-12-08,2024-12-08,946,946,True,True,True,0,0,100.0,100.0
745,PO00001078,V4535,DC020,2024-02-13,2024-02-28,2024-02-28,64,64,True,True,True,0,0,100.0,100.0
746,PO00001079,V3477,DC003,2024-06-17,2024-06-24,2024-06-26,1401,1401,False,True,False,-2,0,100.0,50.0
747,PO00001081,V1323,DC007,2024-10-08,2024-10-14,2024-10-13,510,510,True,True,True,1,0,100.0,100.0
748,PO00001084,V1689,DC006,2024-02-28,2024-03-13,2024-03-13,997,997,True,True,True,0,0,100.0,100.0
749,PO00001085,V2076,DC015,2024-06-25,2024-07-16,2024-07-15,636,636,True,True,True,1,0,100.0,100.0
750,PO00001087,V2392,DC004,2024-12-12,2024-12-27,2024-12-27,460,460,True,True,True,0,0,100.0,100.0
751,PO00001088,V1919,DC016,2024-07-22,2024-08-12,2024-08-12,1237,1237,True,True,True,0,0,100.0,100.0
752,PO00001090,V1689,DC004,2024-09-03,2024-09-07,2024-09-07,497,497,True,True,True,0,0,100.0,100.0
753,PO00001092,V3108,DC005,2024-04-03,2024-04-06,2024-04-06,895,895,True,True,True,0,0,100.0,100.0
754,PO00001094,V4361,DC016,2024-06-07,2024-06-12,2024-06-12,1282,1282,True,True,True,0,0,100.0,100.0
755,PO00001095,V2321,DC013,2024-06-25,2024-06-30,2024-06-30,553,553,True,True,True,0,0,100.0,100.0
756,PO00001096,V4132,DC005,2024-12-01,2024-12-15,2024-12-14,481,481,True,True,True,1,0,100.0,100.0
757,PO00001097,V4962,DC022,2024-09-04,2024-09-08,2024-09-10,272,272,False,True,False,-2,0,100.0,50.0
758,PO00001098,V2121,DC019,2024-06-29,2024-07-08,2024-07-08,368,368,True,True,True,0,0,100.0,100.0
759,PO00001099,V2318,DC023,2024-05-09,2024-05-14,2024-05-16,1420,1420,False,True,False,-2,0,100.0,50.0
760,PO00001100,V1585,DC015,2024-11-10,2024-11-14,2024-11-15,1063,1063,False,True,False,-1,0,100.0,50.0
761,PO00001101,V3724,DC021,2024-12-20,2025-01-09,2025-01-09,161,161,True,True,True,0,0,100.0,100.0
762,PO00001102,V1301,DC017,2024-08-28,2024-09-17,2024-09-19,760,760,False,True,False,-2,0,100.0,50.0
763,PO00001105,V3858,DC020,2024-12-16,2024-12-29,2024-12-29,332,332,True,True,True,0,0,100.0,100.0
764,PO00001109,V2230,DC007,2024-12-18,2025-01-01,2024-12-31,667,667,True,True,True,1,0,100.0,100.0
765,PO00001110,V2087,DC013,2024-11-03,2024-11-21,2024-11-20,189,189,True,True,True,1,0,100.0,100.0
766,PO00001111,V1919,DC011,2024-02-20,2024-02-24,2024-02-23,1157,1157,True,True,True,1,0,100.0,100.0
767,PO00001112,V2555,DC025,2024-12-01,2024-12-11,2024-12-12,259,259,False,True,False,-1,0,100.0,50.0
768,PO00001113,V3447,DC002,2024-12-18,2024-12-31,2025-01-01,125,125,False,True,False,-1,0,100.0,50.0
769,PO00001115,V2356,DC012,2024-02-13,2024-02-21,2024-02-21,606,606,True,True,True,0,0,100.0,100.0
770,PO00001117,V1892,DC025,2024-02-24,2024-03-05,2024-03-05,278,278,True,True,True,0,0,100.0,100.0
771,PO00001118,V1787,DC008,2024-09-01,2024-09-22,2024-09-28,1334,1334,False,True,False,-6,0,100.0,50.0
772,PO00001119,V4561,DC008,2024-05-02,2024-05-07,2024-05-11,276,220,False,False,False,-4,56,79.71,0.0
773,PO00001120,V4858,DC012,2024-10-25,2024-10-28,2024-10-28,309,309,True,True,True,0,0,100.0,100.0
774,PO00001121,V1765,DC005,2024-05-22,2024-06-11,2024-06-10,1040,1040,True,True,True,1,0,100.0,100.0
775,PO00001122,V2341,DC013,2024-11-28,2024-12-14,2024-12-15,958,958,False,True,False,-1,0,100.0,50.0
776,PO00001123,V3874,DC025,2024-09-03,2024-09-14,2024-09-14,476,476,True,True,True,0,0,100.0,100.0
777,PO00001124,V1387,DC006,2024-11-18,2024-12-01,2024-12-01,912,887,True,False,False,0,25,97.26,50.0
778,PO00001125,V4131,DC009,2024-02-11,2024-02-15,2024-02-15,139,139,True,True,True,0,0,100.0,100.0
779,PO00001126,V2345,DC017,2024-12-08,2024-12-24,2024-12-24,1127,1127,True,True,True,0,0,100.0,100.0
780,PO00001127,V3970,DC020,2024-02-14,2024-02-26,2024-02-25,93,93,True,True,True,1,0,100.0,100.0
781,PO00001128,V1554,DC012,2024-11-11,2024-11-17,2024-11-17,721,721,True,True,True,0,0,100.0,100.0
782,PO00001129,V1933,DC020,2024-03-11,2024-03-23,2024-03-24,1040,1040,False,True,False,-1,0,100.0,50.0
783,PO00001130,V1384,DC017,2024-09-04,2024-09-19,2024-09-18,291,291,True,True,True,1,0,100.0,100.0
784,PO00001131,V1542,DC003,2024-05-17,2024-06-02,2024-06-01,197,197,True,True,True,1,0,100.0,100.0
785,PO00001132,V4314,DC012,2024-12-12,2024-12-30,2024-12-29,19,19,True,True,True,1,0,100.0,100.0
786,PO00001135,V2557,DC022,2024-09-14,2024-09-24,2024-09-23,191,191,True,True,True,1,0,100.0,100.0
787,PO00001136,V1323,DC025,2024-06-07,2024-06-13,2024-06-13,757,757,True,True,True,0,0,100.0,100.0
788,PO00001138,V2660,DC012,2024-07-09,2024-07-28,2024-07-29,244,244,False,True,False,-1,0,100.0,50.0
789,PO00001140,V2694,DC019,2024-03-17,2024-03-21,2024-03-21,1352,1352,True,True,True,0,0,100.0,100.0
790,PO00001141,V1877,DC017,2024-03-05,2024-03-25,2024-03-24,262,262,True,True,True,1,0,100.0,100.0
791,PO00001142,V2555,DC006,2024-03-08,2024-03-12,2024-03-13,340,340,False,True,False,-1,0,100.0,50.0
792,PO00001146,V1132,DC021,2024-12-25,2025-01-14,2025-01-13,1397,1397,True,True,True,1,0,100.0,100.0
793,PO00001147,V3393,DC025,2024-12-25,2025-01-03,2025-01-02,1190,1190,True,True,True,1,0,100.0,100.0
794,PO00001148,V2171,DC011,2024-05-13,2024-05-21,2024-05-25,1390,1390,False,True,False,-4,0,100.0,50.0
795,PO00001150,V3781,DC022,2024-09-27,2024-10-02,2024-10-04,168,168,False,True,False,-2,0,100.0,50.0
796,PO00001151,V4309,DC020,2024-01-01,2024-01-18,2024-01-18,756,756,True,True,True,0,0,100.0,100.0
797,PO00001153,V2321,DC017,2024-05-10,2024-05-22,2024-05-24,1295,1295,False,True,False,-2,0,100.0,50.0
798,PO00001154,V1710,DC025,2024-10-23,2024-11-04,2024-11-06,610,610,False,True,False,-2,0,100.0,50.0
799,PO00001155,V2557,DC024,2024-01-30,2024-02-08,2024-02-10,943,943,False,True,False,-2,0,100.0,50.0
800,PO00001156,V2557,DC013,2024-10-28,2024-11-06,2024-11-05,567,567,True,True,True,1,0,100.0,100.0
801,PO00001157,V2469,DC023,2024-02-06,2024-02-22,2024-02-23,653,653,False,True,False,-1,0,100.0,50.0
802,PO00001160,V4360,DC009,2024-09-16,2024-09-24,2024-09-24,1129,1129,True,True,True,0,0,100.0,100.0
803,PO00001161,V2132,DC010,2024-05-28,2024-06-08,2024-06-08,1339,1339,True,True,True,0,0,100.0,100.0
