pricing_id,item_id,store_id,effective_date,end_date,regular_price,sale_price,clearance_price,price_type,competitor_price,price_index
1168,156,,2024-10-11,2024-12-31,177.4,177.4,,Regular,192.52,0.975
1169,157,,2024-01-01,2024-02-07,174.61,125.26,,EDLP,160.12,1.052
1170,157,,2024-02-08,2024-04-22,174.61,174.61,,Regular,191.15,0.914
1171,157,,2024-04-23,2024-07-05,174.61,174.61,,Regular,175.73,0.945
1172,157,,2024-07-06,2024-09-27,174.61,138.92,,Rollback,181.41,1.051
1173,157,,2024-09-28,2024-11-22,174.61,174.61,,Regular,164.61,1.02
1174,157,,2024-11-23,2024-12-31,174.61,174.61,,Regular,193.89,0.914
1175,158,,2024-01-01,2024-02-24,171.89,171.89,,Regular,159.67,1.001
1176,158,,2024-02-25,2024-05-11,171.89,171.89,,Regular,158.31,0.896
1177,158,,2024-05-12,2024-07-08,171.89,140.56,85.94,Clearance,182.06,0.967
1178,158,,2024-07-09,2024-10-07,171.89,171.89,,Regular,173.96,0.954
1179,158,,2024-10-08,2024-12-21,171.89,171.89,,Regular,170.43,0.932
1180,158,,2024-12-22,2024-12-31,171.89,171.89,,Regular,192.25,1.056
1181,159,,2024-01-01,2024-02-21,224.37,224.37,,Regular,246.22,0.991
1182,159,,2024-02-22,2024-04-21,224.37,224.37,,Regular,241.33,1.115
1183,159,,2024-04-22,2024-07-03,224.37,224.37,,Regular,218.17,1.096
1184,159,,2024-07-04,2024-08-13,224.37,224.37,,Regular,214.91,1.003
1185,159,,2024-08-14,2024-08-31,224.37,224.37,,Regular,208.93,0.932
1186,159,,2024-09-01,2024-09-25,224.37,209.3,112.19,Clearance,213.21,1.078
1187,159,,2024-09-26,2024-12-15,224.37,158.16,112.19,Clearance,225.89,0.889
1188,159,,2024-12-16,2024-12-31,224.37,224.37,,Regular,251.83,1.075
1189,160,,2024-01-01,2024-03-26,203.2,203.2,,Regular,223.24,0.995
1190,160,,2024-03-27,2024-06-09,203.2,203.2,,Regular,197.37,1.013
1191,160,,2024-06-10,2024-07-17,203.2,203.2,,Regular,186.06,0.924
1192,160,,2024-07-18,2024-09-26,203.2,172.28,,Rollback,225.13,0.931
1193,160,,2024-09-27,2024-11-21,203.2,168.52,,Rollback,223.81,1.003
1194,160,,2024-11-22,2024-12-18,203.2,203.2,,Regular,226.74,0.965
1195,160,,2024-12-19,2024-12-31,203.2,203.2,,Regular,197.06,0.972
1196,161,,2024-01-01,2024-01-26,206.41,173.25,,Rollback,205.32,0.919
1197,161,,2024-01-27,2024-03-31,206.41,206.41,,Regular,189.14,0.954
1198,161,,2024-04-01,2024-05-11,206.41,189.04,,Rollback,216.97,0.942
1199,161,,2024-05-12,2024-07-13,206.41,173.9,,Rollback,235.91,0.962
1200,161,,2024-07-14,2024-10-11,206.41,206.41,,Regular,226.55,1.045
1201,161,,2024-10-12,2024-11-09,206.41,206.41,,Regular,216.5,0.962
1202,161,,2024-11-10,2024-12-23,206.41,206.41,,Regular,213.18,0.936
1203,161,,2024-12-24,2024-12-31,206.41,206.41,,Regular,222.11,1.01
1204,162,,2024-01-01,2024-03-07,260.11,228.21,,Rollback,252.79,1.036
1205,162,,2024-03-08,2024-05-10,260.11,260.11,,Regular,295.09,1.066
1206,162,,2024-05-11,2024-07-02,260.11,186.03,,Rollback,288.68,1.028
1207,162,,2024-07-03,2024-09-13,260.11,260.11,,Regular,262.58,1.015
1208,162,,2024-09-14,2024-11-14,260.11,189.24,,Rollback,255.47,1.05
1209,162,,2024-11-15,2024-12-31,260.11,238.88,,Rollback,267.8,0.907
1210,163,,2024-01-01,2024-03-30,246.61,246.61,,Regular,230.79,0.986
1211,163,,2024-03-31,2024-06-27,246.61,246.61,,Regular,255.17,1.038
1212,163,,2024-06-28,2024-07-21,246.61,215.83,,Rollback,255.27,1.033
1213,163,,2024-07-22,2024-10-01,246.61,205.79,123.31,Clearance,279.05,1.06
1214,163,,2024-10-02,2024-12-22,246.61,246.61,,Regular,281.47,1.102
1215,163,,2024-12-23,2024-12-31,246.61,185.28,,Rollback,234.66,0.999
1216,164,,2024-01-01,2024-02-04,116.96,116.96,,Regular,116.7,1.006
1217,164,,2024-02-05,2024-02-29,116.96,116.96,,Regular,111.63,0.887
1218,164,,2024-03-01,2024-05-21,116.96,116.96,,Regular,127.25,1.084
1219,164,,2024-05-22,2024-06-19,116.96,94.21,,Rollback,123.09,1.117
1220,164,,2024-06-20,2024-09-10,116.96,116.96,,Regular,132.9,0.961
1221,164,,2024-09-11,2024-09-26,116.96,110.45,58.48,Clearance,128.51,1.038
1222,164,,2024-09-27,2024-12-23,116.96,106.23,,Rollback,108.34,0.992
1223,164,,2024-12-24,2024-12-31,116.96,116.96,,Regular,109.59,1.087
1224,165,,2024-01-01,2024-03-09,40.32,40.32,,Regular,38.52,1.069
1225,165,,2024-03-10,2024-04-04,40.32,31.68,,Rollback,43.79,1.009
1226,165,,2024-04-05,2024-04-21,40.32,33.62,,Rollback,43.84,1.065
1227,165,,2024-04-22,2024-06-15,40.32,40.32,,Regular,43.08,0.885
1228,165,,2024-06-16,2024-07-15,40.32,40.32,,Regular,38.72,1.02
1229,165,,2024-07-16,2024-07-31,40.32,40.32,,Regular,44.93,0.91
1230,165,,2024-08-01,2024-10-27,40.32,35.21,,EDLP,42.8,0.956
1231,165,,2024-10-28,2024-11-26,40.32,40.32,,Regular,40.59,1.018
1232,165,,2024-11-27,2024-12-31,40.32,40.32,,Regular,41.68,0.904
1233,166,,2024-01-01,2024-03-19,170.41,160.07,,Rollback,167.33,1.091
1234,166,,2024-03-20,2024-05-11,170.41,170.41,,Regular,173.01,0.976
1235,166,,2024-05-12,2024-07-08,170.41,128.02,,EDLP,175.99,0.929
1236,166,,2024-07-09,2024-09-12,170.41,170.41,,Regular,172.11,0.932
1237,166,,2024-09-13,2024-11-10,170.41,170.41,,Regular,178.91,1.016
1238,166,,2024-11-11,2024-12-21,170.41,170.41,,Regular,187.39,0.894
1239,166,,2024-12-22,2024-12-31,170.41,138.69,,Rollback,194.92,1.114
1240,167,,2024-01-01,2024-03-10,5.72,5.72,,Regular,6.05,0.95
1241,167,,2024-03-11,2024-04-25,5.72,5.72,,Regular,5.63,0.973
1242,167,,2024-04-26,2024-06-27,5.72,5.72,,Regular,5.84,0.925
1243,167,,2024-06-28,2024-08-25,5.72,5.27,,Rollback,5.69,0.939
1244,167,,2024-08-26,2024-09-14,5.72,4.24,,Rollback,6.45,0.993
1245,167,,2024-09-15,2024-10-22,5.72,5.72,,Regular,6.37,1.011
1246,167,,2024-10-23,2024-12-29,5.72,4.5,,EDLP,5.73,0.962
1247,167,,2024-12-30,2024-12-31,5.72,5.72,,Regular,5.89,0.971
1248,168,,2024-01-01,2024-02-16,161.05,161.05,,Regular,177.84,1.044
1249,168,,2024-02-17,2024-03-11,161.05,161.05,,Regular,149.17,1.12
1250,168,,2024-03-12,2024-05-24,161.05,139.98,,EDLP,180.84,0.96
1251,168,,2024-05-25,2024-07-16,161.05,161.05,,Regular,155.64,1.114
1252,168,,2024-07-17,2024-08-15,161.05,161.05,,Regular,171.89,1.011
1253,168,,2024-08-16,2024-09-16,161.05,161.05,,Regular,153.56,0.943
1254,168,,2024-09-17,2024-12-02,161.05,161.05,,Regular,161.94,1.104
1255,168,,2024-12-03,2024-12-31,161.05,142.4,80.53,Clearance,155.38,0.945
1256,169,,2024-01-01,2024-01-29,109.89,109.89,,Regular,114.81,1.022
1257,169,,2024-01-30,2024-03-11,109.89,88.59,54.95,Clearance,114.7,0.891
1258,169,,2024-03-12,2024-05-28,109.89,109.89,,Regular,118.0,1.087
1259,169,,2024-05-29,2024-06-12,109.89,109.89,,Regular,103.66,1.009
1260,169,,2024-06-13,2024-08-01,109.89,90.41,,EDLP,119.92,1.089
1261,169,,2024-08-02,2024-09-29,109.89,109.89,,Regular,118.32,1.079
1262,169,,2024-09-30,2024-11-25,109.89,109.89,,Regular,123.43,0.913
1263,169,,2024-11-26,2024-12-31,109.89,109.89,,Regular,106.21,0.927
1264,170,,2024-01-01,2024-03-09,237.54,168.66,,Rollback,272.29,1.069
1265,170,,2024-03-10,2024-05-12,237.54,176.92,,Rollback,259.85,1.064
1266,170,,2024-05-13,2024-05-31,237.54,237.54,,Regular,270.03,1.022
1267,170,,2024-06-01,2024-08-20,237.54,195.54,118.77,Clearance,225.99,0.993
1268,170,,2024-08-21,2024-10-19,237.54,212.45,,EDLP,227.68,0.977
1269,170,,2024-10-20,2024-12-31,237.54,237.54,,Regular,263.04,0.903
1270,171,,2024-01-01,2024-01-16,246.32,195.66,,Rollback,228.63,1.108
1271,171,,2024-01-17,2024-02-24,246.32,246.32,,Regular,260.91,0.981
1272,171,,2024-02-25,2024-03-12,246.32,246.32,,Regular,229.55,0.912
1273,171,,2024-03-13,2024-04-29,246.32,174.28,,Rollback,278.58,0.896
1274,171,,2024-04-30,2024-06-04,246.32,219.68,123.16,Clearance,226.92,0.888
1275,171,,2024-06-05,2024-08-03,246.32,246.32,,Regular,229.94,0.944
1276,171,,2024-08-04,2024-09-22,246.32,246.32,,Regular,225.17,1.046
1277,171,,2024-09-23,2024-12-21,246.32,217.25,,Rollback,256.48,0.918
1278,171,,2024-12-22,2024-12-31,246.32,219.21,,EDLP,255.61,0.898
1279,172,,2024-01-01,2024-03-16,100.17,87.41,,Rollback,114.06,1.102
1280,172,,2024-03-17,2024-04-18,100.17,81.54,,Rollback,101.81,1.021
1281,172,,2024-04-19,2024-07-13,100.17,100.17,,Regular,108.79,1.116
1282,172,,2024-07-14,2024-10-09,100.17,100.17,,Regular,94.74,0.97
1283,172,,2024-10-10,2024-12-26,100.17,75.29,,Rollback,94.8,0.883
1284,172,,2024-12-27,2024-12-31,100.17,100.17,,Regular,92.65,1.008
1285,173,,2024-01-01,2024-01-21,120.21,120.21,,Regular,117.37,1.006
1286,173,,2024-01-22,2024-02-17,120.21,107.73,,Rollback,122.46,0.916
1287,173,,2024-02-18,2024-04-23,120.21,120.21,,Regular,127.81,0.893
1288,173,,2024-04-24,2024-05-27,120.21,113.24,,Rollback,118.26,1.07
1289,173,,2024-05-28,2024-07-31,120.21,101.75,60.1,Clearance,112.26,1.017
1290,173,,2024-08-01,2024-09-09,120.21,120.21,,Regular,124.53,0.887
1291,173,,2024-09-10,2024-11-06,120.21,120.21,,Regular,126.37,0.887
1292,173,,2024-11-07,2024-12-03,120.21,120.21,,Regular,112.29,1.109
1293,173,,2024-12-04,2024-12-31,120.21,113.42,,EDLP,122.06,1.028
1294,174,,2024-01-01,2024-01-26,77.17,77.17,,Regular,84.48,1.037
1295,174,,2024-01-27,2024-03-02,77.17,77.17,,Regular,71.56,1.01
1296,174,,2024-03-03,2024-05-04,77.17,77.17,,Regular,83.79,0.993
1297,174,,2024-05-05,2024-05-28,77.17,63.75,,Rollback,73.03,0.886
1298,174,,2024-05-29,2024-07-14,77.17,77.17,,Regular,87.24,1.066
1299,174,,2024-07-15,2024-09-19,77.17,54.04,,Rollback,71.59,0.92
1300,174,,2024-09-20,2024-10-12,77.17,77.17,,Regular,69.57,0.942
1301,174,,2024-10-13,2024-11-27,77.17,77.17,,Regular,88.42,0.915
1302,174,,2024-11-28,2024-12-31,77.17,67.66,,Rollback,84.63,1.097
1303,175,,2024-01-01,2024-02-07,94.56,94.56,,Regular,87.3,0.975
1304,175,,2024-02-08,2024-03-11,94.56,94.56,,Regular,90.18,1.021
1305,175,,2024-03-12,2024-04-05,94.56,94.56,,Regular,102.42,1.105
1306,175,,2024-04-06,2024-04-22,94.56,94.56,,Regular,92.32,1.078
1307,175,,2024-04-23,2024-07-06,94.56,80.95,47.28,Clearance,85.64,1.042
1308,175,,2024-07-07,2024-09-12,94.56,81.48,,Rollback,87.33,1.102
1309,175,,2024-09-13,2024-11-26,94.56,94.56,,Regular,100.51,1.025
1310,175,,2024-11-27,2024-12-31,94.56,89.26,,Rollback,108.05,0.912
1311,176,,2024-01-01,2024-02-28,208.23,179.13,,Rollback,215.52,0.907
1312,176,,2024-02-29,2024-03-18,208.23,208.23,,Regular,192.94,1.04
1313,176,,2024-03-19,2024-05-12,208.23,169.86,,EDLP,235.41,0.902
1314,176,,2024-05-13,2024-07-21,208.23,208.23,,Regular,208.47,1.062
1315,176,,2024-07-22,2024-09-10,208.23,156.05,,Rollback,233.47,0.941
1316,176,,2024-09-11,2024-12-05,208.23,208.23,,Regular,233.16,1.115
1317,176,,2024-12-06,2024-12-31,208.23,208.23,,Regular,211.54,1.12
1318,177,,2024-01-01,2024-01-16,68.02,68.02,,Regular,65.8,0.989
1319,177,,2024-01-17,2024-02-03,68.02,68.02,,Regular,65.14,1.077
1320,177,,2024-02-04,2024-04-29,68.02,48.01,,EDLP,63.08,0.888
1321,177,,2024-04-30,2024-06-20,68.02,54.97,,Rollback,62.68,0.952
1322,177,,2024-06-21,2024-07-11,68.02,68.02,,Regular,73.75,1.063
1323,177,,2024-07-12,2024-08-20,68.02,68.02,,Regular,77.58,1.03
1324,177,,2024-08-21,2024-09-29,68.02,47.96,,Rollback,65.96,0.945
1325,177,,2024-09-30,2024-12-08,68.02,68.02,,Regular,77.28,0.889
1326,177,,2024-12-09,2024-12-31,68.02,68.02,,Regular,70.98,1.007
1327,178,,2024-01-01,2024-02-24,28.87,28.87,,Regular,27.34,1.051
1328,178,,2024-02-25,2024-03-11,28.87,28.87,,Regular,33.19,0.928
1329,178,,2024-03-12,2024-05-27,28.87,22.07,,Rollback,32.23,0.966
1330,178,,2024-05-28,2024-07-23,28.87,28.87,,Regular,27.49,0.932
1331,178,,2024-07-24,2024-08-14,28.87,28.87,,Regular,29.94,0.97
1332,178,,2024-08-15,2024-10-05,28.87,20.25,,Rollback,29.26,1.022
1333,178,,2024-10-06,2024-10-20,28.87,28.87,,Regular,29.74,1.064
1334,178,,2024-10-21,2024-12-31,28.87,26.55,,EDLP,26.84,1.072
1335,179,,2024-01-01,2024-01-17,242.6,242.6,,Regular,270.25,0.902
1336,179,,2024-01-18,2024-04-13,242.6,192.4,,Rollback,268.1,0.913
1337,179,,2024-04-14,2024-06-30,242.6,242.6,,Regular,246.04,1.08
1338,179,,2024-07-01,2024-09-21,242.6,195.46,,EDLP,246.23,1.052
1339,179,,2024-09-22,2024-10-11,242.6,242.6,,Regular,251.2,1.056
1340,179,,2024-10-12,2024-12-03,242.6,242.6,,Regular,269.45,0.9
1341,179,,2024-12-04,2024-12-31,242.6,242.6,,Regular,278.99,0.973
1342,180,,2024-01-01,2024-01-20,168.28,168.28,,Regular,190.21,1.076
1343,180,,2024-01-21,2024-04-19,168.28,168.28,,Regular,180.24,0.94
1344,180,,2024-04-20,2024-05-19,168.28,129.45,84.14,Clearance,161.73,0.987
1345,180,,2024-05-20,2024-06-15,168.28,168.28,,Regular,155.03,0.902
1346,180,,2024-06-16,2024-09-09,168.28,130.66,,Rollback,165.32,0.914
1347,180,,2024-09-10,2024-12-06,168.28,146.86,,EDLP,192.38,0.925
1348,180,,2024-12-07,2024-12-31,168.28,131.9,,Rollback,154.33,0.929
1349,181,,2024-01-01,2024-02-14,37.35,37.35,,Regular,37.45,0.987
1350,181,,2024-02-15,2024-04-17,37.35,29.81,,EDLP,35.95,1.02
1351,181,,2024-04-18,2024-06-05,37.35,31.45,18.68,Clearance,35.0,0.893
1352,181,,2024-06-06,2024-06-27,37.35,37.35,,Regular,36.11,1.035
1353,181,,2024-06-28,2024-07-14,37.35,28.89,,Rollback,38.65,0.902
1354,181,,2024-07-15,2024-10-01,37.35,37.35,,Regular,34.9,0.933
1355,181,,2024-10-02,2024-12-12,37.35,37.35,,Regular,40.78,1.112
1356,181,,2024-12-13,2024-12-31,37.35,31.83,,EDLP,33.93,0.963
1357,182,,2024-01-01,2024-01-23,12.43,12.43,,Regular,13.33,1.097
1358,182,,2024-01-24,2024-04-06,12.43,12.43,,Regular,14.02,1.033
1359,182,,2024-04-07,2024-05-15,12.43,12.43,,Regular,11.68,1.103
1360,182,,2024-05-16,2024-07-13,12.43,11.75,,EDLP,12.1,0.918
1361,182,,2024-07-14,2024-08-09,12.43,10.07,,EDLP,11.62,1.048
1362,182,,2024-08-10,2024-09-06,12.43,12.43,,Regular,13.32,1.105
1363,182,,2024-09-07,2024-10-13,12.43,8.78,,Rollback,12.26,0.884
1364,182,,2024-10-14,2024-12-17,12.43,12.43,,Regular,11.29,0.992
1365,182,,2024-12-18,2024-12-31,12.43,12.43,,Regular,12.01,0.978
1366,183,,2024-01-01,2024-01-21,289.39,289.39,,Regular,301.08,1.005
1367,183,,2024-01-22,2024-04-03,289.39,289.39,,Regular,266.94,1.091
1368,183,,2024-04-04,2024-05-10,289.39,289.39,,Regular,325.86,1.016
1369,183,,2024-05-11,2024-07-18,289.39,289.39,,Regular,266.93,0.887
1370,183,,2024-07-19,2024-09-04,289.39,223.17,,EDLP,261.29,1.057
1371,183,,2024-09-05,2024-11-13,289.39,258.69,,Rollback,319.41,1.094
1372,183,,2024-11-14,2024-12-31,289.39,289.39,,Regular,312.93,1.113
1373,184,,2024-01-01,2024-02-23,121.31,88.14,,Rollback,138.85,0.981
1374,184,,2024-02-24,2024-04-06,121.31,106.15,60.66,Clearance,134.21,0.886
1375,184,,2024-04-07,2024-05-02,121.31,121.31,,Regular,109.39,1.0
1376,184,,2024-05-03,2024-06-12,121.31,105.87,,EDLP,134.82,0.942
1377,184,,2024-06-13,2024-08-10,121.31,121.31,,Regular,121.97,0.998
1378,184,,2024-08-11,2024-10-16,121.31,121.31,,Regular,114.13,0.956
1379,184,,2024-10-17,2024-11-12,121.31,111.42,,Rollback,123.09,1.109
1380,184,,2024-11-13,2024-12-31,121.31,121.31,,Regular,109.29,0.974
1381,185,,2024-01-01,2024-03-08,86.69,73.96,,Rollback,85.63,1.048
1382,185,,2024-03-09,2024-05-13,86.69,63.81,,EDLP,84.0,0.898
1383,185,,2024-05-14,2024-07-23,86.69,73.5,43.34,Clearance,89.85,1.003
1384,185,,2024-07-24,2024-09-10,86.69,76.0,,Rollback,88.14,0.899
1385,185,,2024-09-11,2024-10-15,86.69,86.69,,Regular,91.87,0.967
1386,185,,2024-10-16,2024-11-03,86.69,86.69,,Regular,98.23,1.074
1387,185,,2024-11-04,2024-12-26,86.69,86.69,,Regular,88.5,0.952
1388,185,,2024-12-27,2024-12-31,86.69,86.69,,Regular,84.81,0.945
1389,186,,2024-01-01,2024-02-10,247.93,247.93,,Regular,242.18,0.981
1390,186,,2024-02-11,2024-04-13,247.93,247.93,,Regular,281.86,0.916
1391,186,,2024-04-14,2024-06-10,247.93,208.71,,Rollback,238.8,1.057
1392,186,,2024-06-11,2024-08-09,247.93,247.93,,Regular,239.05,1.069
1393,186,,2024-08-10,2024-08-26,247.93,194.63,,EDLP,240.27,0.948
1394,186,,2024-08-27,2024-09-21,247.93,229.27,,Rollback,267.16,0.998
1395,186,,2024-09-22,2024-10-31,247.93,247.93,,Regular,228.11,0.915
1396,186,,2024-11-01,2024-12-16,247.93,247.93,,Regular,264.58,0.936
1397,186,,2024-12-17,2024-12-31,247.93,247.93,,Regular,259.51,0.949
1398,187,,2024-01-01,2024-03-19,160.77,123.63,,Rollback,165.92,0.947
1399,187,,2024-03-20,2024-05-26,160.77,160.77,,Regular,184.61,0.977
1400,187,,2024-05-27,2024-06-12,160.77,160.77,,Regular,148.65,0.904
1401,187,,2024-06-13,2024-07-02,160.77,160.77,,Regular,151.16,1.091
1402,187,,2024-07-03,2024-08-25,160.77,160.77,,Regular,174.83,0.9
1403,187,,2024-08-26,2024-10-02,160.77,160.77,,Regular,145.87,1.05
1404,187,,2024-10-03,2024-10-23,160.77,160.77,,Regular,174.6,1.007
1405,187,,2024-10-24,2024-11-07,160.77,143.1,,Rollback,150.41,1.051
1406,187,,2024-11-08,2024-12-31,160.77,160.77,,Regular,184.38,0.929
1407,188,,2024-01-01,2024-01-22,32.21,28.98,,EDLP,33.78,1.012
1408,188,,2024-01-23,2024-04-21,32.21,23.25,,Rollback,29.39,0.901
1409,188,,2024-04-22,2024-06-10,32.21,32.21,,Regular,29.1,0.951
1410,188,,2024-06-11,2024-08-24,32.21,28.66,,Rollback,35.03,0.999
1411,188,,2024-08-25,2024-09-20,32.21,32.21,,Regular,32.75,1.037
1412,188,,2024-09-21,2024-11-27,32.21,32.21,,Regular,35.02,1.092
1413,188,,2024-11-28,2024-12-31,32.21,29.35,16.11,Clearance,36.94,0.965
1414,189,,2024-01-01,2024-01-21,31.23,27.65,,Rollback,32.65,0.948
1415,189,,2024-01-22,2024-04-04,31.23,27.1,,Rollback,30.95,0.882
1416,189,,2024-04-05,2024-05-04,31.23,31.23,,Regular,35.59,0.962
1417,189,,2024-05-05,2024-07-01,31.23,31.23,,Regular,33.62,0.885
1418,189,,2024-07-02,2024-08-06,31.23,31.23,,Regular,33.38,1.081
1419,189,,2024-08-07,2024-10-26,31.23,25.99,,Rollback,34.19,1.024
1420,189,,2024-10-27,2024-11-17,31.23,26.01,,Rollback,35.49,0.905
1421,189,,2024-11-18,2024-12-05,31.23,31.23,,Regular,32.1,1.067
1422,189,,2024-12-06,2024-12-31,31.23,28.46,,EDLP,35.09,1.042
1423,190,,2024-01-01,2024-03-30,32.15,27.45,,Rollback,32.8,1.066
1424,190,,2024-03-31,2024-06-21,32.15,32.15,,Regular,31.66,0.934
1425,190,,2024-06-22,2024-09-01,32.15,26.04,16.07,Clearance,29.79,1.097
1426,190,,2024-09-02,2024-10-09,32.15,26.15,,Rollback,34.35,1.052
1427,190,,2024-10-10,2024-12-09,32.15,26.8,,Rollback,36.73,0.888
1428,190,,2024-12-10,2024-12-31,32.15,25.16,,Rollback,31.29,1.072
1429,191,,2024-01-01,2024-02-01,44.45,44.45,,Regular,44.4,0.925
1430,191,,2024-02-02,2024-03-02,44.45,44.45,,Regular,40.43,1.118
1431,191,,2024-03-03,2024-05-04,44.45,44.45,,Regular,49.42,0.942
1432,191,,2024-05-05,2024-07-18,44.45,44.45,,Regular,48.9,1.044
1433,191,,2024-07-19,2024-09-16,44.45,44.45,,Regular,46.89,0.908
1434,191,,2024-09-17,2024-12-13,44.45,32.07,,Rollback,44.06,1.06
1435,191,,2024-12-14,2024-12-31,44.45,44.45,,Regular,40.62,0.908
1436,192,,2024-01-01,2024-03-07,187.31,139.38,93.66,Clearance,186.77,0.881
1437,192,,2024-03-08,2024-03-23,187.31,187.31,,Regular,185.62,1.115
1438,192,,2024-03-24,2024-06-12,187.31,136.14,,Rollback,175.91,1.084
1439,192,,2024-06-13,2024-07-11,187.31,137.41,,Rollback,195.64,0.949
1440,192,,2024-07-12,2024-09-01,187.31,187.31,,Regular,178.9,0.882
1441,192,,2024-09-02,2024-09-29,187.31,149.82,,Rollback,206.49,1.075
1442,192,,2024-09-30,2024-11-23,187.31,175.75,93.66,Clearance,173.31,1.099
1443,192,,2024-11-24,2024-12-31,187.31,187.31,,Regular,185.66,1.074
1444,193,,2024-01-01,2024-03-25,171.05,132.64,,EDLP,171.23,1.071
1445,193,,2024-03-26,2024-05-08,171.05,122.48,,Rollback,190.83,0.936
1446,193,,2024-05-09,2024-08-01,171.05,171.05,,Regular,154.08,0.884
1447,193,,2024-08-02,2024-08-31,171.05,150.69,85.53,Clearance,175.27,0.942
1448,193,,2024-09-01,2024-10-04,171.05,171.05,,Regular,189.02,1.02
1449,193,,2024-10-05,2024-12-12,171.05,157.27,85.53,Clearance,174.15,1.012
1450,193,,2024-12-13,2024-12-31,171.05,123.4,,Rollback,158.7,1.011
1451,194,,2024-01-01,2024-01-24,215.32,155.7,107.66,Clearance,211.53,0.904
1452,194,,2024-01-25,2024-03-08,215.32,215.32,,Regular,234.97,0.999
1453,194,,2024-03-09,2024-04-04,215.32,215.32,,Regular,207.76,0.97
1454,194,,2024-04-05,2024-04-24,215.32,160.84,,Rollback,218.65,0.934
1455,194,,2024-04-25,2024-06-27,215.32,215.32,,Regular,209.7,0.95
1456,194,,2024-06-28,2024-08-28,215.32,181.79,,Rollback,218.69,0.914
1457,194,,2024-08-29,2024-10-27,215.32,215.32,,Regular,199.26,0.991
1458,194,,2024-10-28,2024-11-18,215.32,179.59,,Rollback,213.26,1.073
1459,194,,2024-11-19,2024-12-31,215.32,215.32,,Regular,228.3,0.935
1460,195,,2024-01-01,2024-01-22,248.79,248.79,,Regular,254.18,0.954
1461,195,,2024-01-23,2024-03-06,248.79,248.79,,Regular,272.2,1.093
1462,195,,2024-03-07,2024-04-27,248.79,184.07,,Rollback,255.21,0.958
1463,195,,2024-04-28,2024-07-09,248.79,212.51,,Rollback,233.99,0.921
1464,195,,2024-07-10,2024-08-26,248.79,211.82,,Rollback,256.76,1.116
1465,195,,2024-08-27,2024-11-06,248.79,248.79,,Regular,256.02,0.952
1466,195,,2024-11-07,2024-11-26,248.79,248.79,,Regular,250.57,0.913
1467,195,,2024-11-27,2024-12-31,248.79,212.89,,Rollback,236.78,0.995
1468,196,,2024-01-01,2024-01-23,257.89,199.45,128.94,Clearance,292.9,0.93
1469,196,,2024-01-24,2024-04-17,257.89,219.15,,EDLP,259.02,0.913
1470,196,,2024-04-18,2024-05-18,257.89,257.89,,Regular,266.21,1.053
1471,196,,2024-05-19,2024-08-01,257.89,218.79,,Rollback,275.42,0.887
1472,196,,2024-08-02,2024-09-18,257.89,257.89,,Regular,292.46,1.118
1473,196,,2024-09-19,2024-12-17,257.89,233.62,,Rollback,276.84,1.067
1474,196,,2024-12-18,2024-12-31,257.89,257.89,,Regular,254.46,0.886
1475,197,,2024-01-01,2024-03-22,39.44,31.51,,EDLP,36.92,0.928
1476,197,,2024-03-23,2024-05-29,39.44,28.03,,Rollback,38.72,1.085
1477,197,,2024-05-30,2024-08-06,39.44,29.81,,EDLP,38.59,1.044
1478,197,,2024-08-07,2024-10-01,39.44,39.44,,Regular,36.07,0.994
1479,197,,2024-10-02,2024-12-31,39.44,32.54,19.72,Clearance,38.84,0.941
1480,198,,2024-01-01,2024-03-10,135.53,108.87,67.77,Clearance,151.21,0.938
1481,198,,2024-03-11,2024-05-31,135.53,135.53,,Regular,150.61,0.994
1482,198,,2024-06-01,2024-08-05,135.53,124.34,,Rollback,146.67,0.923
1483,198,,2024-08-06,2024-09-11,135.53,135.53,,Regular,143.78,0.996
1484,198,,2024-09-12,2024-10-09,135.53,100.43,,Rollback,150.1,1.036
1485,198,,2024-10-10,2024-12-25,135.53,135.53,,Regular,126.07,0.998
1486,198,,2024-12-26,2024-12-31,135.53,135.53,,Regular,148.39,0.918
1487,199,,2024-01-01,2024-03-24,60.31,60.31,,Regular,58.64,1.081
1488,199,,2024-03-25,2024-05-29,60.31,60.31,,Regular,57.79,0.97
1489,199,,2024-05-30,2024-06-26,60.31,42.89,,Rollback,54.4,1.02
1490,199,,2024-06-27,2024-08-02,60.31,60.31,,Regular,67.83,1.059
1491,199,,2024-08-03,2024-10-28,60.31,57.08,,Rollback,69.31,1.094
1492,199,,2024-10-29,2024-12-05,60.31,53.24,,Rollback,66.78,0.895
1493,199,,2024-12-06,2024-12-31,60.31,60.31,,Regular,55.36,0.991
1494,200,,2024-01-01,2024-01-17,30.83,23.07,15.41,Clearance,28.37,1.102
1495,200,,2024-01-18,2024-03-29,30.83,28.99,15.41,Clearance,30.39,0.883
1496,200,,2024-03-30,2024-04-17,30.83,30.83,,Regular,29.28,0.924
1497,200,,2024-04-18,2024-06-29,30.83,30.83,,Regular,34.81,0.97
1498,200,,2024-06-30,2024-08-11,30.83,22.64,15.41,Clearance,31.14,1.015
1499,200,,2024-08-12,2024-10-21,30.83,30.83,,Regular,29.61,1.013
1500,200,,2024-10-22,2024-12-31,30.83,30.83,,Regular,32.08,1.058
1501,201,,2024-01-01,2024-02-25,170.44,170.44,,Regular,160.05,0.964
