po_id,po_number,vendor_id,dc_id,item_id,order_date,expected_delivery_date,po_status,po_type,ordered_units,ordered_cases,unit_cost,total_cost,payment_terms
1489,PO00001489,V4489,DC022,930,2024-10-22,2024-11-01,Confirmed,Regular,41,3,95.82,3928.62,Net 30
1490,PO00001490,V4081,DC020,563,2024-08-27,2024-09-17,Confirmed,Regular,474,39,117.41,55652.34,Net 60
1491,PO00001491,V4081,DC005,563,2024-02-27,2024-03-19,Shipped,Direct Import,931,77,117.41,109308.71,2/10 Net 30
1492,PO00001492,V1455,DC005,890,2024-06-23,2024-06-29,Shipped,Regular,1332,111,194.57,259167.24,Net 45
1493,PO00001493,V4541,DC008,400,2024-03-28,2024-04-15,Confirmed,Regular,1350,112,78.22,105597.0,Net 45
1494,PO00001494,V2308,DC011,234,2024-05-13,2024-05-27,Received,Direct Import,567,47,149.2,84596.4,Net 45
1495,PO00001495,V3596,DC010,500,2024-06-26,2024-07-11,Open,Regular,437,36,172.11,75212.07,Net 45
1496,PO00001496,V4464,DC023,409,2024-05-08,2024-05-17,Received,Cross-Dock,942,78,23.02,21684.84,Net 45
1497,PO00001497,V3551,DC002,110,2024-06-24,2024-07-09,Cancelled,Regular,982,81,48.07,47204.74,2/10 Net 30
1498,PO00001498,V4776,DC015,860,2024-02-11,2024-02-22,Shipped,Regular,1305,108,44.04,57472.2,Net 45
1499,PO00001499,V3484,DC021,946,2024-05-10,2024-05-13,Shipped,Direct Import,458,38,121.52,55656.16,Net 45
1500,PO00001500,V4624,DC015,9,2024-06-25,2024-07-08,Confirmed,Regular,672,56,136.22,91539.84,Net 30
1501,PO00001501,V2283,DC022,769,2024-06-19,2024-07-05,Confirmed,Regular,778,64,28.15,21900.7,Net 30
1502,PO00001502,V2909,DC025,849,2024-06-27,2024-07-16,Confirmed,Regular,406,33,5.55,2253.3,Net 30
1503,PO00001503,V4127,DC004,498,2024-08-31,2024-09-05,Open,Regular,576,48,125.18,72103.68,Net 45
1504,PO00001504,V4950,DC007,279,2024-09-03,2024-09-06,Cancelled,Rush,1018,84,68.6,69834.8,2/10 Net 30
1505,PO00001505,V1318,DC004,706,2024-03-26,2024-04-15,Received,Regular,894,74,39.35,35178.9,2/10 Net 30
1506,PO00001506,V2827,DC015,251,2024-07-12,2024-07-26,Shipped,Cross-Dock,221,18,48.77,10778.17,Net 60
1507,PO00001507,V4067,DC020,342,2024-02-04,2024-02-14,Received,Regular,986,82,118.37,116712.82,Net 60
1508,PO00001508,V3122,DC015,331,2024-02-18,2024-03-04,Shipped,Regular,1082,90,91.71,99230.22,Net 30
1509,PO00001509,V2875,DC020,189,2024-09-24,2024-10-09,Received,Regular,189,15,23.29,4401.81,Net 60
1510,PO00001510,V4772,DC011,358,2024-11-12,2024-12-03,Cancelled,Regular,1200,100,143.71,172452.0,Net 45
1511,PO00001511,V1021,DC021,784,2024-07-18,2024-08-03,Confirmed,Regular,1063,88,7.13,7579.19,Net 30
1512,PO00001512,V1961,DC002,516,2024-10-08,2024-10-20,Received,Regular,1350,112,12.22,16497.0,Net 45
1513,PO00001513,V3217,DC006,378,2024-06-03,2024-06-16,Shipped,Regular,692,57,41.75,28891.0,Net 45
1514,PO00001514,V1497,DC014,746,2024-12-15,2024-12-31,Received,Cross-Dock,809,67,169.81,137376.29,Net 30
1515,PO00001515,V3714,DC017,306,2024-08-16,2024-09-05,Received,Cross-Dock,1395,116,79.66,111125.7,Net 45
1516,PO00001516,V2379,DC007,814,2024-04-11,2024-04-15,Received,Regular,592,49,48.67,28812.64,Net 30
1517,PO00001517,V3944,DC021,123,2024-04-30,2024-05-09,Received,Rush,675,56,62.2,41985.0,Net 60
1518,PO00001518,V3245,DC015,344,2024-04-26,2024-05-17,Received,Regular,1157,96,119.6,138377.2,Net 45
1519,PO00001519,V3217,DC025,459,2024-08-15,2024-08-18,Received,Regular,1003,83,58.99,59166.97,Net 60
1520,PO00001520,V4971,DC023,636,2024-05-09,2024-05-15,Received,Regular,642,53,126.94,81495.48,Net 60
1521,PO00001521,V2225,DC024,203,2024-11-27,2024-12-05,Received,Regular,713,59,21.09,15037.17,2/10 Net 30
1522,PO00001522,V4211,DC019,1000,2024-05-29,2024-06-09,Shipped,Rush,1269,105,160.73,203966.37,Net 45
1523,PO00001523,V3297,DC010,88,2024-02-07,2024-02-26,Cancelled,Regular,579,48,45.62,26413.98,Net 45
1524,PO00001524,V1797,DC002,132,2024-07-23,2024-08-01,Open,Regular,999,83,80.42,80339.58,2/10 Net 30
1525,PO00001525,V1551,DC022,815,2024-11-15,2024-11-29,Received,Regular,535,44,58.21,31142.35,Net 45
1526,PO00001526,V2139,DC002,618,2024-08-04,2024-08-07,Received,Direct Import,1108,92,147.98,163961.84,Net 30
1527,PO00001527,V1288,DC015,359,2024-01-26,2024-02-06,Shipped,Regular,1351,112,53.53,72319.03,Net 45
1528,PO00001528,V3954,DC002,256,2024-03-31,2024-04-13,Shipped,Regular,179,14,132.28,23678.12,Net 60
1529,PO00001529,V1221,DC014,795,2024-07-24,2024-08-11,Received,Cross-Dock,1039,86,139.71,145158.69,Net 30
1530,PO00001530,V4434,DC023,273,2024-08-20,2024-09-06,Received,Regular,223,18,6.25,1393.75,Net 45
1531,PO00001531,V4406,DC010,11,2024-07-15,2024-07-20,Confirmed,Regular,423,35,22.82,9652.86,2/10 Net 30
1532,PO00001532,V4299,DC019,773,2024-06-29,2024-07-20,Shipped,Regular,1192,99,143.97,171612.24,2/10 Net 30
1533,PO00001533,V2859,DC013,523,2024-10-29,2024-11-12,Received,Regular,53,4,166.22,8809.66,2/10 Net 30
1534,PO00001534,V2191,DC007,535,2024-09-11,2024-09-16,Confirmed,Regular,449,37,119.37,53597.13,Net 45
1535,PO00001535,V2529,DC015,112,2024-02-08,2024-02-19,Received,Regular,1325,110,9.19,12176.75,Net 45
1536,PO00001536,V2325,DC012,354,2024-05-01,2024-05-20,Shipped,Regular,234,19,113.56,26573.04,Net 45
1537,PO00001537,V3269,DC017,704,2024-10-31,2024-11-07,Confirmed,Regular,586,48,136.14,79778.04,Net 45
1538,PO00001538,V2171,DC007,385,2024-08-16,2024-09-02,Shipped,Regular,534,44,176.94,94485.96,Net 30
1539,PO00001539,V2410,DC020,629,2024-11-06,2024-11-11,Received,Direct Import,864,72,127.42,110090.88,Net 45
1540,PO00001540,V4469,DC019,160,2024-01-16,2024-01-20,Received,Regular,63,5,129.52,8159.76,Net 60
1541,PO00001541,V3619,DC025,912,2024-06-24,2024-06-27,Cancelled,Regular,1260,105,75.32,94903.2,Net 30
1542,PO00001542,V1655,DC007,118,2024-10-15,2024-10-24,Confirmed,Regular,520,43,102.86,53487.2,2/10 Net 30
1543,PO00001543,V1738,DC022,103,2024-12-19,2025-01-01,Shipped,Cross-Dock,1018,84,72.68,73988.24,Net 60
1544,PO00001544,V3925,DC004,666,2024-12-12,2024-12-15,Open,Regular,1000,83,182.22,182220.0,Net 45
1545,PO00001545,V1328,DC019,458,2024-02-25,2024-03-07,Received,Regular,1181,98,178.43,210725.83,Net 45
1546,PO00001546,V4465,DC010,476,2024-12-28,2025-01-16,Received,Regular,1093,91,138.09,150932.37,Net 60
1547,PO00001547,V4954,DC019,45,2024-01-24,2024-02-09,Received,Regular,736,61,87.38,64311.68,Net 30
1548,PO00001548,V3969,DC012,567,2024-09-15,2024-09-29,Shipped,Regular,781,65,139.84,109215.04,Net 30
1549,PO00001549,V1744,DC017,698,2024-12-31,2025-01-16,Confirmed,Regular,1071,89,18.54,19856.34,2/10 Net 30
1550,PO00001550,V4857,DC019,237,2024-12-20,2025-01-06,Cancelled,Cross-Dock,249,20,32.6,8117.4,Net 45
1551,PO00001551,V4434,DC007,273,2024-06-01,2024-06-09,Received,Regular,360,30,6.25,2250.0,Net 45
1552,PO00001552,V2792,DC023,609,2024-04-01,2024-04-12,Received,Cross-Dock,136,11,131.58,17894.88,Net 60
1553,PO00001553,V2175,DC001,98,2024-10-22,2024-11-05,Received,Direct Import,1393,116,8.0,11144.0,Net 30
1554,PO00001554,V3393,DC015,553,2024-02-03,2024-02-23,Received,Regular,1278,106,155.88,199214.64,Net 30
1555,PO00001555,V2470,DC016,657,2024-02-01,2024-02-22,Shipped,Rush,672,56,120.63,81063.36,2/10 Net 30
1556,PO00001556,V3964,DC007,876,2024-03-08,2024-03-11,Confirmed,Regular,39,3,74.87,2919.93,Net 45
1557,PO00001557,V2935,DC020,420,2024-12-21,2024-12-27,Open,Regular,790,65,178.04,140651.6,Net 30
1558,PO00001558,V1285,DC009,412,2024-09-29,2024-10-13,Received,Regular,1427,118,35.65,50872.55,Net 60
1559,PO00001559,V1550,DC011,929,2024-04-19,2024-05-05,Received,Regular,309,25,171.3,52931.7,2/10 Net 30
1560,PO00001560,V4127,DC006,498,2024-04-12,2024-04-28,Received,Regular,1356,113,125.18,169744.08,2/10 Net 30
1561,PO00001561,V3970,DC017,892,2024-09-14,2024-09-26,Received,Regular,1020,85,162.43,165678.6,Net 45
1562,PO00001562,V4934,DC022,377,2024-04-26,2024-05-03,Shipped,Rush,211,17,18.02,3802.22,2/10 Net 30
1563,PO00001563,V3951,DC007,983,2024-09-11,2024-09-23,Confirmed,Direct Import,26,2,103.85,2700.1,Net 60
1564,PO00001564,V1571,DC019,1,2024-01-18,2024-01-24,Received,Regular,1063,88,148.44,157791.72,2/10 Net 30
1565,PO00001565,V2590,DC006,228,2024-12-30,2025-01-04,Cancelled,Regular,1334,111,115.35,153876.9,Net 60
1566,PO00001566,V3116,DC007,345,2024-03-24,2024-04-13,Received,Regular,1250,104,16.3,20375.0,Net 45
1567,PO00001567,V2494,DC025,73,2024-05-25,2024-06-15,Confirmed,Cross-Dock,82,6,157.83,12942.06,2/10 Net 30
1568,PO00001568,V2235,DC012,479,2024-06-09,2024-06-13,Confirmed,Regular,614,51,181.75,111594.5,Net 45
1569,PO00001569,V4434,DC008,273,2024-12-01,2024-12-20,Received,Direct Import,144,12,6.25,900.0,Net 45
1570,PO00001570,V1579,DC003,190,2024-03-10,2024-03-24,Received,Regular,716,59,23.83,17062.28,Net 45
1571,PO00001571,V2943,DC005,758,2024-09-18,2024-09-28,Received,Rush,1285,107,28.8,37008.0,Net 30
1572,PO00001572,V1867,DC002,199,2024-07-12,2024-08-02,Cancelled,Regular,84,7,43.96,3692.64,Net 30
1573,PO00001573,V3851,DC012,248,2024-11-06,2024-11-16,Confirmed,Regular,1423,118,56.43,80299.89,Net 60
1574,PO00001574,V2131,DC024,47,2024-02-20,2024-03-09,Received,Regular,362,30,176.12,63755.44,2/10 Net 30
1575,PO00001575,V4325,DC003,437,2024-02-12,2024-02-18,Shipped,Regular,99,8,100.19,9918.81,Net 30
1576,PO00001576,V4163,DC008,184,2024-08-08,2024-08-16,Cancelled,Regular,385,32,89.43,34430.55,2/10 Net 30
1577,PO00001577,V4885,DC022,505,2024-06-16,2024-06-23,Shipped,Regular,1104,92,98.33,108556.32,Net 60
1578,PO00001578,V2979,DC007,71,2024-02-10,2024-02-16,Received,Regular,223,18,40.24,8973.52,Net 60
1579,PO00001579,V1646,DC011,510,2024-11-19,2024-11-25,Received,Regular,1001,83,63.09,63153.09,Net 45
1580,PO00001580,V4899,DC014,41,2024-05-28,2024-06-03,Received,Regular,345,28,149.93,51725.85,2/10 Net 30
1581,PO00001581,V2304,DC012,998,2024-02-04,2024-02-10,Confirmed,Regular,1385,115,180.9,250546.5,Net 45
1582,PO00001582,V2714,DC008,584,2024-11-26,2024-12-13,Received,Regular,1189,99,192.63,229037.07,2/10 Net 30
1583,PO00001583,V3211,DC012,549,2024-10-23,2024-11-09,Confirmed,Cross-Dock,1127,93,5.17,5826.59,Net 45
1584,PO00001584,V3061,DC019,315,2024-07-29,2024-08-09,Received,Regular,660,55,8.29,5471.4,2/10 Net 30
1585,PO00001585,V2657,DC008,756,2024-08-31,2024-09-09,Shipped,Direct Import,518,43,176.58,91468.44,Net 60
1586,PO00001586,V4151,DC004,402,2024-09-12,2024-09-28,Received,Regular,255,21,62.42,15917.1,Net 60
1587,PO00001587,V1585,DC015,7,2024-11-15,2024-12-04,Received,Direct Import,633,52,176.99,112034.67,2/10 Net 30
1588,PO00001588,V3566,DC021,304,2024-03-01,2024-03-20,Open,Rush,936,78,39.69,37149.84,Net 45
1589,PO00001589,V3714,DC002,306,2024-04-25,2024-05-09,Cancelled,Regular,292,24,79.66,23260.72,Net 45
1590,PO00001590,V3520,DC012,109,2024-01-24,2024-02-02,Shipped,Cross-Dock,939,78,151.89,142624.71,2/10 Net 30
1591,PO00001591,V4690,DC015,672,2024-01-14,2024-01-29,Shipped,Regular,492,41,79.21,38971.32,Net 45
1592,PO00001592,V3558,DC017,613,2024-08-08,2024-08-13,Received,Regular,200,16,64.87,12974.0,Net 45
1593,PO00001593,V4021,DC003,509,2024-02-12,2024-02-16,Received,Regular,201,16,120.62,24244.62,Net 30
1594,PO00001594,V2902,DC010,128,2024-05-06,2024-05-15,Received,Regular,177,14,32.04,5671.08,Net 30
1595,PO00001595,V4297,DC016,647,2024-08-23,2024-09-11,Open,Direct Import,1031,85,150.58,155247.98,Net 30
1596,PO00001596,V2254,DC016,965,2024-07-03,2024-07-23,Received,Regular,857,71,3.01,2579.57,2/10 Net 30
1597,PO00001597,V4125,DC016,107,2024-07-21,2024-08-07,Received,Regular,1005,83,170.31,171161.55,Net 60
1598,PO00001598,V2570,DC006,639,2024-12-22,2024-12-27,Received,Regular,114,9,185.84,21185.76,Net 30
1599,PO00001599,V4342,DC008,747,2024-01-31,2024-02-09,Shipped,Regular,1376,114,144.96,199464.96,2/10 Net 30
1600,PO00001600,V1340,DC022,997,2024-12-18,2024-12-22,Received,Regular,473,39,142.43,67369.39,Net 45
1601,PO00001601,V2037,DC001,430,2024-10-15,2024-10-24,Received,Regular,213,17,179.25,38180.25,Net 60
1602,PO00001602,V3141,DC010,555,2024-03-01,2024-03-22,Confirmed,Direct Import,1177,98,74.23,87368.71,Net 45
1603,PO00001603,V4870,DC008,24,2024-05-12,2024-05-27,Shipped,Direct Import,966,80,112.4,108578.4,2/10 Net 30
1604,PO00001604,V1828,DC001,951,2024-02-06,2024-02-09,Shipped,Direct Import,479,39,128.08,61350.32,Net 45
1605,PO00001605,V2582,DC020,767,2024-02-12,2024-03-02,Confirmed,Regular,422,35,50.12,21150.64,Net 45
1606,PO00001606,V3421,DC015,676,2024-07-10,2024-07-31,Received,Regular,975,81,36.65,35733.75,Net 60
1607,PO00001607,V3792,DC011,180,2024-04-06,2024-04-10,Confirmed,Direct Import,672,56,118.65,79732.8,2/10 Net 30
1608,PO00001608,V1334,DC009,719,2024-11-13,2024-11-28,Open,Regular,1023,85,28.78,29441.94,2/10 Net 30
1609,PO00001609,V4615,DC007,282,2024-09-08,2024-09-15,Shipped,Regular,1088,90,77.79,84635.52,Net 45
1610,PO00001610,V4665,DC016,125,2024-08-23,2024-08-29,Shipped,Regular,950,79,69.53,66053.5,Net 45
1611,PO00001611,V1297,DC021,741,2024-08-21,2024-08-26,Shipped,Direct Import,536,44,158.28,84838.08,Net 60
1612,PO00001612,V4716,DC008,309,2024-07-23,2024-07-26,Received,Cross-Dock,1425,118,103.57,147587.25,2/10 Net 30
1613,PO00001613,V4624,DC023,9,2024-10-11,2024-10-18,Cancelled,Regular,527,43,136.22,71787.94,Net 30
1614,PO00001614,V1756,DC025,775,2024-06-25,2024-07-07,Received,Regular,1214,101,86.75,105314.5,Net 30
1615,PO00001615,V4179,DC006,383,2024-07-11,2024-08-01,Received,Regular,917,76,177.57,162831.69,Net 45
1616,PO00001616,V4986,DC020,518,2024-02-24,2024-03-16,Shipped,Regular,220,18,195.71,43056.2,Net 45
1617,PO00001617,V4036,DC012,295,2024-12-08,2024-12-22,Confirmed,Cross-Dock,130,10,165.84,21559.2,2/10 Net 30
1618,PO00001618,V3596,DC007,500,2024-10-24,2024-11-10,Received,Regular,672,56,172.11,115657.92,Net 45
1619,PO00001619,V3970,DC020,892,2024-05-06,2024-05-24,Shipped,Regular,363,30,162.43,58962.09,2/10 Net 30
1620,PO00001620,V1014,DC016,389,2024-09-21,2024-10-10,Received,Direct Import,1266,105,179.76,227576.16,Net 60
1621,PO00001621,V3524,DC008,950,2024-09-25,2024-09-29,Open,Direct Import,75,6,171.4,12855.0,Net 60
1622,PO00001622,V3820,DC017,644,2024-10-23,2024-11-06,Open,Regular,391,32,64.37,25168.67,Net 30
1623,PO00001623,V1348,DC008,559,2024-06-25,2024-07-10,Cancelled,Direct Import,1337,111,129.21,172753.77,2/10 Net 30
1624,PO00001624,V4630,DC012,283,2024-10-16,2024-10-20,Shipped,Rush,922,76,28.07,25880.54,Net 30
1625,PO00001625,V4884,DC016,679,2024-11-12,2024-11-19,Shipped,Direct Import,940,78,20.6,19364.0,2/10 Net 30
1626,PO00001626,V1758,DC018,757,2024-10-24,2024-11-01,Confirmed,Direct Import,1134,94,57.95,65715.3,Net 30
1627,PO00001627,V2223,DC007,38,2024-10-04,2024-10-21,Shipped,Regular,159,13,95.66,15209.94,Net 60
1628,PO00001628,V3411,DC020,780,2024-09-30,2024-10-08,Received,Regular,1215,101,52.22,63447.3,2/10 Net 30
1629,PO00001629,V4541,DC018,400,2024-11-15,2024-11-22,Received,Regular,1272,106,78.22,99495.84,Net 30
1630,PO00001630,V3345,DC012,196,2024-07-27,2024-08-08,Confirmed,Rush,1048,87,195.81,205208.88,Net 30
1631,PO00001631,V3355,DC001,296,2024-04-03,2024-04-14,Confirmed,Regular,856,71,158.95,136061.2,2/10 Net 30
1632,PO00001632,V4950,DC018,279,2024-01-11,2024-02-01,Shipped,Cross-Dock,1286,107,68.6,88219.6,Net 45
1633,PO00001633,V1094,DC011,915,2024-10-04,2024-10-17,Open,Regular,1120,93,51.44,57612.8,Net 60
1634,PO00001634,V1542,DC014,175,2024-12-14,2024-12-21,Received,Regular,336,28,72.3,24292.8,Net 45
1635,PO00001635,V2859,DC001,523,2024-12-31,2025-01-13,Confirmed,Regular,1091,90,166.22,181346.02,2/10 Net 30
1636,PO00001636,V2294,DC019,97,2024-07-26,2024-08-10,Received,Regular,565,47,64.98,36713.7,Net 30
1637,PO00001637,V4465,DC020,476,2024-06-08,2024-06-21,Cancelled,Regular,1287,107,138.09,177721.83,Net 60
1638,PO00001638,V4465,DC006,23,2024-11-01,2024-11-14,Open,Direct Import,116,9,97.96,11363.36,Net 60
1639,PO00001639,V1021,DC025,784,2024-10-26,2024-10-30,Cancelled,Regular,740,61,7.13,5276.2,Net 60
1640,PO00001640,V2308,DC006,234,2024-01-03,2024-01-13,Shipped,Regular,816,68,149.2,121747.2,2/10 Net 30
1641,PO00001641,V3370,DC003,858,2024-11-24,2024-12-03,Received,Direct Import,654,54,53.28,34845.12,2/10 Net 30
1642,PO00001642,V3600,DC010,58,2024-03-29,2024-04-06,Received,Regular,291,24,36.71,10682.61,Net 30
1643,PO00001643,V2543,DC001,138,2024-03-05,2024-03-23,Confirmed,Regular,422,35,199.63,84243.86,2/10 Net 30
1644,PO00001644,V1696,DC021,69,2024-11-25,2024-11-29,Confirmed,Regular,1038,86,113.4,117709.2,Net 30
1645,PO00001645,V2746,DC021,406,2024-06-12,2024-06-20,Received,Regular,246,20,21.63,5320.98,Net 60
1646,PO00001646,V2133,DC025,404,2024-09-02,2024-09-16,Shipped,Regular,597,49,64.52,38518.44,Net 30
1647,PO00001647,V2087,DC021,20,2024-05-04,2024-05-13,Received,Regular,1350,112,134.11,181048.5,Net 30
1648,PO00001648,V3287,DC016,598,2024-09-11,2024-09-29,Shipped,Regular,633,52,42.31,26782.23,2/10 Net 30
1649,PO00001649,V1620,DC020,137,2024-06-13,2024-06-23,Received,Regular,1307,108,4.28,5593.96,Net 45
1650,PO00001650,V2296,DC018,462,2024-02-15,2024-02-23,Received,Regular,466,38,32.67,15224.22,Net 30
1651,PO00001651,V1584,DC016,313,2024-05-10,2024-05-25,Received,Rush,434,36,44.26,19208.84,Net 60
1652,PO00001652,V3520,DC008,109,2024-12-26,2025-01-07,Confirmed,Regular,940,78,151.89,142776.6,2/10 Net 30
1653,PO00001653,V2538,DC023,633,2024-06-12,2024-07-03,Received,Regular,332,27,42.61,14146.52,Net 60
1654,PO00001654,V2746,DC018,406,2024-03-29,2024-04-10,Shipped,Cross-Dock,893,74,21.63,19315.59,Net 60
1655,PO00001655,V2592,DC025,968,2024-06-02,2024-06-14,Shipped,Regular,375,31,185.76,69660.0,Net 45
1656,PO00001656,V2905,DC024,70,2024-07-03,2024-07-07,Received,Regular,1255,104,133.53,167580.15,Net 45
1657,PO00001657,V2851,DC019,592,2024-10-09,2024-10-13,Shipped,Regular,189,15,41.84,7907.76,Net 45
1658,PO00001658,V4971,DC012,636,2024-06-02,2024-06-20,Received,Regular,412,34,126.94,52299.28,Net 45
1659,PO00001659,V3401,DC012,709,2024-10-29,2024-11-02,Received,Rush,1290,107,117.64,151755.6,Net 45
1660,PO00001660,V2462,DC011,794,2024-12-10,2024-12-18,Confirmed,Regular,582,48,99.24,57757.68,2/10 Net 30
1661,PO00001661,V2096,DC012,692,2024-12-22,2025-01-07,Received,Direct Import,1068,89,26.87,28697.16,Net 60
1662,PO00001662,V4136,DC014,356,2024-02-11,2024-02-22,Confirmed,Regular,488,40,38.38,18729.44,Net 60
1663,PO00001663,V4974,DC016,691,2024-01-01,2024-01-10,Shipped,Regular,700,58,49.43,34601.0,Net 30
1664,PO00001664,V3614,DC014,733,2024-02-14,2024-02-17,Open,Regular,372,31,187.03,69575.16,Net 60
1665,PO00001665,V4360,DC021,63,2024-05-11,2024-05-20,Received,Regular,703,58,186.88,131376.64,Net 45
1666,PO00001666,V4000,DC018,645,2024-07-27,2024-08-16,Received,Regular,677,56,165.66,112151.82,2/10 Net 30
1667,PO00001667,V3111,DC007,134,2024-10-03,2024-10-24,Received,Regular,1159,96,91.67,106245.53,Net 45
1668,PO00001668,V4401,DC010,113,2024-06-17,2024-07-04,Received,Direct Import,481,40,68.04,32727.24,Net 30
1669,PO00001669,V3820,DC024,644,2024-02-18,2024-03-01,Received,Regular,722,60,64.37,46475.14,Net 60
1670,PO00001670,V4634,DC018,522,2024-09-16,2024-09-20,Received,Regular,890,74,153.77,136855.3,Net 30
1671,PO00001671,V3976,DC018,514,2024-02-05,2024-02-21,Received,Regular,770,64,43.51,33502.7,Net 60
1672,PO00001672,V2507,DC016,986,2024-02-27,2024-03-05,Confirmed,Regular,158,13,199.83,31573.14,Net 45
1673,PO00001673,V4000,DC003,216,2024-03-20,2024-04-10,Confirmed,Regular,1251,104,199.56,249649.56,Net 60
1674,PO00001674,V4440,DC024,192,2024-01-27,2024-02-12,Open,Regular,95,7,137.1,13024.5,Net 45
1675,PO00001675,V1144,DC004,789,2024-06-01,2024-06-13,Open,Regular,441,36,140.77,62079.57,Net 30
1676,PO00001676,V3345,DC012,196,2024-09-11,2024-09-26,Open,Regular,220,18,195.81,43078.2,2/10 Net 30
1677,PO00001677,V3720,DC023,885,2024-03-05,2024-03-26,Cancelled,Regular,646,53,154.21,99619.66,Net 30
1678,PO00001678,V4846,DC023,688,2024-02-22,2024-03-02,Open,Regular,688,57,131.63,90561.44,Net 45
1679,PO00001679,V3921,DC014,546,2024-07-09,2024-07-22,Received,Regular,1061,88,12.03,12763.83,Net 60
1680,PO00001680,V4509,DC016,484,2024-12-27,2025-01-05,Open,Regular,1308,109,197.0,257676.0,Net 60
1681,PO00001681,V3781,DC015,39,2024-09-27,2024-10-17,Received,Rush,249,20,6.29,1566.21,Net 45
1682,PO00001682,V2577,DC004,29,2024-05-25,2024-06-11,Received,Cross-Dock,1176,98,121.44,142813.44,Net 45
1683,PO00001683,V2462,DC010,794,2024-09-30,2024-10-20,Received,Regular,982,81,99.24,97453.68,2/10 Net 30
1684,PO00001684,V3964,DC011,876,2024-04-13,2024-04-28,Cancelled,Regular,635,52,74.87,47542.45,Net 30
1685,PO00001685,V4272,DC016,506,2024-12-06,2024-12-20,Open,Direct Import,734,61,7.44,5460.96,Net 45
1686,PO00001686,V3723,DC018,847,2024-04-04,2024-04-12,Open,Cross-Dock,1292,107,102.59,132546.28,Net 45
1687,PO00001687,V3700,DC004,490,2024-06-19,2024-06-23,Received,Regular,55,4,7.68,422.4,Net 45
1688,PO00001688,V3693,DC007,361,2024-02-17,2024-02-24,Shipped,Regular,201,16,110.22,22154.22,Net 60
1689,PO00001689,V3898,DC005,159,2024-09-13,2024-09-29,Received,Regular,418,34,169.94,71034.92,Net 45
1690,PO00001690,V2175,DC015,98,2024-08-05,2024-08-12,Shipped,Regular,1388,115,8.0,11104.0,2/10 Net 30
1691,PO00001691,V4125,DC017,107,2024-03-03,2024-03-08,Received,Regular,965,80,170.31,164349.15,Net 30
1692,PO00001692,V1163,DC015,290,2024-11-27,2024-12-12,Received,Regular,977,81,93.53,91378.81,Net 60
1693,PO00001693,V2523,DC017,201,2024-01-01,2024-01-08,Confirmed,Regular,405,33,131.09,53091.45,Net 60
1694,PO00001694,V3398,DC001,529,2024-12-11,2024-12-27,Received,Direct Import,412,34,162.66,67015.92,2/10 Net 30
1695,PO00001695,V1059,DC001,450,2024-02-09,2024-02-18,Received,Direct Import,458,38,94.96,43491.68,Net 60
1696,PO00001696,V3309,DC022,841,2024-05-15,2024-05-19,Shipped,Regular,1278,106,64.82,82839.96,2/10 Net 30
1697,PO00001697,V2573,DC004,684,2024-06-08,2024-06-14,Received,Regular,223,18,33.52,7474.96,Net 30
1698,PO00001698,V4272,DC001,506,2024-09-07,2024-09-12,Received,Regular,1367,113,7.44,10170.48,Net 45
1699,PO00001699,V1297,DC013,741,2024-06-06,2024-06-15,Shipped,Direct Import,146,12,158.28,23108.88,2/10 Net 30
1700,PO00001700,V2278,DC007,263,2024-03-05,2024-03-24,Open,Regular,1423,118,45.64,64945.72,Net 60
1701,PO00001701,V1648,DC013,730,2024-03-31,2024-04-05,Confirmed,Regular,821,68,80.92,66435.32,Net 30
1702,PO00001702,V3146,DC010,100,2024-03-29,2024-04-19,Received,Regular,495,41,141.67,70126.65,Net 60
1703,PO00001703,V4302,DC024,93,2024-01-13,2024-01-16,Received,Rush,1408,117,100.3,141222.4,2/10 Net 30
1704,PO00001704,V4986,DC006,883,2024-03-09,2024-03-22,Received,Rush,591,49,199.17,117709.47,Net 30
1705,PO00001705,V3946,DC017,379,2024-09-27,2024-10-09,Cancelled,Rush,1429,119,14.03,20048.87,Net 30
1706,PO00001706,V4136,DC001,356,2024-08-09,2024-08-24,Confirmed,Regular,1274,106,38.38,48896.12,Net 60
1707,PO00001707,V4535,DC005,554,2024-10-22,2024-10-25,Received,Regular,392,32,26.31,10313.52,Net 45
1708,PO00001708,V1738,DC003,103,2024-06-08,2024-06-26,Received,Direct Import,421,35,72.68,30598.28,Net 45
1709,PO00001709,V2024,DC006,768,2024-03-04,2024-03-21,Received,Rush,1389,115,28.27,39267.03,Net 45
1710,PO00001710,V3504,DC009,687,2024-10-31,2024-11-16,Received,Direct Import,196,16,144.55,28331.8,Net 45
1711,PO00001711,V1730,DC022,817,2024-11-29,2024-12-12,Confirmed,Regular,1124,93,64.9,72947.6,Net 60
1712,PO00001712,V4736,DC005,830,2024-06-25,2024-06-30,Open,Regular,878,73,18.51,16251.78,Net 30
1713,PO00001713,V3340,DC018,243,2024-07-26,2024-08-03,Confirmed,Direct Import,741,61,114.46,84814.86,Net 60
1714,PO00001714,V2218,DC016,605,2024-08-12,2024-08-18,Received,Regular,1392,116,140.21,195172.32,2/10 Net 30
1715,PO00001715,V3251,DC007,12,2024-04-17,2024-05-04,Received,Regular,106,8,26.11,2767.66,Net 60
1716,PO00001716,V2557,DC020,566,2024-01-16,2024-01-29,Cancelled,Regular,418,34,119.77,50063.86,Net 30
