plan_id,store_id,item_id,category_id,department,effective_date,end_date,aisle,shelf_number,shelf_position,facing_count,shelf_capacity,min_display_qty,is_key_item,is_seasonal_slot,planogram_version
3671,13,64,1,Grocery,2024-07-01,2024-12-31,A03,4,10,1,39,6,False,False,v3
3672,13,16,1,Grocery,2024-07-01,2024-12-31,A22,5,8,1,19,8,False,False,v4
3673,13,276,3,Apparel,2024-04-01,2024-12-31,A06,3,10,4,44,3,False,False,v5
3674,13,424,5,Sporting Goods,2024-10-01,2024-12-31,A12,1,9,2,8,12,False,False,v1
3675,13,459,5,Sporting Goods,2024-10-01,2024-12-31,A21,4,9,4,19,3,False,False,v1
3676,13,823,9,Health & Beauty,2024-07-01,2024-12-31,A18,5,15,3,43,11,False,False,v5
3677,13,929,10,Office Supplies,2024-01-01,2024-12-31,A16,6,3,3,26,12,False,True,v3
3678,13,831,9,Health & Beauty,2024-07-01,2024-12-31,A02,4,18,2,30,3,False,False,v2
3679,13,829,9,Health & Beauty,2024-01-01,2024-12-31,A23,1,12,1,38,2,False,False,v4
3680,13,513,6,Pharmacy,2024-10-01,2024-12-31,A29,2,17,4,35,12,False,False,v5
3681,13,223,3,Apparel,2024-10-01,2024-12-31,A15,2,6,1,27,11,False,False,v3
3682,13,196,2,Electronics,2024-04-01,2024-12-31,A28,6,9,4,35,9,False,False,v2
3683,13,460,5,Sporting Goods,2024-04-01,2024-12-31,A14,6,20,4,36,4,False,False,v2
3684,13,800,8,Toys,2024-07-01,2024-12-31,A21,5,9,4,31,11,False,False,v3
3685,13,364,4,Home & Garden,2024-04-01,2024-12-31,A10,4,14,3,10,2,False,False,v3
3686,13,981,10,Office Supplies,2024-07-01,2024-12-31,A10,3,9,4,38,3,False,False,v3
3687,13,706,8,Toys,2024-07-01,2024-12-31,A03,6,7,2,29,4,False,False,v3
3688,13,99,1,Grocery,2024-04-01,2024-12-31,A09,4,17,2,37,3,False,False,v1
3689,13,734,8,Toys,2024-01-01,2024-12-31,A05,2,3,4,32,7,False,False,v1
3690,13,47,1,Grocery,2024-07-01,2024-12-31,A20,4,13,4,8,4,True,True,v4
3691,13,732,8,Toys,2024-10-01,2024-12-31,A30,6,1,3,7,8,False,False,v4
3692,13,412,5,Sporting Goods,2024-10-01,2024-12-31,A24,1,7,2,17,11,True,False,v4
3693,13,722,8,Toys,2024-01-01,2024-12-31,A09,6,17,3,7,6,False,False,v1
3694,13,59,1,Grocery,2024-07-01,2024-12-31,A28,5,12,1,35,4,False,False,v3
3695,13,878,9,Health & Beauty,2024-04-01,2024-12-31,A15,2,18,1,22,12,False,False,v5
3696,13,431,5,Sporting Goods,2024-04-01,2024-12-31,A28,2,20,4,21,10,False,False,v1
3697,13,678,7,Automotive,2024-10-01,2024-12-31,A11,2,9,2,32,2,False,False,v4
3698,13,100,1,Grocery,2024-10-01,2024-12-31,A07,6,7,3,16,7,False,False,v1
3699,13,919,10,Office Supplies,2024-10-01,2024-12-31,A14,3,19,1,11,10,False,False,v3
3700,13,922,10,Office Supplies,2024-07-01,2024-12-31,A09,1,3,4,37,5,False,False,v2
3701,13,321,4,Home & Garden,2024-07-01,2024-12-31,A01,3,3,2,29,10,False,False,v1
3702,13,947,10,Office Supplies,2024-01-01,2024-12-31,A02,3,6,1,45,8,False,False,v4
3703,13,726,8,Toys,2024-04-01,2024-12-31,A05,2,4,2,37,10,False,False,v1
3704,13,249,3,Apparel,2024-04-01,2024-12-31,A04,1,19,3,7,11,True,False,v2
3705,13,975,10,Office Supplies,2024-10-01,2024-12-31,A19,1,12,2,8,8,False,False,v5
3706,13,278,3,Apparel,2024-04-01,2024-12-31,A23,6,18,2,10,6,True,False,v2
3707,13,86,1,Grocery,2024-10-01,2024-12-31,A16,2,5,4,40,5,True,False,v2
3708,13,299,3,Apparel,2024-07-01,2024-12-31,A01,5,15,4,10,12,False,False,v2
3709,13,22,1,Grocery,2024-07-01,2024-12-31,A17,3,9,2,30,3,True,False,v2
3710,13,932,10,Office Supplies,2024-07-01,2024-12-31,A26,4,9,3,12,12,False,False,v3
3711,13,809,9,Health & Beauty,2024-01-01,2024-12-31,A12,4,19,1,40,9,True,False,v4
3712,13,201,3,Apparel,2024-04-01,2024-12-31,A26,5,19,1,12,7,False,False,v3
3713,13,850,9,Health & Beauty,2024-10-01,2024-12-31,A27,6,10,1,14,12,False,False,v4
3714,13,677,7,Automotive,2024-01-01,2024-12-31,A08,5,18,4,37,4,False,False,v4
3715,13,294,3,Apparel,2024-10-01,2024-12-31,A27,4,10,1,14,7,True,True,v2
3716,13,78,1,Grocery,2024-07-01,2024-12-31,A23,5,12,1,7,11,False,False,v5
3717,13,373,4,Home & Garden,2024-07-01,2024-12-31,A10,2,18,2,10,6,False,False,v5
3718,13,52,1,Grocery,2024-10-01,2024-12-31,A09,3,1,1,45,8,False,False,v3
3719,13,723,8,Toys,2024-10-01,2024-12-31,A01,2,20,1,39,11,False,True,v3
3720,13,668,7,Automotive,2024-04-01,2024-12-31,A04,4,7,1,22,8,False,False,v1
3721,13,217,3,Apparel,2024-07-01,2024-12-31,A09,3,20,4,31,4,False,False,v3
3722,13,367,4,Home & Garden,2024-01-01,2024-12-31,A22,2,13,3,25,11,False,False,v3
3723,13,300,3,Apparel,2024-10-01,2024-12-31,A09,1,1,1,28,9,False,False,v2
3724,13,53,1,Grocery,2024-07-01,2024-12-31,A25,3,16,4,41,9,False,False,v5
3725,13,808,9,Health & Beauty,2024-10-01,2024-12-31,A18,3,1,3,38,8,False,False,v2
3726,13,267,3,Apparel,2024-01-01,2024-12-31,A15,6,11,4,23,9,False,False,v5
3727,13,186,2,Electronics,2024-07-01,2024-12-31,A24,5,4,2,8,5,True,False,v4
3728,13,795,8,Toys,2024-01-01,2024-12-31,A27,3,6,4,32,5,False,False,v1
3729,13,368,4,Home & Garden,2024-10-01,2024-12-31,A06,6,7,4,46,3,False,True,v1
3730,13,446,5,Sporting Goods,2024-01-01,2024-12-31,A03,3,20,1,28,12,False,True,v2
3731,13,747,8,Toys,2024-04-01,2024-12-31,A26,3,18,1,39,6,False,False,v1
3732,13,694,7,Automotive,2024-10-01,2024-12-31,A30,1,6,3,10,5,False,False,v1
3733,13,994,10,Office Supplies,2024-04-01,2024-12-31,A02,4,1,2,37,3,False,False,v3
3734,13,565,6,Pharmacy,2024-04-01,2024-12-31,A04,3,19,1,7,9,True,False,v1
3735,13,88,1,Grocery,2024-01-01,2024-12-31,A10,1,10,1,11,10,False,False,v3
3736,13,465,5,Sporting Goods,2024-10-01,2024-12-31,A10,4,13,4,10,8,False,False,v3
3737,13,66,1,Grocery,2024-01-01,2024-12-31,A24,1,9,2,41,5,True,False,v5
3738,13,401,5,Sporting Goods,2024-07-01,2024-12-31,A20,1,1,4,9,8,True,False,v2
3739,13,567,6,Pharmacy,2024-10-01,2024-12-31,A14,5,11,1,13,2,True,False,v2
3740,13,11,1,Grocery,2024-10-01,2024-12-31,A17,3,1,3,18,12,False,False,v4
3741,13,207,3,Apparel,2024-10-01,2024-12-31,A09,1,1,1,15,12,True,False,v5
3742,13,274,3,Apparel,2024-10-01,2024-12-31,A03,2,12,2,24,12,True,False,v4
3743,13,485,5,Sporting Goods,2024-01-01,2024-12-31,A27,5,11,2,37,4,False,True,v2
3744,13,540,6,Pharmacy,2024-04-01,2024-12-31,A12,3,1,2,15,2,False,False,v5
3745,13,727,8,Toys,2024-01-01,2024-12-31,A06,4,16,3,16,11,True,False,v4
3746,13,886,9,Health & Beauty,2024-04-01,2024-12-31,A10,3,2,2,36,2,False,False,v2
3747,13,945,10,Office Supplies,2024-07-01,2024-12-31,A01,6,6,4,22,2,False,False,v4
3748,13,880,9,Health & Beauty,2024-10-01,2024-12-31,A11,2,2,3,41,3,False,False,v5
3749,13,330,4,Home & Garden,2024-07-01,2024-12-31,A11,6,17,1,19,8,False,False,v1
3750,13,216,3,Apparel,2024-07-01,2024-12-31,A06,5,8,3,23,3,False,False,v2
3751,13,588,6,Pharmacy,2024-07-01,2024-12-31,A04,4,1,3,15,11,True,False,v4
3752,13,631,7,Automotive,2024-07-01,2024-12-31,A26,1,3,2,35,12,False,False,v2
3753,13,255,3,Apparel,2024-04-01,2024-12-31,A20,1,8,4,8,12,False,False,v1
3754,13,265,3,Apparel,2024-01-01,2024-12-31,A22,3,4,4,20,3,False,False,v2
3755,13,514,6,Pharmacy,2024-01-01,2024-12-31,A13,3,12,4,48,9,False,False,v2
3756,13,19,1,Grocery,2024-01-01,2024-12-31,A25,4,19,3,25,11,False,True,v4
3757,13,876,9,Health & Beauty,2024-04-01,2024-12-31,A28,5,11,2,19,3,False,False,v1
3758,13,319,4,Home & Garden,2024-01-01,2024-12-31,A26,3,6,3,47,4,False,False,v2
3759,13,5,1,Grocery,2024-07-01,2024-12-31,A12,5,15,4,22,10,False,False,v1
3760,13,531,6,Pharmacy,2024-04-01,2024-12-31,A14,6,18,4,25,10,False,False,v2
3761,13,776,8,Toys,2024-10-01,2024-12-31,A11,4,7,3,18,6,False,False,v3
3762,13,136,2,Electronics,2024-07-01,2024-12-31,A03,6,5,1,18,9,False,False,v2
3763,13,663,7,Automotive,2024-01-01,2024-12-31,A16,5,4,3,10,8,False,False,v5
3764,13,964,10,Office Supplies,2024-07-01,2024-12-31,A20,2,6,4,26,12,False,False,v5
3765,13,618,7,Automotive,2024-07-01,2024-12-31,A15,3,15,2,29,3,True,False,v2
3766,13,820,9,Health & Beauty,2024-04-01,2024-12-31,A02,4,9,4,46,3,False,True,v5
3767,13,874,9,Health & Beauty,2024-10-01,2024-12-31,A30,3,16,1,21,2,False,False,v2
3768,13,728,8,Toys,2024-01-01,2024-12-31,A10,6,15,4,41,10,False,False,v1
3769,13,783,8,Toys,2024-07-01,2024-12-31,A02,4,11,4,19,12,False,False,v4
3770,13,252,3,Apparel,2024-10-01,2024-12-31,A04,2,5,4,48,4,False,False,v4
3771,13,525,6,Pharmacy,2024-10-01,2024-12-31,A30,5,11,4,16,6,False,False,v2
3772,13,382,4,Home & Garden,2024-01-01,2024-12-31,A13,5,11,3,40,3,False,False,v5
3773,13,4,1,Grocery,2024-07-01,2024-12-31,A05,5,13,2,9,5,False,False,v3
3774,13,95,1,Grocery,2024-07-01,2024-12-31,A17,4,6,4,41,9,False,True,v5
3775,13,564,6,Pharmacy,2024-10-01,2024-12-31,A27,2,19,1,30,4,False,False,v5
3776,13,457,5,Sporting Goods,2024-07-01,2024-12-31,A20,1,2,3,41,5,True,False,v4
3777,13,113,2,Electronics,2024-04-01,2024-12-31,A13,6,20,2,22,7,False,False,v4
3778,13,112,2,Electronics,2024-07-01,2024-12-31,A17,6,19,3,44,9,False,False,v2
3779,13,647,7,Automotive,2024-01-01,2024-12-31,A27,6,14,1,37,5,False,False,v1
3780,13,487,5,Sporting Goods,2024-04-01,2024-12-31,A21,4,9,3,42,10,False,False,v1
3781,13,949,10,Office Supplies,2024-10-01,2024-12-31,A15,4,7,4,48,6,True,False,v5
3782,13,520,6,Pharmacy,2024-10-01,2024-12-31,A28,4,9,3,9,12,False,True,v2
3783,13,612,7,Automotive,2024-01-01,2024-12-31,A22,4,11,2,25,10,False,False,v1
3784,13,523,6,Pharmacy,2024-01-01,2024-12-31,A14,2,1,4,29,2,False,False,v3
3785,13,445,5,Sporting Goods,2024-07-01,2024-12-31,A08,6,7,2,15,7,True,False,v4
3786,13,358,4,Home & Garden,2024-10-01,2024-12-31,A10,1,8,3,14,6,False,False,v5
3787,13,895,9,Health & Beauty,2024-07-01,2024-12-31,A02,4,6,2,31,9,True,False,v4
3788,13,220,3,Apparel,2024-10-01,2024-12-31,A29,1,1,2,13,9,False,False,v5
3789,13,351,4,Home & Garden,2024-04-01,2024-12-31,A13,2,12,4,43,7,True,False,v1
3790,13,637,7,Automotive,2024-01-01,2024-12-31,A10,5,7,2,46,6,False,False,v1
3791,13,483,5,Sporting Goods,2024-10-01,2024-12-31,A05,2,18,3,26,11,False,False,v4
3792,13,107,2,Electronics,2024-10-01,2024-12-31,A09,4,3,1,7,5,True,False,v3
3793,13,700,7,Automotive,2024-10-01,2024-12-31,A26,1,1,2,16,2,False,False,v5
3794,13,67,1,Grocery,2024-04-01,2024-12-31,A28,4,3,4,7,11,True,False,v4
3795,13,288,3,Apparel,2024-07-01,2024-12-31,A06,4,16,1,40,5,True,False,v3
3796,13,731,8,Toys,2024-04-01,2024-12-31,A01,1,14,3,43,11,False,False,v1
3797,13,899,9,Health & Beauty,2024-07-01,2024-12-31,A28,1,15,1,32,10,True,False,v5
3798,13,775,8,Toys,2024-04-01,2024-12-31,A18,4,4,2,47,8,True,False,v2
3799,13,506,6,Pharmacy,2024-10-01,2024-12-31,A04,5,20,4,15,8,False,False,v4
3800,13,541,6,Pharmacy,2024-01-01,2024-12-31,A13,4,6,4,15,12,False,False,v1
3801,13,134,2,Electronics,2024-10-01,2024-12-31,A07,2,18,2,43,4,False,False,v3
3802,13,234,3,Apparel,2024-01-01,2024-12-31,A06,6,14,3,24,8,False,False,v3
3803,13,644,7,Automotive,2024-10-01,2024-12-31,A08,6,11,1,21,6,True,False,v3
3804,13,498,5,Sporting Goods,2024-07-01,2024-12-31,A04,3,10,4,34,9,False,False,v3
3805,13,282,3,Apparel,2024-10-01,2024-12-31,A07,2,8,2,35,5,False,False,v3
3806,13,225,3,Apparel,2024-01-01,2024-12-31,A17,5,17,2,43,10,False,False,v1
3807,13,927,10,Office Supplies,2024-04-01,2024-12-31,A26,5,15,1,35,3,False,True,v5
3808,13,184,2,Electronics,2024-01-01,2024-12-31,A21,5,8,1,27,11,False,False,v5
3809,13,438,5,Sporting Goods,2024-04-01,2024-12-31,A09,6,9,2,19,7,False,False,v1
3810,13,763,8,Toys,2024-04-01,2024-12-31,A09,2,13,4,12,7,False,False,v2
3811,13,574,6,Pharmacy,2024-04-01,2024-12-31,A23,5,5,3,27,2,False,False,v2
3812,13,45,1,Grocery,2024-07-01,2024-12-31,A14,3,6,1,35,12,True,False,v3
3813,13,215,3,Apparel,2024-07-01,2024-12-31,A21,5,12,3,14,10,False,False,v2
3814,13,815,9,Health & Beauty,2024-01-01,2024-12-31,A18,2,2,1,6,12,False,False,v5
3815,13,270,3,Apparel,2024-04-01,2024-12-31,A15,4,14,1,17,6,True,True,v4
3816,13,208,3,Apparel,2024-10-01,2024-12-31,A06,4,1,3,30,4,False,False,v2
3817,13,266,3,Apparel,2024-04-01,2024-12-31,A09,6,4,3,7,7,False,False,v2
3818,13,898,9,Health & Beauty,2024-01-01,2024-12-31,A29,1,4,1,18,10,False,False,v5
3819,13,102,2,Electronics,2024-01-01,2024-12-31,A29,1,18,1,25,2,False,False,v1
3820,13,128,2,Electronics,2024-07-01,2024-12-31,A07,2,16,4,14,10,False,False,v2
3821,13,512,6,Pharmacy,2024-07-01,2024-12-31,A26,2,15,3,24,6,True,True,v4
3822,13,137,2,Electronics,2024-07-01,2024-12-31,A05,3,8,2,40,4,False,False,v2
3823,13,870,9,Health & Beauty,2024-04-01,2024-12-31,A17,4,17,4,6,10,False,False,v3
3824,13,385,4,Home & Garden,2024-10-01,2024-12-31,A05,3,18,2,11,2,True,False,v3
3825,13,674,7,Automotive,2024-01-01,2024-12-31,A24,5,3,1,43,12,False,False,v2
3826,13,168,2,Electronics,2024-04-01,2024-12-31,A07,3,6,3,40,11,False,False,v3
3827,13,157,2,Electronics,2024-01-01,2024-12-31,A13,5,16,4,40,11,True,False,v4
3828,13,287,3,Apparel,2024-07-01,2024-12-31,A18,6,11,2,11,5,True,True,v3
3829,13,965,10,Office Supplies,2024-10-01,2024-12-31,A27,1,9,1,19,11,False,False,v4
3830,13,502,6,Pharmacy,2024-01-01,2024-12-31,A03,4,9,4,39,4,False,False,v2
3831,13,581,6,Pharmacy,2024-10-01,2024-12-31,A28,3,20,3,22,10,False,False,v2
3832,13,173,2,Electronics,2024-10-01,2024-12-31,A05,2,20,3,14,3,False,True,v4
3833,13,746,8,Toys,2024-01-01,2024-12-31,A18,3,19,1,8,2,False,False,v2
3834,13,777,8,Toys,2024-10-01,2024-12-31,A07,2,11,3,17,4,True,False,v3
3835,13,286,3,Apparel,2024-07-01,2024-12-31,A29,5,2,2,10,4,True,False,v3
3836,13,853,9,Health & Beauty,2024-04-01,2024-12-31,A15,6,18,2,11,12,True,False,v2
3837,13,148,2,Electronics,2024-01-01,2024-12-31,A10,6,8,3,44,4,False,False,v2
3838,13,848,9,Health & Beauty,2024-10-01,2024-12-31,A22,1,14,1,26,8,False,False,v1
3839,13,247,3,Apparel,2024-04-01,2024-12-31,A17,1,2,4,22,5,False,False,v5
3840,13,703,8,Toys,2024-07-01,2024-12-31,A08,4,9,1,32,9,False,False,v5
3841,13,745,8,Toys,2024-07-01,2024-12-31,A03,4,12,1,15,8,False,False,v1
3842,13,146,2,Electronics,2024-07-01,2024-12-31,A28,1,9,1,34,11,False,False,v3
3843,13,323,4,Home & Garden,2024-10-01,2024-12-31,A13,6,4,3,7,11,False,False,v4
3844,13,712,8,Toys,2024-01-01,2024-12-31,A29,2,12,1,27,8,False,False,v1
3845,13,472,5,Sporting Goods,2024-07-01,2024-12-31,A29,6,4,1,15,10,False,False,v1
3846,13,1000,10,Office Supplies,2024-01-01,2024-12-31,A23,5,15,2,34,6,False,False,v5
3847,13,192,2,Electronics,2024-01-01,2024-12-31,A23,5,10,4,16,9,False,False,v4
3848,13,907,10,Office Supplies,2024-04-01,2024-12-31,A18,1,10,3,30,6,False,False,v4
3849,13,509,6,Pharmacy,2024-10-01,2024-12-31,A04,4,11,3,6,5,False,False,v2
3850,13,866,9,Health & Beauty,2024-01-01,2024-12-31,A14,5,12,3,37,2,False,False,v5
3851,13,116,2,Electronics,2024-10-01,2024-12-31,A27,2,7,1,16,12,False,False,v1
3852,13,169,2,Electronics,2024-10-01,2024-12-31,A07,4,14,2,37,3,False,False,v4
3853,13,57,1,Grocery,2024-07-01,2024-12-31,A11,1,12,3,29,10,False,False,v3
3854,13,118,2,Electronics,2024-10-01,2024-12-31,A14,5,7,3,30,12,False,False,v3
3855,13,672,7,Automotive,2024-07-01,2024-12-31,A25,5,18,4,39,6,False,False,v2
3856,13,1,1,Grocery,2024-10-01,2024-12-31,A27,4,10,2,14,9,False,False,v5
3857,13,38,1,Grocery,2024-10-01,2024-12-31,A08,5,13,3,8,11,False,False,v4
3858,13,767,8,Toys,2024-01-01,2024-12-31,A10,6,15,2,18,8,True,False,v1
3859,13,710,8,Toys,2024-04-01,2024-12-31,A13,5,1,4,33,10,False,False,v2
3860,13,158,2,Electronics,2024-01-01,2024-12-31,A07,4,9,1,42,7,False,False,v5
3861,13,681,7,Automotive,2024-01-01,2024-12-31,A20,2,15,2,16,7,False,False,v1
3862,13,835,9,Health & Beauty,2024-04-01,2024-12-31,A28,3,1,2,40,8,False,False,v1
3863,13,449,5,Sporting Goods,2024-04-01,2024-12-31,A10,6,8,2,34,12,False,True,v1
3864,13,589,6,Pharmacy,2024-01-01,2024-12-31,A07,2,16,3,32,11,False,False,v3
3865,13,298,3,Apparel,2024-04-01,2024-12-31,A04,3,13,4,27,6,False,False,v3
3866,13,375,4,Home & Garden,2024-10-01,2024-12-31,A08,1,11,4,6,7,False,False,v3
3867,13,317,4,Home & Garden,2024-01-01,2024-12-31,A10,5,18,3,23,8,False,False,v2
3868,13,584,6,Pharmacy,2024-01-01,2024-12-31,A09,6,11,4,29,2,False,False,v3
3869,13,944,10,Office Supplies,2024-04-01,2024-12-31,A20,1,4,1,22,2,True,True,v4
3870,13,396,4,Home & Garden,2024-07-01,2024-12-31,A30,5,18,1,28,5,True,False,v5
3871,13,909,10,Office Supplies,2024-04-01,2024-12-31,A20,4,7,3,17,3,False,False,v5
3872,13,593,6,Pharmacy,2024-04-01,2024-12-31,A19,3,3,2,33,6,False,True,v2
3873,13,461,5,Sporting Goods,2024-01-01,2024-12-31,A22,5,11,3,8,3,False,True,v4
3874,13,46,1,Grocery,2024-07-01,2024-12-31,A30,5,12,2,10,4,False,False,v3
3875,13,236,3,Apparel,2024-01-01,2024-12-31,A07,6,13,4,35,5,False,False,v3
3876,13,913,10,Office Supplies,2024-07-01,2024-12-31,A05,4,3,1,26,12,False,False,v2
3877,13,518,6,Pharmacy,2024-07-01,2024-12-31,A08,1,13,2,32,3,False,False,v1
3878,13,77,1,Grocery,2024-04-01,2024-12-31,A21,5,8,3,19,2,True,False,v2
3879,13,609,7,Automotive,2024-07-01,2024-12-31,A08,5,5,4,25,2,False,False,v5
3880,13,160,2,Electronics,2024-01-01,2024-12-31,A25,3,8,4,24,11,False,False,v4
3881,13,238,3,Apparel,2024-10-01,2024-12-31,A19,2,15,3,25,11,False,False,v5
3882,13,405,5,Sporting Goods,2024-04-01,2024-12-31,A27,1,1,2,25,8,False,False,v3
3883,13,769,8,Toys,2024-10-01,2024-12-31,A05,3,8,2,47,10,False,False,v4
3884,13,44,1,Grocery,2024-10-01,2024-12-31,A07,2,15,3,8,11,False,False,v1
3885,13,151,2,Electronics,2024-07-01,2024-12-31,A06,4,17,1,37,5,False,True,v5
3886,13,307,4,Home & Garden,2024-10-01,2024-12-31,A07,1,11,4,34,12,False,False,v2
3887,13,720,8,Toys,2024-10-01,2024-12-31,A28,3,11,3,15,8,True,False,v1
3888,13,398,4,Home & Garden,2024-04-01,2024-12-31,A23,5,1,1,29,4,False,False,v2
3889,13,164,2,Electronics,2024-07-01,2024-12-31,A09,6,12,1,29,2,False,False,v1
3890,13,610,7,Automotive,2024-07-01,2024-12-31,A23,6,3,1,11,10,False,False,v3
3891,13,840,9,Health & Beauty,2024-10-01,2024-12-31,A24,6,10,1,41,8,False,True,v5
3892,13,34,1,Grocery,2024-10-01,2024-12-31,A03,4,2,4,17,5,False,True,v1
3893,13,627,7,Automotive,2024-01-01,2024-12-31,A12,2,20,3,25,7,False,False,v1
3894,13,478,5,Sporting Goods,2024-07-01,2024-12-31,A16,4,12,4,10,8,False,False,v5
3895,13,761,8,Toys,2024-04-01,2024-12-31,A24,2,4,1,22,11,False,True,v4
3896,13,680,7,Automotive,2024-04-01,2024-12-31,A20,1,4,3,35,11,False,False,v3
3897,13,141,2,Electronics,2024-01-01,2024-12-31,A17,3,4,1,14,4,False,False,v1
3898,13,322,4,Home & Garden,2024-04-01,2024-12-31,A08,3,11,4,9,4,True,False,v5
3899,13,614,7,Automotive,2024-07-01,2024-12-31,A09,2,18,3,18,12,False,False,v4
3900,13,961,10,Office Supplies,2024-07-01,2024-12-31,A11,3,11,1,12,11,True,False,v5
3901,14,173,2,Electronics,2024-07-01,2024-12-31,A15,5,19,2,14,10,False,False,v2
3902,14,279,3,Apparel,2024-04-01,2024-12-31,A06,3,14,2,7,9,True,True,v3
3903,14,487,5,Sporting Goods,2024-10-01,2024-12-31,A28,1,20,2,33,10,False,False,v2
3904,14,514,6,Pharmacy,2024-04-01,2024-12-31,A09,1,18,3,37,10,False,False,v3
3905,14,673,7,Automotive,2024-07-01,2024-12-31,A21,6,16,2,20,8,True,False,v2
3906,14,919,10,Office Supplies,2024-04-01,2024-12-31,A20,5,13,3,47,4,False,False,v3
3907,14,557,6,Pharmacy,2024-10-01,2024-12-31,A11,2,6,4,19,10,True,False,v2
3908,14,130,2,Electronics,2024-01-01,2024-12-31,A29,2,10,3,17,5,False,False,v3
3909,14,659,7,Automotive,2024-01-01,2024-12-31,A17,5,15,3,36,6,False,False,v2
3910,14,304,4,Home & Garden,2024-04-01,2024-12-31,A25,1,17,1,6,5,False,False,v5
3911,14,34,1,Grocery,2024-01-01,2024-12-31,A25,4,7,2,22,6,False,False,v2
3912,14,281,3,Apparel,2024-07-01,2024-12-31,A17,3,7,1,27,6,True,False,v4
3913,14,743,8,Toys,2024-10-01,2024-12-31,A30,4,1,2,14,11,True,False,v2
3914,14,733,8,Toys,2024-07-01,2024-12-31,A02,4,11,3,44,12,False,False,v1
3915,14,851,9,Health & Beauty,2024-01-01,2024-12-31,A19,5,1,2,31,10,True,False,v1
3916,14,581,6,Pharmacy,2024-07-01,2024-12-31,A24,3,15,3,17,3,False,True,v1
3917,14,264,3,Apparel,2024-04-01,2024-12-31,A26,4,15,4,23,2,False,False,v3
3918,14,718,8,Toys,2024-01-01,2024-12-31,A20,3,13,4,27,4,False,False,v3
3919,14,138,2,Electronics,2024-01-01,2024-12-31,A28,5,1,4,27,5,True,True,v2
3920,14,202,3,Apparel,2024-01-01,2024-12-31,A09,5,2,2,45,7,False,False,v2
3921,14,120,2,Electronics,2024-04-01,2024-12-31,A26,6,10,2,40,4,False,False,v3
3922,14,25,1,Grocery,2024-04-01,2024-12-31,A20,3,10,4,9,4,False,False,v1
3923,14,55,1,Grocery,2024-10-01,2024-12-31,A18,6,5,1,46,3,False,False,v2
3924,14,989,10,Office Supplies,2024-04-01,2024-12-31,A01,3,11,3,42,12,True,False,v3
3925,14,483,5,Sporting Goods,2024-01-01,2024-12-31,A16,3,19,2,9,3,True,True,v5
3926,14,469,5,Sporting Goods,2024-10-01,2024-12-31,A05,6,19,2,16,9,False,False,v5
3927,14,702,8,Toys,2024-07-01,2024-12-31,A19,5,1,2,6,5,False,False,v4
3928,14,792,8,Toys,2024-04-01,2024-12-31,A04,3,18,3,10,2,False,True,v4
3929,14,867,9,Health & Beauty,2024-04-01,2024-12-31,A02,2,12,1,46,6,False,True,v1
3930,14,116,2,Electronics,2024-04-01,2024-12-31,A23,1,16,1,36,8,False,False,v2
3931,14,460,5,Sporting Goods,2024-04-01,2024-12-31,A20,2,8,4,20,8,False,False,v1
3932,14,455,5,Sporting Goods,2024-07-01,2024-12-31,A12,4,8,2,33,11,False,False,v2
3933,14,478,5,Sporting Goods,2024-10-01,2024-12-31,A22,2,10,1,15,9,False,False,v5
3934,14,613,7,Automotive,2024-10-01,2024-12-31,A14,3,19,3,39,9,False,False,v5
3935,14,461,5,Sporting Goods,2024-01-01,2024-12-31,A22,6,17,3,29,7,False,False,v4
3936,14,636,7,Automotive,2024-07-01,2024-12-31,A16,6,9,1,44,12,False,False,v1
3937,14,341,4,Home & Garden,2024-04-01,2024-12-31,A10,4,4,2,36,2,False,False,v4
3938,14,793,8,Toys,2024-10-01,2024-12-31,A03,4,9,4,10,5,False,False,v5
3939,14,95,1,Grocery,2024-01-01,2024-12-31,A02,5,13,3,11,10,False,False,v3
3940,14,660,7,Automotive,2024-10-01,2024-12-31,A16,4,2,1,35,3,False,False,v2
3941,14,858,9,Health & Beauty,2024-07-01,2024-12-31,A28,3,2,2,37,8,False,False,v4
3942,14,458,5,Sporting Goods,2024-01-01,2024-12-31,A14,1,11,3,18,3,False,False,v5
3943,14,576,6,Pharmacy,2024-07-01,2024-12-31,A24,5,2,2,41,6,True,False,v4
3944,14,663,7,Automotive,2024-07-01,2024-12-31,A05,2,11,1,12,4,False,False,v2
3945,14,107,2,Electronics,2024-10-01,2024-12-31,A02,1,18,2,27,8,False,False,v5
3946,14,690,7,Automotive,2024-01-01,2024-12-31,A07,1,13,3,37,10,False,False,v4
3947,14,181,2,Electronics,2024-04-01,2024-12-31,A28,5,20,1,45,3,False,False,v1
3948,14,964,10,Office Supplies,2024-07-01,2024-12-31,A27,5,1,3,23,4,False,False,v5
3949,14,741,8,Toys,2024-04-01,2024-12-31,A27,2,8,3,7,9,False,True,v4
3950,14,430,5,Sporting Goods,2024-04-01,2024-12-31,A11,6,11,2,6,12,False,False,v3
3951,14,243,3,Apparel,2024-10-01,2024-12-31,A12,5,15,1,25,8,True,False,v2
3952,14,137,2,Electronics,2024-01-01,2024-12-31,A13,6,4,2,6,10,True,False,v5
3953,14,400,4,Home & Garden,2024-04-01,2024-12-31,A10,2,16,2,18,12,False,False,v1
3954,14,687,7,Automotive,2024-10-01,2024-12-31,A11,3,10,4,37,8,False,False,v4
