promo_id,fiscal_week,week_start_date,sku_id,brand_id,retailer_id,promo_type,planned_discount_pct,actual_discount_pct,planned_stores,compliant_stores,compliance_pct,volume_lift_factor,incremental_units,promo_spend_dollars,is_holiday_promo,occasion
938,1,2024-01-01,SK013,B05,R05,Feature + Display,29.0,27.0,1330,888,66.8,1.65,1355,247681.11,False,
939,40,2024-09-30,SK013,B05,R05,Display,18.0,17.0,1330,872,65.6,1.29,338,72689.02,False,
940,44,2024-10-28,SK013,B05,R05,TPR + Feature,31.0,27.0,1330,699,52.6,1.25,97,103602.74,True,Halloween
941,41,2024-10-07,SK013,B05,R05,TPR + Feature,18.0,18.0,1330,792,59.6,1.75,1248,84386.11,False,
942,35,2024-08-26,SK013,B05,R06,TPR,20.0,18.0,2280,1456,63.9,1.08,318,235533.12,True,Back to School
943,13,2024-03-25,SK013,B05,R06,Feature + Display,24.0,21.0,2280,1411,61.9,1.52,1488,362848.32,False,
944,31,2024-07-29,SK013,B05,R06,Display,31.0,27.0,2280,1283,56.3,1.52,341,180071.44,False,
945,29,2024-07-15,SK013,B05,R06,TPR + Feature,28.0,25.0,2280,1383,60.7,1.43,305,238397.71,False,
946,42,2024-10-14,SK013,B05,R06,Feature,17.0,15.0,2280,1671,73.3,1.43,1317,146094.19,False,
947,22,2024-05-27,SK013,B05,R06,Feature,28.0,27.0,2280,1443,63.3,1.37,1536,55700.4,True,Memorial Day
948,32,2024-08-05,SK013,B05,R06,TPR,9.0,9.0,2280,1598,70.1,1.16,283,52994.95,False,
949,34,2024-08-19,SK013,B05,R06,TPR + Feature,29.0,30.0,2280,1452,63.7,1.27,154,419981.02,False,
950,8,2024-02-19,SK013,B05,R06,Feature,10.0,10.0,2280,1365,59.9,1.34,250,21484.44,False,
951,6,2024-02-05,SK013,B05,R07,TPR,16.0,16.0,2000,1212,60.6,1.03,1139,167520.0,False,
952,16,2024-04-15,SK013,B05,R07,Feature,26.0,24.0,2000,1464,73.2,1.21,615,255886.8,False,
953,11,2024-03-11,SK013,B05,R07,TPR,29.0,30.0,2000,1170,58.5,1.1,107,311726.8,False,
954,27,2024-07-01,SK013,B05,R07,Feature,16.0,15.0,2000,1378,68.9,1.53,973,214425.6,True,July 4th
955,29,2024-07-15,SK013,B05,R07,TPR + Feature,29.0,27.0,2000,1276,63.8,1.52,1244,141694.0,False,
956,45,2024-11-04,SK013,B05,R07,Feature,17.0,17.0,2000,1494,74.7,1.53,805,131712.6,False,
957,15,2024-04-08,SK013,B05,R07,Display,24.0,25.0,2000,1340,67.0,1.07,274,180921.6,False,
958,41,2024-10-07,SK013,B05,R07,Display,25.0,22.0,2000,1268,63.4,1.06,234,176245.0,False,
959,5,2024-01-29,SK013,B05,R08,Feature,15.0,15.0,340,202,59.7,1.46,12,7119.6,False,
960,22,2024-05-27,SK013,B05,R08,TPR + Feature,11.0,10.0,340,210,62.0,1.29,664,19578.9,True,Memorial Day
961,42,2024-10-14,SK013,B05,R08,TPR,18.0,15.0,340,192,56.5,1.49,1005,8543.52,False,
962,28,2024-07-08,SK013,B05,R08,TPR,18.0,17.0,340,241,71.1,1.06,742,41863.25,False,
963,25,2024-06-17,SK013,B05,R08,TPR + Feature,25.0,22.0,340,216,63.7,1.29,247,16019.1,False,
964,41,2024-10-07,SK013,B05,R08,TPR + Feature,10.0,10.0,340,223,65.7,1.49,107,17680.34,False,
965,11,2024-03-11,SK013,B05,R09,TPR,16.0,15.0,19000,11286,59.4,1.4,746,1559611.2,False,
966,41,2024-10-07,SK013,B05,R09,Feature + Display,13.0,12.0,19000,12768,67.2,1.95,986,1413729.2,False,
967,39,2024-09-23,SK013,B05,R09,TPR,14.0,15.0,19000,13110,69.0,1.48,49,1559611.2,False,
968,25,2024-06-17,SK013,B05,R09,Feature,28.0,27.0,19000,11913,62.7,1.18,312,1559611.2,False,
969,33,2024-08-12,SK013,B05,R09,TPR,11.0,11.0,19000,12540,66.0,1.25,430,1261879.3,False,
970,3,2024-01-15,SK013,B05,R09,Feature + Display,31.0,29.0,19000,9709,51.1,1.72,862,2733961.3,False,
971,12,2024-03-18,SK013,B05,R10,TPR,13.0,12.0,500,311,62.3,1.01,193,34254.35,False,
972,5,2024-01-29,SK013,B05,R10,TPR + Feature,27.0,25.0,500,309,61.8,1.64,206,27326.7,False,
973,16,2024-04-15,SK013,B05,R10,TPR,21.0,18.0,500,331,66.3,1.06,436,38843.7,False,
974,30,2024-07-22,SK013,B05,R10,TPR + Feature,10.0,9.0,500,376,75.2,1.72,775,6107.5,False,
975,23,2024-06-03,SK013,B05,R10,Feature + Display,29.0,29.0,500,343,68.7,1.68,26,21760.15,False,
976,40,2024-09-30,SK013,B05,R10,Feature + Display,14.0,12.0,500,335,67.0,1.62,621,30781.8,False,
977,11,2024-03-11,SK013,B05,R10,TPR,29.0,26.0,500,313,62.7,1.27,408,35423.5,False,
978,49,2024-12-02,SK013,B05,R10,Feature + Display,25.0,23.0,500,365,73.0,1.51,446,63256.25,False,
979,21,2024-05-20,SK013,B05,R10,TPR,28.0,25.0,500,304,60.9,1.2,303,97720.0,False,
980,13,2024-03-25,SK013,B05,R10,TPR,22.0,22.0,500,353,70.7,1.0,419,52594.3,False,
981,52,2024-12-23,SK014,B06,R01,Feature,11.0,10.0,4600,3114,67.7,1.51,4454,80545.08,True,New Year's Eve
982,22,2024-05-27,SK014,B06,R01,TPR,20.0,18.0,4600,2907,63.2,1.11,4150,596242.8,True,Memorial Day
983,14,2024-04-01,SK014,B06,R01,Feature,15.0,16.0,4600,2290,49.8,1.67,4639,188287.2,True,Easter
984,3,2024-01-15,SK014,B06,R01,Feature + Display,22.0,19.0,4600,2934,63.8,1.91,3949,736412.16,False,
985,9,2024-02-26,SK014,B06,R01,TPR,10.0,10.0,4600,2985,64.9,1.17,5042,237102.4,True,Valentine's Day
986,13,2024-03-25,SK014,B06,R01,TPR + Feature,17.0,16.0,4600,2576,56.0,1.41,5909,198573.26,False,
987,6,2024-02-05,SK014,B06,R01,Display,14.0,14.0,4600,3247,70.6,1.32,5533,309976.52,False,
988,50,2024-12-09,SK014,B06,R02,TPR + Feature,14.0,13.0,2800,1979,70.7,1.53,902,187195.68,True,Christmas
989,36,2024-09-02,SK014,B06,R02,Display,28.0,25.0,2800,1926,68.8,1.49,1804,306050.08,False,
990,22,2024-05-27,SK014,B06,R02,Feature + Display,29.0,29.0,2800,1419,50.7,1.59,625,517016.64,True,Memorial Day
991,6,2024-02-05,SK014,B06,R02,TPR,28.0,25.0,2800,1934,69.1,1.26,3841,216909.28,False,
992,51,2024-12-16,SK014,B06,R02,TPR,8.0,8.0,2800,1638,58.5,1.09,737,120552.32,False,
993,38,2024-09-16,SK014,B06,R02,Display,24.0,21.0,2800,2052,73.3,1.3,3314,168094.08,False,
994,44,2024-10-28,SK014,B06,R02,TPR + Feature,8.0,8.0,2800,1954,69.8,1.78,2211,155359.68,True,Halloween
995,40,2024-09-30,SK014,B06,R02,TPR,32.0,33.0,2800,1834,65.5,1.13,2235,129041.92,False,
996,9,2024-02-26,SK014,B06,R02,Feature,24.0,23.0,2800,2125,75.9,1.44,4224,119703.36,True,Valentine's Day
997,43,2024-10-21,SK014,B06,R03,TPR,17.0,17.0,1900,1259,66.3,1.01,1299,220350.6,False,
998,4,2024-01-22,SK014,B06,R03,Feature,28.0,29.0,1900,1217,64.1,1.26,1223,92748.88,True,Super Bowl
999,9,2024-02-26,SK014,B06,R03,TPR,23.0,22.0,1900,1567,82.5,1.3,114,205372.52,True,Valentine's Day
1000,31,2024-07-29,SK014,B06,R03,TPR,32.0,29.0,1900,1046,55.1,1.07,2079,366386.88,False,
1001,14,2024-04-01,SK014,B06,R03,TPR,12.0,12.0,1900,1109,58.4,1.4,970,23331.24,True,Easter
1002,23,2024-06-03,SK014,B06,R03,Feature,25.0,24.0,1900,1018,53.6,1.47,2039,88212.25,False,
1003,46,2024-11-11,SK014,B06,R03,Feature,28.0,24.0,1900,1254,66.0,1.5,621,393174.6,False,
1004,48,2024-11-25,SK014,B06,R03,TPR + Feature,18.0,16.0,1900,1265,66.6,1.72,1612,194427.0,True,Black Friday
1005,37,2024-09-09,SK014,B06,R03,Feature,25.0,22.0,1900,1290,67.9,1.35,2037,315043.75,True,Labor Day
1006,13,2024-03-25,SK014,B06,R03,Feature + Display,30.0,31.0,1900,1109,58.4,1.87,2005,360770.1,False,
1007,36,2024-09-02,SK014,B06,R04,Display,15.0,14.0,575,347,60.4,1.44,1273,47071.8,False,
1008,48,2024-11-25,SK014,B06,R04,Feature + Display,28.0,24.0,575,399,69.5,1.79,2309,67731.09,True,Black Friday
1009,50,2024-12-09,SK014,B06,R04,Display,15.0,15.0,575,380,66.2,1.46,388,30400.54,True,Christmas
1010,31,2024-07-29,SK014,B06,R04,Display,31.0,28.0,575,352,61.3,1.27,1074,17564.76,False,
1011,4,2024-01-22,SK014,B06,R04,Feature,21.0,22.0,575,332,57.9,1.27,1980,70934.59,True,Super Bowl
1012,3,2024-01-15,SK014,B06,R04,Feature,24.0,25.0,575,472,82.2,1.49,1719,13075.5,False,
1013,41,2024-10-07,SK014,B06,R04,Feature + Display,24.0,24.0,575,405,70.6,1.93,2522,39226.5,False,
1014,43,2024-10-21,SK014,B06,R04,Display,11.0,11.0,575,385,67.1,1.17,1776,18697.97,False,
1015,45,2024-11-04,SK014,B06,R04,Feature + Display,19.0,17.0,575,399,69.5,1.58,207,67905.43,False,
1016,51,2024-12-16,SK014,B06,R04,TPR + Feature,15.0,15.0,575,351,61.2,1.84,2781,61454.85,False,
1017,15,2024-04-08,SK014,B06,R05,TPR,25.0,26.0,1330,808,60.8,1.22,251,182725.38,False,
1018,36,2024-09-02,SK014,B06,R05,Feature,16.0,14.0,1330,778,58.5,1.5,1416,62101.42,False,
1019,49,2024-12-02,SK014,B06,R05,Feature,20.0,20.0,1330,746,56.1,1.24,1101,166343.1,False,
1020,18,2024-04-29,SK014,B06,R06,TPR,27.0,27.0,2280,1593,69.9,1.04,447,139987.44,True,Cinco de Mayo
1021,28,2024-07-08,SK014,B06,R06,TPR + Feature,9.0,9.0,2280,1577,69.2,1.56,1402,124433.28,False,
1022,42,2024-10-14,SK014,B06,R06,TPR,25.0,25.0,2280,1329,58.3,1.29,1632,231152.1,False,
1023,30,2024-07-22,SK014,B06,R06,Feature + Display,17.0,15.0,2280,1208,53.0,1.41,876,116051.32,False,
1024,16,2024-04-15,SK014,B06,R06,TPR + Feature,19.0,17.0,2280,1593,69.9,1.33,794,155973.66,False,
1025,10,2024-03-04,SK014,B06,R07,TPR,31.0,30.0,2000,952,47.6,1.36,627,148037.4,False,
1026,14,2024-04-01,SK014,B06,R07,TPR + Feature,14.0,13.0,2000,1378,68.9,1.73,837,204811.6,True,Easter
1027,4,2024-01-22,SK014,B06,R07,TPR,20.0,17.0,2000,1172,58.6,1.28,1363,244076.0,True,Super Bowl
1028,41,2024-10-07,SK014,B06,R07,Feature + Display,29.0,30.0,2000,1314,65.7,1.53,1507,171459.6,False,
1029,34,2024-08-19,SK014,B06,R07,Display,8.0,7.0,2000,1530,76.5,1.25,312,54576.0,False,
1030,28,2024-07-08,SK014,B06,R08,TPR,14.0,13.0,340,188,55.3,1.01,460,15514.74,False,
1031,50,2024-12-09,SK014,B06,R08,Feature,13.0,13.0,340,213,62.9,1.42,252,31493.38,True,Christmas
1032,51,2024-12-16,SK014,B06,R08,TPR + Feature,24.0,22.0,340,249,73.5,1.75,482,22576.27,False,
1033,24,2024-06-10,SK014,B06,R08,TPR + Feature,32.0,32.0,340,204,60.1,1.38,449,32163.46,False,
1034,47,2024-11-18,SK014,B06,R08,Feature + Display,29.0,28.0,340,232,68.3,1.58,989,74365.11,True,Thanksgiving
1035,7,2024-02-12,SK014,B06,R08,Display,23.0,23.0,340,240,70.7,1.05,34,40603.79,False,
1036,4,2024-01-22,SK014,B06,R08,Feature,15.0,14.0,340,233,68.7,1.33,119,7538.31,True,Super Bowl
1037,15,2024-04-08,SK014,B06,R08,TPR,27.0,24.0,340,244,72.0,1.48,323,27137.92,False,
1038,48,2024-11-25,SK014,B06,R08,Feature + Display,17.0,17.0,340,231,68.2,1.37,878,7886.23,True,Black Friday
1039,27,2024-07-01,SK014,B06,R09,TPR,28.0,29.0,19000,10830,57.0,1.39,952,3871257.6,True,July 4th
1040,23,2024-06-03,SK014,B06,R09,TPR,32.0,32.0,19000,10184,53.6,1.25,833,2926486.4,False,
1041,34,2024-08-19,SK014,B06,R09,TPR,12.0,12.0,19000,14098,74.2,1.3,852,760425.6,False,
1042,39,2024-09-23,SK014,B06,R09,Feature + Display,9.0,8.0,19000,13794,72.6,1.71,162,758265.3,False,
1043,46,2024-11-11,SK014,B06,R09,Feature + Display,22.0,23.0,19000,12787,67.3,1.92,396,2566436.4,False,
1044,3,2024-01-15,SK014,B06,R09,Feature + Display,19.0,16.0,19000,11913,62.7,1.71,987,1121915.8,False,
1045,10,2024-03-04,SK014,B06,R09,Feature + Display,24.0,25.0,19000,13946,73.4,1.68,1102,1313462.4,False,
1046,9,2024-02-26,SK014,B06,R09,TPR,17.0,17.0,19000,11780,62.0,1.37,13,2338164.7,True,Valentine's Day
1047,49,2024-12-02,SK014,B06,R09,Feature,29.0,26.0,19000,9937,52.3,1.29,225,3863336.5,False,
1048,47,2024-11-18,SK014,B06,R09,TPR,30.0,31.0,19000,11571,60.9,1.47,573,3240450.0,True,Thanksgiving
1049,14,2024-04-01,SK014,B06,R09,Display,13.0,12.0,19000,12863,67.7,1.34,796,1422917.6,True,Easter
1050,30,2024-07-22,SK014,B06,R09,Display,9.0,9.0,19000,9652,50.8,1.54,846,570319.2,False,
1051,20,2024-05-13,SK014,B06,R09,TPR + Feature,17.0,16.0,19000,10298,54.2,1.35,243,2289197.9,False,
1052,19,2024-05-06,SK014,B06,R10,TPR + Feature,19.0,18.0,500,343,68.7,1.39,142,54727.6,False,
1053,27,2024-07-01,SK014,B06,R10,TPR + Feature,24.0,21.0,500,281,56.2,1.33,127,50028.0,True,July 4th
1054,31,2024-07-29,SK014,B06,R10,TPR,11.0,11.0,500,391,78.2,1.41,492,20428.1,False,
1055,51,2024-12-16,SK014,B06,R10,TPR + Feature,20.0,20.0,500,308,61.6,1.29,558,56471.0,False,
1056,34,2024-08-19,SK014,B06,R10,TPR,20.0,18.0,500,309,61.8,1.29,331,11749.0,False,
1057,42,2024-10-14,SK014,B06,R10,TPR,25.0,23.0,500,357,71.5,1.24,47,65377.5,False,
1058,18,2024-04-29,SK014,B06,R10,Feature,8.0,8.0,500,297,59.5,1.38,617,21224.0,True,Cinco de Mayo
1059,15,2024-04-08,SK014,B06,R10,TPR + Feature,31.0,29.0,500,362,72.5,1.53,665,112202.95,False,
1060,36,2024-09-02,SK014,B06,R10,Feature + Display,14.0,15.0,500,299,59.8,1.79,517,8754.9,False,
1061,44,2024-10-28,SK014,B06,R10,Feature,10.0,10.0,500,372,74.4,1.54,147,31836.0,True,Halloween
1062,17,2024-04-22,SK014,B06,R10,Feature,23.0,21.0,500,319,63.9,1.22,200,10460.4,False,
1063,16,2024-04-15,SK014,B06,R10,TPR,11.0,11.0,500,365,73.1,1.02,273,33143.55,False,
1064,8,2024-02-19,SK015,B06,R01,TPR,10.0,9.0,4600,2792,60.7,1.01,369,230128.8,False,
1065,30,2024-07-22,SK015,B06,R01,Feature + Display,19.0,17.0,4600,3224,70.1,1.53,6565,79499.04,False,
1066,52,2024-12-23,SK015,B06,R01,Feature + Display,29.0,29.0,4600,2410,52.4,1.75,1405,222457.84,True,New Year's Eve
1067,45,2024-11-04,SK015,B06,R02,TPR,10.0,9.0,2800,2105,75.2,1.47,2753,192077.2,False,
1068,50,2024-12-09,SK015,B06,R02,Feature,18.0,16.0,2800,1528,54.6,1.2,3186,55394.64,True,Christmas
1069,47,2024-11-18,SK015,B06,R02,Feature,17.0,17.0,2800,1593,56.9,1.56,1455,288646.4,True,Thanksgiving
1070,27,2024-07-01,SK015,B06,R02,TPR,16.0,14.0,2800,1792,64.0,1.02,430,64520.96,True,July 4th
1071,36,2024-09-02,SK015,B06,R02,TPR,9.0,9.0,2800,1722,61.5,1.42,583,46798.92,False,
1072,51,2024-12-16,SK015,B06,R02,TPR + Feature,17.0,17.0,2800,1750,62.5,1.6,2479,342767.6,False,
1073,33,2024-08-12,SK015,B06,R03,TPR,27.0,28.0,1900,1466,77.2,1.4,2067,348024.33,False,
1074,42,2024-10-14,SK015,B06,R03,Display,27.0,28.0,1900,1303,68.6,1.33,855,75826.53,False,
1075,10,2024-03-04,SK015,B06,R03,TPR,17.0,18.0,1900,1396,73.5,1.12,676,52639.31,False,
1076,43,2024-10-21,SK015,B06,R03,Feature,31.0,32.0,1900,1027,54.1,1.12,242,404048.11,False,
1077,4,2024-01-22,SK015,B06,R03,Display,11.0,11.0,1900,1181,62.2,1.42,1764,141787.69,True,Super Bowl
1078,42,2024-10-14,SK015,B06,R04,Feature + Display,10.0,9.0,575,244,42.5,1.52,2637,16998.15,False,
1079,33,2024-08-12,SK015,B06,R04,TPR + Feature,23.0,22.0,575,408,71.1,1.69,2499,57641.16,False,
1080,31,2024-07-29,SK015,B06,R04,Feature + Display,15.0,14.0,575,297,51.7,1.7,2404,63743.06,False,
1081,8,2024-02-19,SK015,B06,R04,Feature + Display,24.0,24.0,575,403,70.1,1.95,451,101988.9,False,
1082,4,2024-01-22,SK015,B06,R04,Feature + Display,10.0,9.0,575,440,76.6,1.96,2473,8717.0,True,Super Bowl
1083,9,2024-02-26,SK015,B06,R04,TPR,27.0,25.0,575,389,67.8,1.02,1624,109441.94,True,Valentine's Day
1084,7,2024-02-12,SK015,B06,R04,TPR + Feature,16.0,16.0,575,309,53.9,1.63,880,52650.68,False,
1085,12,2024-03-18,SK015,B06,R05,Feature + Display,31.0,32.0,1330,885,66.6,1.96,1353,154699.08,False,
1086,32,2024-08-05,SK015,B06,R05,Feature + Display,26.0,27.0,1330,937,70.5,1.59,1335,152027.51,False,
1087,14,2024-04-01,SK015,B06,R05,TPR,18.0,19.0,1330,707,53.2,1.04,850,162411.35,True,Easter
1088,30,2024-07-22,SK015,B06,R05,TPR + Feature,9.0,9.0,1330,875,65.8,1.62,764,68956.78,False,
1089,43,2024-10-21,SK015,B06,R05,Feature,17.0,15.0,1330,706,53.1,1.47,1230,158530.02,False,
1090,40,2024-09-30,SK015,B06,R05,TPR,26.0,23.0,1330,957,72.0,1.1,1550,209693.12,False,
1091,20,2024-05-13,SK015,B06,R05,TPR,20.0,20.0,1330,787,59.2,1.21,1390,193562.88,False,
1092,28,2024-07-08,SK015,B06,R05,Feature,32.0,31.0,1330,732,55.1,1.15,131,220984.29,False,
1093,42,2024-10-14,SK015,B06,R05,TPR,12.0,12.0,1330,828,62.3,1.11,1476,41737.0,False,
1094,31,2024-07-29,SK015,B06,R05,Feature,30.0,26.0,1330,881,66.3,1.26,210,51415.14,False,
1095,11,2024-03-11,SK015,B06,R05,TPR + Feature,22.0,21.0,1330,912,68.6,1.28,1026,96479.0,False,
1096,18,2024-04-29,SK015,B06,R05,Feature + Display,26.0,25.0,1330,646,48.6,1.67,157,187413.23,True,Cinco de Mayo
1097,44,2024-10-28,SK015,B06,R06,Display,17.0,17.0,2280,1463,64.2,1.16,612,152776.42,True,Halloween
1098,41,2024-10-07,SK015,B06,R06,TPR,28.0,25.0,2280,1399,61.4,1.14,484,348413.18,False,
1099,52,2024-12-23,SK015,B06,R06,Feature,31.0,29.0,2280,1698,74.5,1.32,1065,495572.82,True,New Year's Eve
1100,27,2024-07-01,SK015,B06,R06,Feature + Display,27.0,25.0,2280,1516,66.5,1.71,1277,366300.47,True,July 4th
1101,48,2024-11-25,SK015,B06,R06,TPR,13.0,12.0,2280,1586,69.6,1.34,347,184230.38,True,Black Friday
1102,50,2024-12-09,SK015,B06,R06,TPR,12.0,10.0,2280,1871,82.1,1.38,422,125470.22,True,Christmas
1103,39,2024-09-23,SK015,B06,R06,Feature + Display,26.0,27.0,2280,1461,64.1,1.42,735,159516.55,False,
1104,25,2024-06-17,SK015,B06,R06,TPR,24.0,22.0,2280,1657,72.7,1.31,502,43551.65,False,
1105,47,2024-11-18,SK015,B06,R07,Display,15.0,14.0,2000,1454,72.7,1.35,36,131892.0,True,Thanksgiving
1106,5,2024-01-29,SK015,B06,R07,Feature + Display,11.0,10.0,2000,1316,65.8,1.41,321,90884.2,False,
1107,22,2024-05-27,SK015,B06,R07,TPR,30.0,27.0,2000,1422,71.1,1.05,945,334278.0,True,Memorial Day
1108,26,2024-06-24,SK015,B06,R07,TPR + Feature,9.0,9.0,2000,1244,62.2,1.79,1207,51847.2,False,
1109,6,2024-02-05,SK015,B06,R07,Feature + Display,16.0,15.0,2000,1194,59.7,1.51,30,192835.2,False,
1110,9,2024-02-26,SK015,B06,R08,Feature + Display,26.0,24.0,340,285,84.0,1.67,843,26467.84,True,Valentine's Day
1111,45,2024-11-04,SK015,B06,R08,TPR,26.0,24.0,340,238,70.0,1.33,694,50925.47,False,
1112,28,2024-07-08,SK015,B06,R08,Feature + Display,25.0,24.0,340,225,66.2,1.58,255,60564.2,False,
1113,36,2024-09-02,SK015,B06,R08,Feature + Display,17.0,16.0,340,232,68.3,1.58,653,24096.82,False,
1114,19,2024-05-06,SK015,B06,R08,TPR,30.0,30.0,340,162,47.9,1.34,704,55667.52,False,
1115,6,2024-02-05,SK015,B06,R08,TPR + Feature,23.0,23.0,340,214,63.1,1.63,393,50977.02,False,
1116,5,2024-01-29,SK015,B06,R08,Display,18.0,17.0,340,204,60.1,1.29,959,36647.78,False,
1117,11,2024-03-11,SK015,B06,R09,Feature,19.0,20.0,19000,13148,69.2,1.59,59,615685.5,False,
1118,26,2024-06-24,SK015,B06,R09,Feature,9.0,9.0,19000,11248,59.2,1.34,716,447182.1,False,
1119,4,2024-01-22,SK015,B06,R09,TPR,30.0,29.0,19000,13338,70.2,1.42,517,4277394.0,True,Super Bowl
1120,44,2024-10-28,SK015,B06,R09,TPR + Feature,30.0,28.0,19000,10640,56.0,1.86,444,1317783.0,True,Halloween
1121,46,2024-11-11,SK015,B06,R09,TPR + Feature,11.0,11.0,19000,13091,68.9,1.4,211,586161.4,False,
1122,7,2024-02-12,SK015,B06,R09,Feature,26.0,23.0,19000,11058,58.2,1.55,924,711458.8,False,
1123,51,2024-12-16,SK015,B06,R09,TPR,15.0,14.0,19000,11666,61.4,1.33,630,1663431.0,False,
1124,8,2024-02-19,SK015,B06,R09,TPR,25.0,25.0,19000,12217,64.3,1.45,297,1962272.5,False,
1125,19,2024-05-06,SK015,B06,R09,Feature,19.0,19.0,19000,12426,65.4,1.26,227,2380650.6,False,
1126,52,2024-12-23,SK015,B06,R09,TPR + Feature,11.0,11.0,19000,12065,63.5,1.47,611,1528772.3,True,New Year's Eve
1127,2,2024-01-08,SK015,B06,R10,Feature + Display,25.0,22.0,500,355,71.1,1.56,476,19423.75,False,
1128,1,2024-01-01,SK015,B06,R10,Feature + Display,8.0,8.0,500,389,77.9,1.97,607,23952.8,False,
1129,31,2024-07-29,SK015,B06,R10,TPR + Feature,17.0,15.0,500,341,68.3,1.44,580,54121.2,False,
1130,18,2024-04-29,SK015,B06,R10,TPR,31.0,28.0,500,306,61.3,1.23,565,69906.55,True,Cinco de Mayo
1131,12,2024-03-18,SK016,B06,R01,Feature + Display,9.0,9.0,4600,3463,75.3,1.51,7270,112972.32,False,
1132,14,2024-04-01,SK016,B06,R01,TPR,23.0,20.0,4600,2806,61.0,1.08,3909,92225.86,True,Easter
1133,30,2024-07-22,SK016,B06,R01,TPR,23.0,24.0,4600,2580,56.1,1.11,2871,140343.7,False,
1134,37,2024-09-09,SK016,B06,R01,TPR,23.0,21.0,4600,3381,73.5,1.03,1607,645581.02,True,Labor Day
1135,51,2024-12-16,SK016,B06,R01,TPR + Feature,11.0,11.0,4600,2511,54.6,1.5,1579,283825.52,False,
1136,36,2024-09-02,SK016,B06,R01,TPR,24.0,24.0,4600,3054,66.4,1.34,5652,246865.44,False,
1137,52,2024-12-23,SK016,B06,R01,Feature,14.0,14.0,4600,2704,58.8,1.44,5909,117156.48,True,New Year's Eve
1138,21,2024-05-20,SK016,B06,R02,TPR,28.0,25.0,2800,1982,70.8,1.46,3122,62398.56,False,
1139,6,2024-02-05,SK016,B06,R02,Feature + Display,28.0,27.0,2800,1360,48.6,1.54,4775,582386.56,False,
1140,31,2024-07-29,SK016,B06,R02,TPR,27.0,28.0,2800,1806,64.5,1.29,2498,148992.48,False,
1141,9,2024-02-26,SK016,B06,R03,Display,28.0,26.0,1900,1240,65.3,1.29,2681,110895.4,True,Valentine's Day
1142,19,2024-05-06,SK016,B06,R03,TPR + Feature,11.0,10.0,1900,1235,65.0,1.6,1614,38021.28,False,
1143,21,2024-05-20,SK016,B06,R03,TPR + Feature,12.0,11.0,1900,1225,64.5,1.24,2273,61352.52,False,
1144,33,2024-08-12,SK016,B06,R03,TPR,15.0,16.0,1900,972,51.2,1.15,135,42125.85,False,
1145,46,2024-11-11,SK016,B06,R03,Display,27.0,24.0,1900,1362,71.7,1.54,1313,157485.87,False,
1146,22,2024-05-27,SK016,B06,R03,Feature + Display,12.0,11.0,1900,1381,72.7,1.32,2248,125297.4,True,Memorial Day
1147,52,2024-12-23,SK016,B06,R03,Feature + Display,9.0,9.0,1900,1217,64.1,1.83,61,79715.07,True,New Year's Eve
1148,1,2024-01-01,SK016,B06,R03,Feature,31.0,27.0,1900,1428,75.2,1.47,1786,185281.73,False,
1149,4,2024-01-22,SK016,B06,R03,Feature + Display,29.0,27.0,1900,1088,57.3,1.75,1549,119032.53,True,Super Bowl
1150,18,2024-04-29,SK016,B06,R03,TPR,19.0,18.0,1900,1140,60.0,1.12,720,258587.91,True,Cinco de Mayo
1151,44,2024-10-28,SK016,B06,R03,TPR,21.0,19.0,1900,1273,67.0,1.31,2468,37805.25,True,Halloween
1152,50,2024-12-09,SK016,B06,R04,Feature + Display,23.0,20.0,575,351,61.2,1.73,1793,46614.16,True,Christmas
1153,27,2024-07-01,SK016,B06,R04,Display,20.0,18.0,575,295,51.4,1.37,1351,54917.1,True,July 4th
1154,2,2024-01-08,SK016,B06,R04,Feature + Display,23.0,22.0,575,386,67.2,1.77,1431,51125.21,False,
1155,24,2024-06-10,SK016,B06,R04,TPR,17.0,17.0,575,380,66.1,1.27,1764,24080.71,False,
1156,44,2024-10-28,SK016,B06,R04,TPR,11.0,10.0,575,368,64.0,1.03,1794,35478.19,True,Halloween
1157,42,2024-10-14,SK016,B06,R04,TPR,27.0,26.0,575,385,67.1,1.27,938,45895.01,False,
1158,18,2024-04-29,SK016,B06,R04,Feature + Display,20.0,18.0,575,340,59.3,1.86,2390,40969.9,True,Cinco de Mayo
1159,52,2024-12-23,SK016,B06,R05,TPR,16.0,17.0,1330,892,67.1,1.28,427,46777.7,True,New Year's Eve
1160,50,2024-12-09,SK016,B06,R05,Feature,13.0,13.0,1330,790,59.4,1.49,1397,53078.57,True,Christmas
1161,4,2024-01-22,SK016,B06,R05,Display,22.0,22.0,1330,1004,75.5,1.15,1507,29941.76,True,Super Bowl
1162,34,2024-08-19,SK016,B06,R05,Display,16.0,15.0,1330,1050,79.0,1.24,1417,22582.34,False,
1163,15,2024-04-08,SK016,B06,R05,TPR,31.0,29.0,1330,942,70.9,1.4,656,268770.12,False,
1164,17,2024-04-22,SK016,B06,R05,Feature + Display,28.0,26.0,1330,913,68.7,1.59,734,173601.71,False,
1165,10,2024-03-04,SK016,B06,R05,Feature + Display,17.0,15.0,1330,627,47.2,1.77,2310,146533.15,False,
1166,23,2024-06-03,SK016,B06,R05,Feature + Display,27.0,25.0,1330,746,56.1,1.49,650,136098.9,False,
