ms_id,fiscal_week,week_start_date,brand_id,brand_name,business_unit,retailer_id,entity_type,dollar_share_pct,unit_share_pct,dollar_sales,category_size_dollars,yoy_share_chg
1116,19,2024-05-06,,Private Label,Beverages,R06,Competitor,17.6,16.5,3.08,17.49,-1.13
1117,19,2024-05-06,B13,Capri Sun,Beverages,R07,KHC Brand,19.0,19.9,3.05,16.05,0.49
1118,19,2024-05-06,B18,Kool-Aid,Beverages,R07,KHC Brand,26.4,24.2,4.24,16.05,0.38
1119,19,2024-05-06,,Mott's,Beverages,R07,Competitor,14.2,13.4,2.28,16.05,-0.87
1120,19,2024-05-06,,Juicy Juice,Beverages,R07,Competitor,10.3,9.7,1.65,16.05,-0.89
1121,19,2024-05-06,,Honest Kids,Beverages,R07,Competitor,16.5,15.6,2.65,16.05,-0.17
1122,19,2024-05-06,,Private Label,Beverages,R07,Competitor,17.0,18.2,2.73,16.05,-0.77
1123,19,2024-05-06,B13,Capri Sun,Beverages,R08,KHC Brand,19.7,19.5,1.94,9.86,0.13
1124,19,2024-05-06,B18,Kool-Aid,Beverages,R08,KHC Brand,25.9,25.1,2.55,9.86,-0.18
1125,19,2024-05-06,,Mott's,Beverages,R08,Competitor,13.3,14.3,1.31,9.86,0.77
1126,19,2024-05-06,,Juicy Juice,Beverages,R08,Competitor,9.4,9.9,0.93,9.86,-0.31
1127,19,2024-05-06,,Honest Kids,Beverages,R08,Competitor,10.3,10.7,1.02,9.86,-0.22
1128,19,2024-05-06,,Private Label,Beverages,R08,Competitor,12.8,13.5,1.26,9.86,0.28
1129,19,2024-05-06,B13,Capri Sun,Beverages,R09,KHC Brand,19.2,20.7,1.73,9.03,-0.23
1130,19,2024-05-06,B18,Kool-Aid,Beverages,R09,KHC Brand,22.6,21.4,2.04,9.03,0.06
1131,19,2024-05-06,,Mott's,Beverages,R09,Competitor,17.2,17.5,1.55,9.03,-0.98
1132,19,2024-05-06,,Juicy Juice,Beverages,R09,Competitor,11.5,11.5,1.04,9.03,-1.67
1133,19,2024-05-06,,Honest Kids,Beverages,R09,Competitor,11.5,12.1,1.04,9.03,-0.21
1134,19,2024-05-06,,Private Label,Beverages,R09,Competitor,11.7,11.4,1.06,9.03,-0.5
1135,19,2024-05-06,B13,Capri Sun,Beverages,R10,KHC Brand,19.2,20.7,1.24,6.46,-1.7
1136,19,2024-05-06,B18,Kool-Aid,Beverages,R10,KHC Brand,25.5,24.1,1.65,6.46,1.14
1137,19,2024-05-06,,Mott's,Beverages,R10,Competitor,17.6,17.3,1.14,6.46,0.98
1138,19,2024-05-06,,Juicy Juice,Beverages,R10,Competitor,18.7,19.5,1.21,6.46,-0.02
1139,19,2024-05-06,,Honest Kids,Beverages,R10,Competitor,15.4,14.8,0.99,6.46,-0.4
1140,19,2024-05-06,,Private Label,Beverages,R10,Competitor,15.2,16.5,0.98,6.46,-0.09
1141,20,2024-05-13,B13,Capri Sun,Beverages,R01,KHC Brand,16.0,17.2,10.69,66.83,-1.2
1142,20,2024-05-13,B18,Kool-Aid,Beverages,R01,KHC Brand,26.7,29.3,17.84,66.83,0.12
1143,20,2024-05-13,,Mott's,Beverages,R01,Competitor,17.2,18.1,11.49,66.83,-0.65
1144,20,2024-05-13,,Juicy Juice,Beverages,R01,Competitor,12.5,13.0,8.35,66.83,-0.27
1145,20,2024-05-13,,Honest Kids,Beverages,R01,Competitor,15.9,17.0,10.63,66.83,0.91
1146,20,2024-05-13,,Private Label,Beverages,R01,Competitor,14.7,15.9,9.82,66.83,0.32
1147,20,2024-05-13,B13,Capri Sun,Beverages,R02,KHC Brand,18.3,16.8,7.97,43.56,1.16
1148,20,2024-05-13,B18,Kool-Aid,Beverages,R02,KHC Brand,26.2,27.9,11.41,43.56,-0.63
1149,20,2024-05-13,,Mott's,Beverages,R02,Competitor,14.6,14.7,6.36,43.56,-1.0
1150,20,2024-05-13,,Juicy Juice,Beverages,R02,Competitor,15.5,16.6,6.75,43.56,-0.52
1151,20,2024-05-13,,Honest Kids,Beverages,R02,Competitor,12.3,12.7,5.36,43.56,-1.83
1152,20,2024-05-13,,Private Label,Beverages,R02,Competitor,16.0,16.9,6.97,43.56,-0.05
1153,20,2024-05-13,B13,Capri Sun,Beverages,R03,KHC Brand,18.9,19.4,4.98,26.34,0.67
1154,20,2024-05-13,B18,Kool-Aid,Beverages,R03,KHC Brand,22.9,23.5,6.03,26.34,-0.73
1155,20,2024-05-13,,Mott's,Beverages,R03,Competitor,15.6,14.3,4.11,26.34,0.73
1156,20,2024-05-13,,Juicy Juice,Beverages,R03,Competitor,15.6,15.8,4.11,26.34,1.08
1157,20,2024-05-13,,Honest Kids,Beverages,R03,Competitor,15.7,14.4,4.14,26.34,0.21
1158,20,2024-05-13,,Private Label,Beverages,R03,Competitor,16.2,17.1,4.27,26.34,-0.39
1159,20,2024-05-13,B13,Capri Sun,Beverages,R04,KHC Brand,16.6,16.6,3.96,23.85,0.02
1160,20,2024-05-13,B18,Kool-Aid,Beverages,R04,KHC Brand,25.1,24.5,5.99,23.85,-0.69
1161,20,2024-05-13,,Mott's,Beverages,R04,Competitor,11.8,11.3,2.81,23.85,-0.78
1162,20,2024-05-13,,Juicy Juice,Beverages,R04,Competitor,17.2,18.3,4.1,23.85,0.2
1163,20,2024-05-13,,Honest Kids,Beverages,R04,Competitor,14.3,13.9,3.41,23.85,-0.97
1164,20,2024-05-13,,Private Label,Beverages,R04,Competitor,15.1,15.6,3.6,23.85,-0.05
1165,20,2024-05-13,B13,Capri Sun,Beverages,R05,KHC Brand,19.2,20.7,3.68,19.18,2.0
1166,20,2024-05-13,B18,Kool-Aid,Beverages,R05,KHC Brand,24.7,22.9,4.74,19.18,-0.56
1167,20,2024-05-13,,Mott's,Beverages,R05,Competitor,11.3,10.8,2.17,19.18,-0.65
1168,20,2024-05-13,,Juicy Juice,Beverages,R05,Competitor,13.1,12.4,2.51,19.18,0.46
1169,20,2024-05-13,,Honest Kids,Beverages,R05,Competitor,12.8,11.9,2.45,19.18,-0.99
1170,20,2024-05-13,,Private Label,Beverages,R05,Competitor,15.1,16.2,2.9,19.18,-0.7
1171,20,2024-05-13,B13,Capri Sun,Beverages,R06,KHC Brand,19.4,21.3,3.5,18.04,-0.68
1172,20,2024-05-13,B18,Kool-Aid,Beverages,R06,KHC Brand,23.3,24.2,4.2,18.04,-0.47
1173,20,2024-05-13,,Mott's,Beverages,R06,Competitor,15.1,15.7,2.72,18.04,-0.32
1174,20,2024-05-13,,Juicy Juice,Beverages,R06,Competitor,11.9,12.2,2.15,18.04,-1.24
1175,20,2024-05-13,,Honest Kids,Beverages,R06,Competitor,13.7,13.8,2.47,18.04,-1.33
1176,20,2024-05-13,,Private Label,Beverages,R06,Competitor,13.5,13.5,2.44,18.04,0.01
1177,20,2024-05-13,B13,Capri Sun,Beverages,R07,KHC Brand,16.7,16.0,2.63,15.76,0.68
1178,20,2024-05-13,B18,Kool-Aid,Beverages,R07,KHC Brand,26.1,27.0,4.11,15.76,0.87
1179,20,2024-05-13,,Mott's,Beverages,R07,Competitor,15.6,14.4,2.46,15.76,0.14
1180,20,2024-05-13,,Juicy Juice,Beverages,R07,Competitor,14.8,14.4,2.33,15.76,0.1
1181,20,2024-05-13,,Honest Kids,Beverages,R07,Competitor,13.1,13.9,2.06,15.76,-0.22
1182,20,2024-05-13,,Private Label,Beverages,R07,Competitor,14.6,15.5,2.3,15.76,0.31
1183,20,2024-05-13,B13,Capri Sun,Beverages,R08,KHC Brand,16.1,14.8,1.62,10.06,0.17
1184,20,2024-05-13,B18,Kool-Aid,Beverages,R08,KHC Brand,25.6,28.1,2.58,10.06,-0.48
1185,20,2024-05-13,,Mott's,Beverages,R08,Competitor,14.4,15.2,1.45,10.06,-1.69
1186,20,2024-05-13,,Juicy Juice,Beverages,R08,Competitor,14.7,14.8,1.48,10.06,-1.39
1187,20,2024-05-13,,Honest Kids,Beverages,R08,Competitor,13.5,12.5,1.36,10.06,-0.24
1188,20,2024-05-13,,Private Label,Beverages,R08,Competitor,13.4,12.7,1.35,10.06,-0.33
1189,20,2024-05-13,B13,Capri Sun,Beverages,R09,KHC Brand,19.1,17.4,1.66,8.71,-0.03
1190,20,2024-05-13,B18,Kool-Aid,Beverages,R09,KHC Brand,24.2,22.0,2.11,8.71,-1.5
1191,20,2024-05-13,,Mott's,Beverages,R09,Competitor,13.9,13.9,1.21,8.71,-1.98
1192,20,2024-05-13,,Juicy Juice,Beverages,R09,Competitor,13.4,14.5,1.17,8.71,1.27
1193,20,2024-05-13,,Honest Kids,Beverages,R09,Competitor,16.0,15.4,1.39,8.71,-1.34
1194,20,2024-05-13,,Private Label,Beverages,R09,Competitor,13.1,11.8,1.14,8.71,-0.34
1195,20,2024-05-13,B13,Capri Sun,Beverages,R10,KHC Brand,19.3,18.1,1.11,5.76,0.68
1196,20,2024-05-13,B18,Kool-Aid,Beverages,R10,KHC Brand,26.4,24.8,1.52,5.76,-0.76
1197,20,2024-05-13,,Mott's,Beverages,R10,Competitor,14.0,14.2,0.81,5.76,-1.61
1198,20,2024-05-13,,Juicy Juice,Beverages,R10,Competitor,14.4,15.8,0.83,5.76,0.19
1199,20,2024-05-13,,Honest Kids,Beverages,R10,Competitor,13.6,13.5,0.78,5.76,0.32
1200,20,2024-05-13,,Private Label,Beverages,R10,Competitor,11.9,10.7,0.69,5.76,-1.26
1201,21,2024-05-20,B13,Capri Sun,Beverages,R01,KHC Brand,17.1,15.5,12.14,71.01,0.3
1202,21,2024-05-20,B18,Kool-Aid,Beverages,R01,KHC Brand,26.0,25.9,18.46,71.01,-0.69
1203,21,2024-05-20,,Mott's,Beverages,R01,Competitor,12.9,13.1,9.16,71.01,-0.11
1204,21,2024-05-20,,Juicy Juice,Beverages,R01,Competitor,21.1,19.2,14.98,71.01,-0.56
1205,21,2024-05-20,,Honest Kids,Beverages,R01,Competitor,16.2,17.0,11.5,71.01,-0.34
1206,21,2024-05-20,,Private Label,Beverages,R01,Competitor,13.1,12.3,9.3,71.01,-1.26
1207,21,2024-05-20,B13,Capri Sun,Beverages,R02,KHC Brand,18.0,19.3,7.12,39.58,0.68
1208,21,2024-05-20,B18,Kool-Aid,Beverages,R02,KHC Brand,22.7,22.1,8.98,39.58,0.08
1209,21,2024-05-20,,Mott's,Beverages,R02,Competitor,13.1,14.2,5.19,39.58,-0.53
1210,21,2024-05-20,,Juicy Juice,Beverages,R02,Competitor,11.8,12.9,4.67,39.58,1.65
1211,21,2024-05-20,,Honest Kids,Beverages,R02,Competitor,15.4,14.7,6.1,39.58,-0.46
1212,21,2024-05-20,,Private Label,Beverages,R02,Competitor,17.4,16.1,6.89,39.58,-0.27
1213,21,2024-05-20,B13,Capri Sun,Beverages,R03,KHC Brand,19.2,18.6,4.96,25.82,1.25
1214,21,2024-05-20,B18,Kool-Aid,Beverages,R03,KHC Brand,26.2,27.1,6.77,25.82,-0.91
1215,21,2024-05-20,,Mott's,Beverages,R03,Competitor,13.7,12.6,3.54,25.82,0.82
1216,21,2024-05-20,,Juicy Juice,Beverages,R03,Competitor,11.5,11.4,2.97,25.82,-0.41
1217,21,2024-05-20,,Honest Kids,Beverages,R03,Competitor,13.1,13.6,3.38,25.82,0.2
1218,21,2024-05-20,,Private Label,Beverages,R03,Competitor,15.3,16.6,3.95,25.82,0.72
1219,21,2024-05-20,B13,Capri Sun,Beverages,R04,KHC Brand,18.6,18.1,4.07,21.87,-0.83
1220,21,2024-05-20,B18,Kool-Aid,Beverages,R04,KHC Brand,23.5,21.7,5.14,21.87,-0.85
1221,21,2024-05-20,,Mott's,Beverages,R04,Competitor,13.1,13.7,2.87,21.87,0.37
1222,21,2024-05-20,,Juicy Juice,Beverages,R04,Competitor,11.6,11.1,2.54,21.87,-0.64
1223,21,2024-05-20,,Honest Kids,Beverages,R04,Competitor,16.3,15.7,3.57,21.87,0.35
1224,21,2024-05-20,,Private Label,Beverages,R04,Competitor,12.9,13.0,2.82,21.87,-0.92
1225,21,2024-05-20,B13,Capri Sun,Beverages,R05,KHC Brand,20.9,22.2,3.97,19.01,0.3
1226,21,2024-05-20,B18,Kool-Aid,Beverages,R05,KHC Brand,22.8,24.7,4.33,19.01,-0.03
1227,21,2024-05-20,,Mott's,Beverages,R05,Competitor,16.2,15.4,3.08,19.01,-0.92
1228,21,2024-05-20,,Juicy Juice,Beverages,R05,Competitor,12.2,13.1,2.32,19.01,-0.02
1229,21,2024-05-20,,Honest Kids,Beverages,R05,Competitor,11.4,11.1,2.17,19.01,-0.74
1230,21,2024-05-20,,Private Label,Beverages,R05,Competitor,13.2,14.2,2.51,19.01,-2.33
1231,21,2024-05-20,B13,Capri Sun,Beverages,R06,KHC Brand,18.6,18.7,3.33,17.9,0.49
1232,21,2024-05-20,B18,Kool-Aid,Beverages,R06,KHC Brand,26.9,26.8,4.82,17.9,0.48
1233,21,2024-05-20,,Mott's,Beverages,R06,Competitor,11.6,12.5,2.08,17.9,-0.56
1234,21,2024-05-20,,Juicy Juice,Beverages,R06,Competitor,17.3,17.8,3.1,17.9,0.16
1235,21,2024-05-20,,Honest Kids,Beverages,R06,Competitor,15.7,14.3,2.81,17.9,-0.66
1236,21,2024-05-20,,Private Label,Beverages,R06,Competitor,13.2,12.2,2.36,17.9,-0.26
1237,21,2024-05-20,B13,Capri Sun,Beverages,R07,KHC Brand,19.9,18.7,3.13,15.74,-0.34
1238,21,2024-05-20,B18,Kool-Aid,Beverages,R07,KHC Brand,24.9,23.3,3.92,15.74,-0.0
1239,21,2024-05-20,,Mott's,Beverages,R07,Competitor,11.4,11.9,1.79,15.74,-0.2
1240,21,2024-05-20,,Juicy Juice,Beverages,R07,Competitor,16.0,17.0,2.52,15.74,-0.2
1241,21,2024-05-20,,Honest Kids,Beverages,R07,Competitor,13.1,13.0,2.06,15.74,0.94
1242,21,2024-05-20,,Private Label,Beverages,R07,Competitor,14.6,15.1,2.3,15.74,-1.31
1243,21,2024-05-20,B13,Capri Sun,Beverages,R08,KHC Brand,18.1,18.8,1.83,10.08,0.21
1244,21,2024-05-20,B18,Kool-Aid,Beverages,R08,KHC Brand,24.4,22.2,2.46,10.08,0.41
1245,21,2024-05-20,,Mott's,Beverages,R08,Competitor,14.1,13.3,1.42,10.08,-0.37
1246,21,2024-05-20,,Juicy Juice,Beverages,R08,Competitor,14.4,13.8,1.45,10.08,0.44
1247,21,2024-05-20,,Honest Kids,Beverages,R08,Competitor,13.0,13.6,1.31,10.08,-0.26
1248,21,2024-05-20,,Private Label,Beverages,R08,Competitor,14.9,15.0,1.5,10.08,-0.63
1249,21,2024-05-20,B13,Capri Sun,Beverages,R09,KHC Brand,19.2,17.5,1.87,9.75,0.28
1250,21,2024-05-20,B18,Kool-Aid,Beverages,R09,KHC Brand,20.9,21.7,2.04,9.75,0.03
1251,21,2024-05-20,,Mott's,Beverages,R09,Competitor,17.8,18.4,1.73,9.75,1.0
1252,21,2024-05-20,,Juicy Juice,Beverages,R09,Competitor,16.3,17.3,1.59,9.75,0.82
1253,21,2024-05-20,,Honest Kids,Beverages,R09,Competitor,14.7,14.7,1.43,9.75,0.26
1254,21,2024-05-20,,Private Label,Beverages,R09,Competitor,15.3,15.7,1.49,9.75,0.33
1255,21,2024-05-20,B13,Capri Sun,Beverages,R10,KHC Brand,21.3,23.2,1.34,6.3,0.8
1256,21,2024-05-20,B18,Kool-Aid,Beverages,R10,KHC Brand,23.5,21.9,1.48,6.3,1.26
1257,21,2024-05-20,,Mott's,Beverages,R10,Competitor,14.3,13.7,0.9,6.3,0.32
1258,21,2024-05-20,,Juicy Juice,Beverages,R10,Competitor,13.3,13.1,0.84,6.3,0.39
1259,21,2024-05-20,,Honest Kids,Beverages,R10,Competitor,14.6,13.2,0.92,6.3,0.71
1260,21,2024-05-20,,Private Label,Beverages,R10,Competitor,12.8,13.7,0.81,6.3,0.56
1261,22,2024-05-27,B13,Capri Sun,Beverages,R01,KHC Brand,14.8,16.1,9.11,61.53,-0.49
1262,22,2024-05-27,B18,Kool-Aid,Beverages,R01,KHC Brand,22.0,20.9,13.54,61.53,0.27
1263,22,2024-05-27,,Mott's,Beverages,R01,Competitor,17.7,16.0,10.89,61.53,-0.21
1264,22,2024-05-27,,Juicy Juice,Beverages,R01,Competitor,18.5,17.6,11.38,61.53,-0.82
1265,22,2024-05-27,,Honest Kids,Beverages,R01,Competitor,13.0,13.5,8.0,61.53,0.38
1266,22,2024-05-27,,Private Label,Beverages,R01,Competitor,18.1,19.7,11.14,61.53,-0.12
1267,22,2024-05-27,B13,Capri Sun,Beverages,R02,KHC Brand,21.2,20.4,8.2,38.67,0.41
1268,22,2024-05-27,B18,Kool-Aid,Beverages,R02,KHC Brand,24.6,22.8,9.51,38.67,-0.34
1269,22,2024-05-27,,Mott's,Beverages,R02,Competitor,10.9,10.1,4.21,38.67,-0.41
1270,22,2024-05-27,,Juicy Juice,Beverages,R02,Competitor,16.7,16.1,6.46,38.67,-0.05
1271,22,2024-05-27,,Honest Kids,Beverages,R02,Competitor,12.8,13.6,4.95,38.67,-0.92
1272,22,2024-05-27,,Private Label,Beverages,R02,Competitor,14.6,15.5,5.65,38.67,-1.1
1273,22,2024-05-27,B13,Capri Sun,Beverages,R03,KHC Brand,19.0,19.8,5.61,29.54,-0.37
1274,22,2024-05-27,B18,Kool-Aid,Beverages,R03,KHC Brand,23.6,23.6,6.97,29.54,0.51
1275,22,2024-05-27,,Mott's,Beverages,R03,Competitor,12.5,13.3,3.69,29.54,-0.19
1276,22,2024-05-27,,Juicy Juice,Beverages,R03,Competitor,11.3,10.8,3.34,29.54,-0.29
1277,22,2024-05-27,,Honest Kids,Beverages,R03,Competitor,15.3,15.4,4.52,29.54,0.43
1278,22,2024-05-27,,Private Label,Beverages,R03,Competitor,16.6,17.3,4.9,29.54,0.33
1279,22,2024-05-27,B13,Capri Sun,Beverages,R04,KHC Brand,17.9,16.8,4.31,24.07,-1.45
1280,22,2024-05-27,B18,Kool-Aid,Beverages,R04,KHC Brand,25.5,26.9,6.14,24.07,-0.42
1281,22,2024-05-27,,Mott's,Beverages,R04,Competitor,11.3,12.4,2.72,24.07,1.3
1282,22,2024-05-27,,Juicy Juice,Beverages,R04,Competitor,14.0,13.4,3.37,24.07,0.19
1283,22,2024-05-27,,Honest Kids,Beverages,R04,Competitor,14.6,13.8,3.51,24.07,-0.21
1284,22,2024-05-27,,Private Label,Beverages,R04,Competitor,13.4,13.3,3.23,24.07,-0.67
1285,22,2024-05-27,B13,Capri Sun,Beverages,R05,KHC Brand,21.8,20.9,4.0,18.35,-1.17
1286,22,2024-05-27,B18,Kool-Aid,Beverages,R05,KHC Brand,23.4,22.2,4.29,18.35,-0.71
1287,22,2024-05-27,,Mott's,Beverages,R05,Competitor,14.7,15.9,2.7,18.35,-0.53
1288,22,2024-05-27,,Juicy Juice,Beverages,R05,Competitor,12.7,11.9,2.33,18.35,0.31
1289,22,2024-05-27,,Honest Kids,Beverages,R05,Competitor,17.6,18.3,3.23,18.35,-0.86
1290,22,2024-05-27,,Private Label,Beverages,R05,Competitor,10.6,9.9,1.95,18.35,-0.15
1291,22,2024-05-27,B13,Capri Sun,Beverages,R06,KHC Brand,19.8,21.0,3.5,17.68,-0.17
1292,22,2024-05-27,B18,Kool-Aid,Beverages,R06,KHC Brand,24.9,23.5,4.4,17.68,-0.44
1293,22,2024-05-27,,Mott's,Beverages,R06,Competitor,18.6,17.0,3.29,17.68,0.29
1294,22,2024-05-27,,Juicy Juice,Beverages,R06,Competitor,12.9,13.7,2.28,17.68,-0.8
1295,22,2024-05-27,,Honest Kids,Beverages,R06,Competitor,14.4,14.4,2.55,17.68,0.34
1296,22,2024-05-27,,Private Label,Beverages,R06,Competitor,11.2,10.8,1.98,17.68,-0.19
1297,22,2024-05-27,B13,Capri Sun,Beverages,R07,KHC Brand,19.6,20.2,3.16,16.12,0.27
1298,22,2024-05-27,B18,Kool-Aid,Beverages,R07,KHC Brand,24.9,25.6,4.01,16.12,1.19
1299,22,2024-05-27,,Mott's,Beverages,R07,Competitor,7.7,7.9,1.24,16.12,-0.03
1300,22,2024-05-27,,Juicy Juice,Beverages,R07,Competitor,9.2,9.6,1.48,16.12,-0.24
1301,22,2024-05-27,,Honest Kids,Beverages,R07,Competitor,16.5,18.1,2.66,16.12,-0.3
1302,22,2024-05-27,,Private Label,Beverages,R07,Competitor,12.0,12.2,1.93,16.12,0.46
1303,22,2024-05-27,B13,Capri Sun,Beverages,R08,KHC Brand,18.7,20.0,1.78,9.54,0.15
1304,22,2024-05-27,B18,Kool-Aid,Beverages,R08,KHC Brand,27.2,25.6,2.59,9.54,-1.21
1305,22,2024-05-27,,Mott's,Beverages,R08,Competitor,12.3,12.2,1.17,9.54,0.1
1306,22,2024-05-27,,Juicy Juice,Beverages,R08,Competitor,16.0,17.5,1.53,9.54,-0.97
1307,22,2024-05-27,,Honest Kids,Beverages,R08,Competitor,12.7,13.5,1.21,9.54,-0.25
1308,22,2024-05-27,,Private Label,Beverages,R08,Competitor,13.2,12.6,1.26,9.54,0.36
1309,22,2024-05-27,B13,Capri Sun,Beverages,R09,KHC Brand,18.4,17.5,1.87,10.16,0.52
1310,22,2024-05-27,B18,Kool-Aid,Beverages,R09,KHC Brand,22.2,21.3,2.26,10.16,0.12
1311,22,2024-05-27,,Mott's,Beverages,R09,Competitor,14.9,16.3,1.51,10.16,0.47
1312,22,2024-05-27,,Juicy Juice,Beverages,R09,Competitor,19.9,18.8,2.02,10.16,0.57
1313,22,2024-05-27,,Honest Kids,Beverages,R09,Competitor,13.4,12.9,1.36,10.16,0.31
1314,22,2024-05-27,,Private Label,Beverages,R09,Competitor,14.7,14.1,1.49,10.16,-0.47
1315,22,2024-05-27,B13,Capri Sun,Beverages,R10,KHC Brand,17.7,18.8,1.06,5.97,-0.47
1316,22,2024-05-27,B18,Kool-Aid,Beverages,R10,KHC Brand,22.3,24.5,1.33,5.97,-1.04
1317,22,2024-05-27,,Mott's,Beverages,R10,Competitor,16.3,16.6,0.97,5.97,-0.49
1318,22,2024-05-27,,Juicy Juice,Beverages,R10,Competitor,15.4,15.8,0.92,5.97,-0.9
1319,22,2024-05-27,,Honest Kids,Beverages,R10,Competitor,16.2,14.9,0.97,5.97,-0.76
1320,22,2024-05-27,,Private Label,Beverages,R10,Competitor,12.3,11.8,0.73,5.97,1.05
1321,23,2024-06-03,B13,Capri Sun,Beverages,R01,KHC Brand,18.8,17.8,13.67,72.7,-0.25
1322,23,2024-06-03,B18,Kool-Aid,Beverages,R01,KHC Brand,23.7,23.4,17.23,72.7,-0.29
1323,23,2024-06-03,,Mott's,Beverages,R01,Competitor,15.4,16.1,11.2,72.7,-1.44
1324,23,2024-06-03,,Juicy Juice,Beverages,R01,Competitor,10.8,9.8,7.85,72.7,-0.11
1325,23,2024-06-03,,Honest Kids,Beverages,R01,Competitor,10.9,10.8,7.92,72.7,-1.73
1326,23,2024-06-03,,Private Label,Beverages,R01,Competitor,16.2,17.5,11.78,72.7,-0.07
1327,23,2024-06-03,B13,Capri Sun,Beverages,R02,KHC Brand,18.8,17.5,7.42,39.47,-0.9
1328,23,2024-06-03,B18,Kool-Aid,Beverages,R02,KHC Brand,26.1,26.7,10.3,39.47,0.8
1329,23,2024-06-03,,Mott's,Beverages,R02,Competitor,11.1,11.7,4.38,39.47,-0.29
1330,23,2024-06-03,,Juicy Juice,Beverages,R02,Competitor,13.0,13.3,5.13,39.47,-0.24
1331,23,2024-06-03,,Honest Kids,Beverages,R02,Competitor,16.0,17.0,6.32,39.47,-0.5
1332,23,2024-06-03,,Private Label,Beverages,R02,Competitor,15.7,14.2,6.2,39.47,-1.58
1333,23,2024-06-03,B13,Capri Sun,Beverages,R03,KHC Brand,17.6,17.1,4.91,27.9,-0.32
1334,23,2024-06-03,B18,Kool-Aid,Beverages,R03,KHC Brand,23.2,24.7,6.47,27.9,0.02
1335,23,2024-06-03,,Mott's,Beverages,R03,Competitor,15.1,16.2,4.21,27.9,-0.02
1336,23,2024-06-03,,Juicy Juice,Beverages,R03,Competitor,16.6,17.3,4.63,27.9,0.39
1337,23,2024-06-03,,Honest Kids,Beverages,R03,Competitor,11.8,11.4,3.29,27.9,-0.08
1338,23,2024-06-03,,Private Label,Beverages,R03,Competitor,13.6,13.5,3.79,27.9,0.46
1339,23,2024-06-03,B13,Capri Sun,Beverages,R04,KHC Brand,20.4,19.7,4.9,24.01,0.67
1340,23,2024-06-03,B18,Kool-Aid,Beverages,R04,KHC Brand,26.9,28.3,6.46,24.01,0.6
1341,23,2024-06-03,,Mott's,Beverages,R04,Competitor,15.2,14.6,3.65,24.01,-0.84
1342,23,2024-06-03,,Juicy Juice,Beverages,R04,Competitor,13.1,14.3,3.15,24.01,0.35
1343,23,2024-06-03,,Honest Kids,Beverages,R04,Competitor,13.8,13.5,3.31,24.01,-0.93
1344,23,2024-06-03,,Private Label,Beverages,R04,Competitor,11.3,10.7,2.71,24.01,-1.65
1345,23,2024-06-03,B13,Capri Sun,Beverages,R05,KHC Brand,19.1,17.4,3.66,19.16,-0.82
1346,23,2024-06-03,B18,Kool-Aid,Beverages,R05,KHC Brand,25.0,27.2,4.79,19.16,0.58
1347,23,2024-06-03,,Mott's,Beverages,R05,Competitor,14.4,13.4,2.76,19.16,0.12
1348,23,2024-06-03,,Juicy Juice,Beverages,R05,Competitor,16.0,17.0,3.07,19.16,0.72
1349,23,2024-06-03,,Honest Kids,Beverages,R05,Competitor,9.5,10.2,1.82,19.16,0.36
1350,23,2024-06-03,,Private Label,Beverages,R05,Competitor,14.9,15.3,2.86,19.16,0.04
1351,23,2024-06-03,B13,Capri Sun,Beverages,R06,KHC Brand,19.2,18.8,3.24,16.9,-0.25
1352,23,2024-06-03,B18,Kool-Aid,Beverages,R06,KHC Brand,20.4,19.6,3.45,16.9,-0.48
1353,23,2024-06-03,,Mott's,Beverages,R06,Competitor,11.4,11.2,1.93,16.9,-1.52
1354,23,2024-06-03,,Juicy Juice,Beverages,R06,Competitor,17.2,18.0,2.91,16.9,-0.64
1355,23,2024-06-03,,Honest Kids,Beverages,R06,Competitor,15.6,15.3,2.64,16.9,-0.2
1356,23,2024-06-03,,Private Label,Beverages,R06,Competitor,17.8,18.4,3.01,16.9,-0.14
1357,23,2024-06-03,B13,Capri Sun,Beverages,R07,KHC Brand,17.6,18.5,2.55,14.5,1.18
1358,23,2024-06-03,B18,Kool-Aid,Beverages,R07,KHC Brand,23.3,23.5,3.38,14.5,0.33
1359,23,2024-06-03,,Mott's,Beverages,R07,Competitor,15.8,15.5,2.29,14.5,-1.19
1360,23,2024-06-03,,Juicy Juice,Beverages,R07,Competitor,16.6,17.7,2.41,14.5,0.88
1361,23,2024-06-03,,Honest Kids,Beverages,R07,Competitor,12.5,12.5,1.81,14.5,-0.18
1362,23,2024-06-03,,Private Label,Beverages,R07,Competitor,17.5,17.1,2.54,14.5,-1.5
1363,23,2024-06-03,B13,Capri Sun,Beverages,R08,KHC Brand,19.4,19.7,2.0,10.33,-1.0
1364,23,2024-06-03,B18,Kool-Aid,Beverages,R08,KHC Brand,23.5,21.2,2.43,10.33,-0.17
1365,23,2024-06-03,,Mott's,Beverages,R08,Competitor,11.9,10.7,1.23,10.33,-0.93
1366,23,2024-06-03,,Juicy Juice,Beverages,R08,Competitor,14.1,15.0,1.46,10.33,0.9
1367,23,2024-06-03,,Honest Kids,Beverages,R08,Competitor,15.2,14.6,1.57,10.33,-1.51
1368,23,2024-06-03,,Private Label,Beverages,R08,Competitor,15.2,14.5,1.57,10.33,-0.17
1369,23,2024-06-03,B13,Capri Sun,Beverages,R09,KHC Brand,17.6,18.6,1.6,9.09,-0.35
