sale_id,fiscal_week,week_start_date,sku_id,brand_id,retailer_id,units_sold,gross_sales,net_sales,cogs,gross_margin,is_on_promo,discount_pct,realized_price,yoy_index,prior_yr_net_sales
8357,4,2024-01-22,SK017,B07,R08,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8358,4,2024-01-22,SK017,B07,R09,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8359,4,2024-01-22,SK017,B07,R10,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8360,5,2024-01-29,SK017,B07,R01,26,98.54,98.54,35.1,63.44,False,0.0,3.79,1.06,92.96
8361,5,2024-01-29,SK017,B07,R02,16,60.64,46.72,21.6,25.12,True,23.0,2.92,1.06,44.08
8362,5,2024-01-29,SK017,B07,R03,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8363,5,2024-01-29,SK017,B07,R04,7,26.53,20.51,9.45,11.06,True,22.7,2.93,1.06,19.35
8364,5,2024-01-29,SK017,B07,R05,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8365,5,2024-01-29,SK017,B07,R06,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8366,5,2024-01-29,SK017,B07,R07,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8367,5,2024-01-29,SK017,B07,R08,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8368,5,2024-01-29,SK017,B07,R09,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8369,5,2024-01-29,SK017,B07,R10,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8370,6,2024-02-05,SK017,B07,R01,22,83.38,72.6,29.7,42.9,True,12.8,3.3,1.06,68.49
8371,6,2024-02-05,SK017,B07,R02,12,45.48,45.48,16.2,29.28,False,0.0,3.79,1.06,42.91
8372,6,2024-02-05,SK017,B07,R03,10,37.9,37.9,13.5,24.4,False,0.0,3.79,1.06,35.75
8373,6,2024-02-05,SK017,B07,R04,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8374,6,2024-02-05,SK017,B07,R05,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8375,6,2024-02-05,SK017,B07,R06,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8376,6,2024-02-05,SK017,B07,R07,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8377,6,2024-02-05,SK017,B07,R08,3,11.37,8.73,4.05,4.68,True,23.2,2.91,1.06,8.24
8378,6,2024-02-05,SK017,B07,R09,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8379,6,2024-02-05,SK017,B07,R10,2,7.58,6.8,2.7,4.1,True,10.4,3.4,1.06,6.42
8380,7,2024-02-12,SK017,B07,R01,24,90.96,90.96,32.4,58.56,False,0.0,3.79,1.06,85.81
8381,7,2024-02-12,SK017,B07,R02,16,60.64,50.24,21.6,28.64,True,17.2,3.14,1.06,47.4
8382,7,2024-02-12,SK017,B07,R03,10,37.9,37.9,13.5,24.4,False,0.0,3.79,1.06,35.75
8383,7,2024-02-12,SK017,B07,R04,10,37.9,32.1,13.5,18.6,True,15.4,3.21,1.06,30.28
8384,7,2024-02-12,SK017,B07,R05,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8385,7,2024-02-12,SK017,B07,R06,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8386,7,2024-02-12,SK017,B07,R07,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8387,7,2024-02-12,SK017,B07,R08,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8388,7,2024-02-12,SK017,B07,R09,3,11.37,8.64,4.05,4.59,True,24.1,2.88,1.06,8.15
8389,7,2024-02-12,SK017,B07,R10,1,3.79,3.79,1.35,2.44,False,0.0,3.79,1.06,3.58
8390,8,2024-02-19,SK017,B07,R01,25,94.75,72.75,33.75,39.0,True,23.3,2.91,1.06,68.63
8391,8,2024-02-19,SK017,B07,R02,15,56.85,56.85,20.25,36.6,False,0.0,3.79,1.06,53.63
8392,8,2024-02-19,SK017,B07,R03,13,49.27,43.68,17.55,26.13,True,11.3,3.36,1.06,41.21
8393,8,2024-02-19,SK017,B07,R04,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8394,8,2024-02-19,SK017,B07,R05,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8395,8,2024-02-19,SK017,B07,R06,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8396,8,2024-02-19,SK017,B07,R07,6,22.74,17.1,8.1,9.0,True,24.9,2.85,1.06,16.13
8397,8,2024-02-19,SK017,B07,R08,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8398,8,2024-02-19,SK017,B07,R09,3,11.37,8.73,4.05,4.68,True,23.2,2.91,1.06,8.24
8399,8,2024-02-19,SK017,B07,R10,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8400,9,2024-02-26,SK017,B07,R01,35,132.65,105.0,47.25,57.75,True,20.9,3.0,1.06,99.06
8401,9,2024-02-26,SK017,B07,R02,26,98.54,98.54,35.1,63.44,False,0.0,3.79,1.06,92.96
8402,9,2024-02-26,SK017,B07,R03,16,60.64,60.64,21.6,39.04,False,0.0,3.79,1.06,57.21
8403,9,2024-02-26,SK017,B07,R04,11,41.69,41.69,14.85,26.84,False,0.0,3.79,1.06,39.33
8404,9,2024-02-26,SK017,B07,R05,12,45.48,38.76,16.2,22.56,True,14.9,3.23,1.06,36.57
8405,9,2024-02-26,SK017,B07,R06,5,18.95,16.15,6.75,9.4,True,14.8,3.23,1.06,15.24
8406,9,2024-02-26,SK017,B07,R07,10,37.9,37.9,13.5,24.4,False,0.0,3.79,1.06,35.75
8407,9,2024-02-26,SK017,B07,R08,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8408,9,2024-02-26,SK017,B07,R09,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8409,9,2024-02-26,SK017,B07,R10,3,11.37,8.25,4.05,4.2,True,27.4,2.75,1.06,7.78
8410,10,2024-03-04,SK017,B07,R01,23,87.17,87.17,31.05,56.12,False,0.0,3.79,1.06,82.24
8411,10,2024-03-04,SK017,B07,R02,18,68.22,68.22,24.3,43.92,False,0.0,3.79,1.06,64.36
8412,10,2024-03-04,SK017,B07,R03,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8413,10,2024-03-04,SK017,B07,R04,9,34.11,34.11,12.15,21.96,False,0.0,3.79,1.06,32.18
8414,10,2024-03-04,SK017,B07,R05,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8415,10,2024-03-04,SK017,B07,R06,6,22.74,18.42,8.1,10.32,True,18.9,3.07,1.06,17.38
8416,10,2024-03-04,SK017,B07,R07,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8417,10,2024-03-04,SK017,B07,R08,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8418,10,2024-03-04,SK017,B07,R09,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8419,10,2024-03-04,SK017,B07,R10,2,7.58,6.52,2.7,3.82,True,14.0,3.26,1.06,6.15
8420,11,2024-03-11,SK017,B07,R01,25,94.75,94.75,33.75,61.0,False,0.0,3.79,1.06,89.39
8421,11,2024-03-11,SK017,B07,R02,18,68.22,68.22,24.3,43.92,False,0.0,3.79,1.06,64.36
8422,11,2024-03-11,SK017,B07,R03,9,34.11,34.11,12.15,21.96,False,0.0,3.79,1.06,32.18
8423,11,2024-03-11,SK017,B07,R04,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8424,11,2024-03-11,SK017,B07,R05,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8425,11,2024-03-11,SK017,B07,R06,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8426,11,2024-03-11,SK017,B07,R07,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8427,11,2024-03-11,SK017,B07,R08,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8428,11,2024-03-11,SK017,B07,R09,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8429,11,2024-03-11,SK017,B07,R10,2,7.58,6.6,2.7,3.9,True,13.0,3.3,1.06,6.23
8430,12,2024-03-18,SK017,B07,R01,20,75.8,75.8,27.0,48.8,False,0.0,3.79,1.06,71.51
8431,12,2024-03-18,SK017,B07,R02,15,56.85,56.85,20.25,36.6,False,0.0,3.79,1.06,53.63
8432,12,2024-03-18,SK017,B07,R03,9,34.11,34.11,12.15,21.96,False,0.0,3.79,1.06,32.18
8433,12,2024-03-18,SK017,B07,R04,9,34.11,26.91,12.15,14.76,True,21.1,2.99,1.06,25.39
8434,12,2024-03-18,SK017,B07,R05,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8435,12,2024-03-18,SK017,B07,R06,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8436,12,2024-03-18,SK017,B07,R07,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8437,12,2024-03-18,SK017,B07,R08,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8438,12,2024-03-18,SK017,B07,R09,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8439,12,2024-03-18,SK017,B07,R10,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8440,13,2024-03-25,SK017,B07,R01,20,75.8,75.8,27.0,48.8,False,0.0,3.79,1.06,71.51
8441,13,2024-03-25,SK017,B07,R02,19,72.01,72.01,25.65,46.36,False,0.0,3.79,1.06,67.93
8442,13,2024-03-25,SK017,B07,R03,9,34.11,28.71,12.15,16.56,True,15.8,3.19,1.06,27.08
8443,13,2024-03-25,SK017,B07,R04,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8444,13,2024-03-25,SK017,B07,R05,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8445,13,2024-03-25,SK017,B07,R06,5,18.95,14.7,6.75,7.95,True,22.4,2.94,1.06,13.87
8446,13,2024-03-25,SK017,B07,R07,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8447,13,2024-03-25,SK017,B07,R08,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8448,13,2024-03-25,SK017,B07,R09,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8449,13,2024-03-25,SK017,B07,R10,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8450,14,2024-04-01,SK017,B07,R01,20,75.8,75.8,27.0,48.8,False,0.0,3.79,1.06,71.51
8451,14,2024-04-01,SK017,B07,R02,21,79.59,79.59,28.35,51.24,False,0.0,3.79,1.06,75.08
8452,14,2024-04-01,SK017,B07,R03,11,41.69,41.69,14.85,26.84,False,0.0,3.79,1.06,39.33
8453,14,2024-04-01,SK017,B07,R04,9,34.11,34.11,12.15,21.96,False,0.0,3.79,1.06,32.18
8454,14,2024-04-01,SK017,B07,R05,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8455,14,2024-04-01,SK017,B07,R06,9,34.11,34.11,12.15,21.96,False,0.0,3.79,1.06,32.18
8456,14,2024-04-01,SK017,B07,R07,8,30.32,26.72,10.8,15.92,True,11.9,3.34,1.06,25.21
8457,14,2024-04-01,SK017,B07,R08,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8458,14,2024-04-01,SK017,B07,R09,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8459,14,2024-04-01,SK017,B07,R10,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8460,15,2024-04-08,SK017,B07,R01,18,68.22,52.2,24.3,27.9,True,23.5,2.9,1.06,49.25
8461,15,2024-04-08,SK017,B07,R02,8,30.32,24.88,10.8,14.08,True,17.9,3.11,1.06,23.47
8462,15,2024-04-08,SK017,B07,R03,10,37.9,37.9,13.5,24.4,False,0.0,3.79,1.06,35.75
8463,15,2024-04-08,SK017,B07,R04,6,22.74,18.72,8.1,10.62,True,17.6,3.12,1.06,17.66
8464,15,2024-04-08,SK017,B07,R05,7,26.53,20.02,9.45,10.57,True,24.5,2.86,1.06,18.89
8465,15,2024-04-08,SK017,B07,R06,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8466,15,2024-04-08,SK017,B07,R07,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8467,15,2024-04-08,SK017,B07,R08,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8468,15,2024-04-08,SK017,B07,R09,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8469,15,2024-04-08,SK017,B07,R10,1,3.79,3.79,1.35,2.44,False,0.0,3.79,1.06,3.58
8470,16,2024-04-15,SK017,B07,R01,21,79.59,79.59,28.35,51.24,False,0.0,3.79,1.06,75.08
8471,16,2024-04-15,SK017,B07,R02,17,64.43,64.43,22.95,41.48,False,0.0,3.79,1.06,60.78
8472,16,2024-04-15,SK017,B07,R03,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8473,16,2024-04-15,SK017,B07,R04,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8474,16,2024-04-15,SK017,B07,R05,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8475,16,2024-04-15,SK017,B07,R06,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8476,16,2024-04-15,SK017,B07,R07,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8477,16,2024-04-15,SK017,B07,R08,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8478,16,2024-04-15,SK017,B07,R09,4,15.16,12.2,5.4,6.8,True,19.4,3.05,1.06,11.51
8479,16,2024-04-15,SK017,B07,R10,1,3.79,2.99,1.35,1.64,True,21.1,2.99,1.06,2.82
8480,17,2024-04-22,SK017,B07,R01,20,75.8,75.8,27.0,48.8,False,0.0,3.79,1.06,71.51
8481,17,2024-04-22,SK017,B07,R02,13,49.27,49.27,17.55,31.72,False,0.0,3.79,1.06,46.48
8482,17,2024-04-22,SK017,B07,R03,12,45.48,45.48,16.2,29.28,False,0.0,3.79,1.06,42.91
8483,17,2024-04-22,SK017,B07,R04,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8484,17,2024-04-22,SK017,B07,R05,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8485,17,2024-04-22,SK017,B07,R06,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8486,17,2024-04-22,SK017,B07,R07,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8487,17,2024-04-22,SK017,B07,R08,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8488,17,2024-04-22,SK017,B07,R09,3,11.37,9.15,4.05,5.1,True,19.4,3.05,1.06,8.63
8489,17,2024-04-22,SK017,B07,R10,1,3.79,3.79,1.35,2.44,False,0.0,3.79,1.06,3.58
8490,18,2024-04-29,SK017,B07,R01,37,140.23,115.81,49.95,65.86,True,17.5,3.13,1.06,109.25
8491,18,2024-04-29,SK017,B07,R02,16,60.64,53.92,21.6,32.32,True,11.2,3.37,1.06,50.87
8492,18,2024-04-29,SK017,B07,R03,12,45.48,45.48,16.2,29.28,False,0.0,3.79,1.06,42.91
8493,18,2024-04-29,SK017,B07,R04,9,34.11,34.11,12.15,21.96,False,0.0,3.79,1.06,32.18
8494,18,2024-04-29,SK017,B07,R05,7,26.53,20.58,9.45,11.13,True,22.5,2.94,1.06,19.42
8495,18,2024-04-29,SK017,B07,R06,9,34.11,34.11,12.15,21.96,False,0.0,3.79,1.06,32.18
8496,18,2024-04-29,SK017,B07,R07,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8497,18,2024-04-29,SK017,B07,R08,5,18.95,15.45,6.75,8.7,True,18.4,3.09,1.06,14.58
8498,18,2024-04-29,SK017,B07,R09,2,7.58,6.34,2.7,3.64,True,16.3,3.17,1.06,5.98
8499,18,2024-04-29,SK017,B07,R10,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8500,19,2024-05-06,SK017,B07,R01,31,117.49,117.49,41.85,75.64,False,0.0,3.79,1.06,110.84
8501,19,2024-05-06,SK017,B07,R02,12,45.48,45.48,16.2,29.28,False,0.0,3.79,1.06,42.91
8502,19,2024-05-06,SK017,B07,R03,12,45.48,45.48,16.2,29.28,False,0.0,3.79,1.06,42.91
8503,19,2024-05-06,SK017,B07,R04,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8504,19,2024-05-06,SK017,B07,R05,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8505,19,2024-05-06,SK017,B07,R06,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8506,19,2024-05-06,SK017,B07,R07,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8507,19,2024-05-06,SK017,B07,R08,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8508,19,2024-05-06,SK017,B07,R09,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8509,19,2024-05-06,SK017,B07,R10,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8510,20,2024-05-13,SK017,B07,R01,21,79.59,79.59,28.35,51.24,False,0.0,3.79,1.06,75.08
8511,20,2024-05-13,SK017,B07,R02,15,56.85,56.85,20.25,36.6,False,0.0,3.79,1.06,53.63
8512,20,2024-05-13,SK017,B07,R03,9,34.11,34.11,12.15,21.96,False,0.0,3.79,1.06,32.18
8513,20,2024-05-13,SK017,B07,R04,8,30.32,26.48,10.8,15.68,True,12.7,3.31,1.06,24.98
8514,20,2024-05-13,SK017,B07,R05,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8515,20,2024-05-13,SK017,B07,R06,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8516,20,2024-05-13,SK017,B07,R07,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8517,20,2024-05-13,SK017,B07,R08,4,15.16,11.48,5.4,6.08,True,24.3,2.87,1.06,10.83
8518,20,2024-05-13,SK017,B07,R09,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8519,20,2024-05-13,SK017,B07,R10,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8520,21,2024-05-20,SK017,B07,R01,20,75.8,75.8,27.0,48.8,False,0.0,3.79,1.06,71.51
8521,21,2024-05-20,SK017,B07,R02,14,53.06,53.06,18.9,34.16,False,0.0,3.79,1.06,50.06
8522,21,2024-05-20,SK017,B07,R03,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8523,21,2024-05-20,SK017,B07,R04,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8524,21,2024-05-20,SK017,B07,R05,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8525,21,2024-05-20,SK017,B07,R06,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8526,21,2024-05-20,SK017,B07,R07,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8527,21,2024-05-20,SK017,B07,R08,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8528,21,2024-05-20,SK017,B07,R09,3,11.37,8.64,4.05,4.59,True,24.1,2.88,1.06,8.15
8529,21,2024-05-20,SK017,B07,R10,1,3.79,3.79,1.35,2.44,False,0.0,3.79,1.06,3.58
8530,22,2024-05-27,SK017,B07,R01,25,94.75,71.5,33.75,37.75,True,24.5,2.86,1.06,67.45
8531,22,2024-05-27,SK017,B07,R02,14,53.06,46.2,18.9,27.3,True,13.0,3.3,1.06,43.58
8532,22,2024-05-27,SK017,B07,R03,14,53.06,53.06,18.9,34.16,False,0.0,3.79,1.06,50.06
8533,22,2024-05-27,SK017,B07,R04,13,49.27,49.27,17.55,31.72,False,0.0,3.79,1.06,46.48
8534,22,2024-05-27,SK017,B07,R05,10,37.9,37.9,13.5,24.4,False,0.0,3.79,1.06,35.75
8535,22,2024-05-27,SK017,B07,R06,9,34.11,27.54,12.15,15.39,True,19.2,3.06,1.06,25.98
8536,22,2024-05-27,SK017,B07,R07,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8537,22,2024-05-27,SK017,B07,R08,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8538,22,2024-05-27,SK017,B07,R09,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8539,22,2024-05-27,SK017,B07,R10,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8540,23,2024-06-03,SK017,B07,R01,20,75.8,60.6,27.0,33.6,True,20.1,3.03,1.06,57.17
8541,23,2024-06-03,SK017,B07,R02,10,37.9,37.9,13.5,24.4,False,0.0,3.79,1.06,35.75
8542,23,2024-06-03,SK017,B07,R03,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8543,23,2024-06-03,SK017,B07,R04,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8544,23,2024-06-03,SK017,B07,R05,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8545,23,2024-06-03,SK017,B07,R06,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8546,23,2024-06-03,SK017,B07,R07,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8547,23,2024-06-03,SK017,B07,R08,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8548,23,2024-06-03,SK017,B07,R09,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8549,23,2024-06-03,SK017,B07,R10,1,3.79,3.79,1.35,2.44,False,0.0,3.79,1.06,3.58
8550,24,2024-06-10,SK017,B07,R01,16,60.64,60.64,21.6,39.04,False,0.0,3.79,1.06,57.21
8551,24,2024-06-10,SK017,B07,R02,12,45.48,45.48,16.2,29.28,False,0.0,3.79,1.06,42.91
8552,24,2024-06-10,SK017,B07,R03,10,37.9,37.9,13.5,24.4,False,0.0,3.79,1.06,35.75
8553,24,2024-06-10,SK017,B07,R04,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8554,24,2024-06-10,SK017,B07,R05,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8555,24,2024-06-10,SK017,B07,R06,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8556,24,2024-06-10,SK017,B07,R07,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8557,24,2024-06-10,SK017,B07,R08,4,15.16,15.16,5.4,9.76,False,0.0,3.79,1.06,14.3
8558,24,2024-06-10,SK017,B07,R09,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8559,24,2024-06-10,SK017,B07,R10,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8560,25,2024-06-17,SK017,B07,R01,20,75.8,75.8,27.0,48.8,False,0.0,3.79,1.06,71.51
8561,25,2024-06-17,SK017,B07,R02,15,56.85,47.4,20.25,27.15,True,16.6,3.16,1.06,44.72
8562,25,2024-06-17,SK017,B07,R03,10,37.9,37.9,13.5,24.4,False,0.0,3.79,1.06,35.75
8563,25,2024-06-17,SK017,B07,R04,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8564,25,2024-06-17,SK017,B07,R05,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8565,25,2024-06-17,SK017,B07,R06,5,18.95,15.15,6.75,8.4,True,20.1,3.03,1.06,14.29
8566,25,2024-06-17,SK017,B07,R07,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8567,25,2024-06-17,SK017,B07,R08,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8568,25,2024-06-17,SK017,B07,R09,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8569,25,2024-06-17,SK017,B07,R10,1,3.79,2.9,1.35,1.55,True,23.5,2.9,1.06,2.74
8570,26,2024-06-24,SK017,B07,R01,19,72.01,59.09,25.65,33.44,True,18.0,3.11,1.06,55.75
8571,26,2024-06-24,SK017,B07,R02,15,56.85,56.85,20.25,36.6,False,0.0,3.79,1.06,53.63
8572,26,2024-06-24,SK017,B07,R03,10,37.9,32.0,13.5,18.5,True,15.6,3.2,1.06,30.19
8573,26,2024-06-24,SK017,B07,R04,9,34.11,28.44,12.15,16.29,True,16.6,3.16,1.06,26.83
8574,26,2024-06-24,SK017,B07,R05,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8575,26,2024-06-24,SK017,B07,R06,6,22.74,22.74,8.1,14.64,False,0.0,3.79,1.06,21.45
8576,26,2024-06-24,SK017,B07,R07,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8577,26,2024-06-24,SK017,B07,R08,2,7.58,6.46,2.7,3.76,True,14.9,3.23,1.06,6.09
8578,26,2024-06-24,SK017,B07,R09,1,3.79,3.79,1.35,2.44,False,0.0,3.79,1.06,3.58
8579,26,2024-06-24,SK017,B07,R10,2,7.58,5.88,2.7,3.18,True,22.5,2.94,1.06,5.55
8580,27,2024-07-01,SK017,B07,R01,29,109.91,109.91,39.15,70.76,False,0.0,3.79,1.06,103.69
8581,27,2024-07-01,SK017,B07,R02,16,60.64,60.64,21.6,39.04,False,0.0,3.79,1.06,57.21
8582,27,2024-07-01,SK017,B07,R03,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8583,27,2024-07-01,SK017,B07,R04,11,41.69,41.69,14.85,26.84,False,0.0,3.79,1.06,39.33
8584,27,2024-07-01,SK017,B07,R05,7,26.53,26.53,9.45,17.08,False,0.0,3.79,1.06,25.03
8585,27,2024-07-01,SK017,B07,R06,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8586,27,2024-07-01,SK017,B07,R07,8,30.32,30.32,10.8,19.52,False,0.0,3.79,1.06,28.6
8587,27,2024-07-01,SK017,B07,R08,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8588,27,2024-07-01,SK017,B07,R09,3,11.37,11.37,4.05,7.32,False,0.0,3.79,1.06,10.73
8589,27,2024-07-01,SK017,B07,R10,2,7.58,7.58,2.7,4.88,False,0.0,3.79,1.06,7.15
8590,28,2024-07-08,SK017,B07,R01,25,94.75,94.75,33.75,61.0,False,0.0,3.79,1.06,89.39
8591,28,2024-07-08,SK017,B07,R02,9,34.11,34.11,12.15,21.96,False,0.0,3.79,1.06,32.18
8592,28,2024-07-08,SK017,B07,R03,11,41.69,41.69,14.85,26.84,False,0.0,3.79,1.06,39.33
8593,28,2024-07-08,SK017,B07,R04,7,26.53,23.73,9.45,14.28,True,10.5,3.39,1.06,22.39
8594,28,2024-07-08,SK017,B07,R05,5,18.95,18.95,6.75,12.2,False,0.0,3.79,1.06,17.88
8595,28,2024-07-08,SK017,B07,R06,5,18.95,14.55,6.75,7.8,True,23.3,2.91,1.06,13.73
