dist_id,fiscal_week,week_start_date,sku_id,brand_id,retailer_id,acv_pct,tdp,velocity_per_tdp,store_count_dist,numeric_dist_pct,acv_gap_pct
8708,39,2024-09-23,SK017,B07,R08,20.0,21.4,0.53,309,15.3,75.0
8709,39,2024-09-23,SK017,B07,R09,20.0,17.4,0.65,17290,15.3,75.0
8710,39,2024-09-23,SK017,B07,R10,20.0,19.2,0.2,455,20.9,75.0
8711,40,2024-09-30,SK017,B07,R01,20.0,21.1,4.49,4186,16.7,75.0
8712,40,2024-09-30,SK017,B07,R02,20.0,17.5,2.62,2548,22.5,75.0
8713,40,2024-09-30,SK017,B07,R03,20.0,19.3,1.57,1729,22.8,75.0
8714,40,2024-09-30,SK017,B07,R04,20.0,17.2,1.76,523,18.0,75.0
8715,40,2024-09-30,SK017,B07,R05,20.0,18.3,1.66,1210,16.9,75.0
8716,40,2024-09-30,SK017,B07,R06,20.0,19.6,1.35,2074,16.4,75.0
8717,40,2024-09-30,SK017,B07,R07,20.0,21.8,0.76,1820,25.0,75.0
8718,40,2024-09-30,SK017,B07,R08,20.0,20.4,0.74,309,20.5,75.0
8719,40,2024-09-30,SK017,B07,R09,20.0,18.8,0.68,17290,19.6,75.0
8720,40,2024-09-30,SK017,B07,R10,20.0,19.6,0.39,455,17.1,75.0
8721,41,2024-10-07,SK017,B07,R01,20.0,17.6,5.17,4186,22.2,75.0
8722,41,2024-10-07,SK017,B07,R02,20.0,21.8,2.96,2548,16.5,75.0
8723,41,2024-10-07,SK017,B07,R03,20.0,17.2,2.42,1729,22.0,75.0
8724,41,2024-10-07,SK017,B07,R04,20.0,18.1,1.88,523,19.9,75.0
8725,41,2024-10-07,SK017,B07,R05,20.0,20.2,1.31,1210,18.9,75.0
8726,41,2024-10-07,SK017,B07,R06,20.0,17.3,1.18,2074,19.4,75.0
8727,41,2024-10-07,SK017,B07,R07,20.0,18.3,1.38,1820,20.0,75.0
8728,41,2024-10-07,SK017,B07,R08,20.0,21.5,0.71,309,20.9,75.0
8729,41,2024-10-07,SK017,B07,R09,20.0,18.0,0.54,17290,23.7,75.0
8730,41,2024-10-07,SK017,B07,R10,20.0,20.4,0.33,455,24.1,75.0
8731,42,2024-10-14,SK017,B07,R01,20.0,17.8,4.9,4186,20.3,75.0
8732,42,2024-10-14,SK017,B07,R02,20.0,21.3,2.85,2548,23.1,75.0
8733,42,2024-10-14,SK017,B07,R03,20.0,18.6,2.24,1729,22.4,75.0
8734,42,2024-10-14,SK017,B07,R04,20.0,19.9,1.14,523,16.2,75.0
8735,42,2024-10-14,SK017,B07,R05,20.0,18.4,1.03,1210,24.7,75.0
8736,42,2024-10-14,SK017,B07,R06,20.0,18.2,1.04,2074,24.3,75.0
8737,42,2024-10-14,SK017,B07,R07,20.0,18.4,1.24,1820,20.5,75.0
8738,42,2024-10-14,SK017,B07,R08,20.0,17.6,0.65,309,17.9,75.0
8739,42,2024-10-14,SK017,B07,R09,20.0,17.0,0.89,17290,20.4,75.0
8740,42,2024-10-14,SK017,B07,R10,20.0,18.5,0.2,455,22.6,75.0
8741,43,2024-10-21,SK017,B07,R01,20.0,20.7,4.03,4186,19.3,75.0
8742,43,2024-10-21,SK017,B07,R02,20.0,18.3,4.35,2548,16.2,75.0
8743,43,2024-10-21,SK017,B07,R03,20.0,21.7,1.92,1729,18.0,75.0
8744,43,2024-10-21,SK017,B07,R04,20.0,17.8,2.13,523,22.5,75.0
8745,43,2024-10-21,SK017,B07,R05,20.0,21.4,1.55,1210,15.5,75.0
8746,43,2024-10-21,SK017,B07,R06,20.0,21.3,0.89,2074,18.8,75.0
8747,43,2024-10-21,SK017,B07,R07,20.0,18.0,0.8,1820,22.8,75.0
8748,43,2024-10-21,SK017,B07,R08,20.0,18.7,0.61,309,19.9,75.0
8749,43,2024-10-21,SK017,B07,R09,20.0,20.4,0.37,17290,16.0,75.0
8750,43,2024-10-21,SK017,B07,R10,20.0,21.8,0.35,455,24.6,75.0
8751,44,2024-10-28,SK017,B07,R01,20.0,19.6,7.93,4186,15.0,75.0
8752,44,2024-10-28,SK017,B07,R02,20.0,19.1,4.96,2548,20.7,75.0
8753,44,2024-10-28,SK017,B07,R03,20.0,19.6,2.67,1729,18.3,75.0
8754,44,2024-10-28,SK017,B07,R04,20.0,18.7,2.43,523,21.3,75.0
8755,44,2024-10-28,SK017,B07,R05,20.0,21.5,1.59,1210,21.6,75.0
8756,44,2024-10-28,SK017,B07,R06,20.0,17.9,2.33,2074,24.1,75.0
8757,44,2024-10-28,SK017,B07,R07,20.0,18.9,1.4,1820,17.4,75.0
8758,44,2024-10-28,SK017,B07,R08,20.0,17.2,1.1,309,23.7,75.0
8759,44,2024-10-28,SK017,B07,R09,20.0,18.3,1.04,17290,19.1,75.0
8760,44,2024-10-28,SK017,B07,R10,20.0,19.5,0.78,455,15.6,75.0
8761,45,2024-11-04,SK017,B07,R01,20.0,19.8,5.74,4186,24.5,75.0
8762,45,2024-11-04,SK017,B07,R02,20.0,19.0,2.39,2548,17.4,75.0
8763,45,2024-11-04,SK017,B07,R03,20.0,18.6,1.63,1729,18.6,75.0
8764,45,2024-11-04,SK017,B07,R04,20.0,21.1,1.8,523,17.4,75.0
8765,45,2024-11-04,SK017,B07,R05,20.0,18.5,1.43,1210,15.3,75.0
8766,45,2024-11-04,SK017,B07,R06,20.0,19.3,1.02,2074,18.6,75.0
8767,45,2024-11-04,SK017,B07,R07,20.0,20.2,0.93,1820,21.8,75.0
8768,45,2024-11-04,SK017,B07,R08,20.0,17.6,0.86,309,17.8,75.0
8769,45,2024-11-04,SK017,B07,R09,20.0,21.4,0.53,17290,20.9,75.0
8770,45,2024-11-04,SK017,B07,R10,20.0,17.1,0.44,455,21.3,75.0
8771,46,2024-11-11,SK017,B07,R01,20.0,19.1,4.76,4186,17.4,75.0
8772,46,2024-11-11,SK017,B07,R02,20.0,19.7,4.04,2548,18.0,75.0
8773,46,2024-11-11,SK017,B07,R03,20.0,17.8,1.92,1729,16.0,75.0
8774,46,2024-11-11,SK017,B07,R04,20.0,17.1,1.61,523,18.5,75.0
8775,46,2024-11-11,SK017,B07,R05,20.0,20.8,1.64,1210,20.2,75.0
8776,46,2024-11-11,SK017,B07,R06,20.0,20.1,0.73,2074,23.3,75.0
8777,46,2024-11-11,SK017,B07,R07,20.0,20.9,0.91,1820,17.9,75.0
8778,46,2024-11-11,SK017,B07,R08,20.0,17.1,0.89,309,18.6,75.0
8779,46,2024-11-11,SK017,B07,R09,20.0,21.5,0.55,17290,21.3,75.0
8780,46,2024-11-11,SK017,B07,R10,20.0,18.1,0.31,455,21.2,75.0
8781,47,2024-11-18,SK017,B07,R01,20.0,19.1,6.15,4186,19.4,75.0
8782,47,2024-11-18,SK017,B07,R02,20.0,21.6,3.99,2548,18.1,75.0
8783,47,2024-11-18,SK017,B07,R03,20.0,17.6,3.88,1729,18.8,75.0
8784,47,2024-11-18,SK017,B07,R04,20.0,17.3,2.19,523,22.4,75.0
8785,47,2024-11-18,SK017,B07,R05,20.0,19.5,1.55,1210,24.6,75.0
8786,47,2024-11-18,SK017,B07,R06,20.0,21.2,1.61,2074,20.7,75.0
8787,47,2024-11-18,SK017,B07,R07,20.0,18.3,1.86,1820,18.4,75.0
8788,47,2024-11-18,SK017,B07,R08,20.0,18.5,1.02,309,19.2,75.0
8789,47,2024-11-18,SK017,B07,R09,20.0,17.9,1.06,17290,17.2,75.0
8790,47,2024-11-18,SK017,B07,R10,20.0,17.4,0.44,455,24.9,75.0
8791,48,2024-11-25,SK017,B07,R01,20.0,21.9,3.81,4186,17.1,75.0
8792,48,2024-11-25,SK017,B07,R02,20.0,20.5,3.88,2548,21.9,75.0
8793,48,2024-11-25,SK017,B07,R03,20.0,20.6,2.76,1729,20.6,75.0
8794,48,2024-11-25,SK017,B07,R04,20.0,17.6,2.58,523,24.6,75.0
8795,48,2024-11-25,SK017,B07,R05,20.0,17.2,1.76,1210,20.4,75.0
8796,48,2024-11-25,SK017,B07,R06,20.0,19.4,1.17,2074,24.3,75.0
8797,48,2024-11-25,SK017,B07,R07,20.0,21.8,1.22,1820,24.2,75.0
8798,48,2024-11-25,SK017,B07,R08,20.0,17.1,1.33,309,15.3,75.0
8799,48,2024-11-25,SK017,B07,R09,20.0,19.2,1.18,17290,20.0,75.0
8800,48,2024-11-25,SK017,B07,R10,20.0,21.8,0.7,455,21.0,75.0
8801,49,2024-12-02,SK017,B07,R01,20.0,21.1,3.77,4186,15.9,75.0
8802,49,2024-12-02,SK017,B07,R02,20.0,19.9,2.48,2548,19.0,75.0
8803,49,2024-12-02,SK017,B07,R03,20.0,20.9,2.18,1729,19.5,75.0
8804,49,2024-12-02,SK017,B07,R04,20.0,17.1,2.22,523,24.3,75.0
8805,49,2024-12-02,SK017,B07,R05,20.0,21.3,1.25,1210,24.4,75.0
8806,49,2024-12-02,SK017,B07,R06,20.0,19.5,0.65,2074,20.1,75.0
8807,49,2024-12-02,SK017,B07,R07,20.0,21.7,0.7,1820,23.2,75.0
8808,49,2024-12-02,SK017,B07,R08,20.0,21.7,0.52,309,19.3,75.0
8809,49,2024-12-02,SK017,B07,R09,20.0,17.2,0.67,17290,20.4,75.0
8810,49,2024-12-02,SK017,B07,R10,20.0,18.1,0.42,455,20.3,75.0
8811,50,2024-12-09,SK017,B07,R01,20.0,20.3,6.91,4186,19.9,75.0
8812,50,2024-12-09,SK017,B07,R02,20.0,20.9,3.7,2548,21.1,75.0
8813,50,2024-12-09,SK017,B07,R03,20.0,17.2,2.69,1729,23.4,75.0
8814,50,2024-12-09,SK017,B07,R04,20.0,18.3,2.9,523,18.6,75.0
8815,50,2024-12-09,SK017,B07,R05,20.0,18.0,2.11,1210,21.0,75.0
8816,50,2024-12-09,SK017,B07,R06,20.0,18.4,1.85,2074,24.6,75.0
8817,50,2024-12-09,SK017,B07,R07,20.0,19.6,1.35,1820,20.2,75.0
8818,50,2024-12-09,SK017,B07,R08,20.0,19.4,0.98,309,17.5,75.0
8819,50,2024-12-09,SK017,B07,R09,20.0,21.4,0.89,17290,17.5,75.0
8820,50,2024-12-09,SK017,B07,R10,20.0,18.6,0.61,455,17.1,75.0
8821,51,2024-12-16,SK017,B07,R01,20.0,19.4,5.27,4186,24.8,75.0
8822,51,2024-12-16,SK017,B07,R02,20.0,20.6,3.08,2548,15.1,75.0
8823,51,2024-12-16,SK017,B07,R03,20.0,21.1,1.66,1729,18.4,75.0
8824,51,2024-12-16,SK017,B07,R04,20.0,18.2,1.67,523,24.4,75.0
8825,51,2024-12-16,SK017,B07,R05,20.0,19.6,1.55,1210,20.7,75.0
8826,51,2024-12-16,SK017,B07,R06,20.0,17.8,1.06,2074,15.2,75.0
8827,51,2024-12-16,SK017,B07,R07,20.0,18.0,0.65,1820,23.4,75.0
8828,51,2024-12-16,SK017,B07,R08,20.0,17.2,0.88,309,15.1,75.0
8829,51,2024-12-16,SK017,B07,R09,20.0,21.6,0.62,17290,21.1,75.0
8830,51,2024-12-16,SK017,B07,R10,20.0,18.9,0.2,455,20.4,75.0
8831,52,2024-12-23,SK017,B07,R01,20.0,21.5,5.82,4186,19.0,75.0
8832,52,2024-12-23,SK017,B07,R02,20.0,21.2,3.58,2548,19.9,75.0
8833,52,2024-12-23,SK017,B07,R03,20.0,19.5,2.72,1729,18.2,75.0
8834,52,2024-12-23,SK017,B07,R04,20.0,18.8,3.02,523,18.5,75.0
8835,52,2024-12-23,SK017,B07,R05,20.0,18.7,2.23,1210,21.3,75.0
8836,52,2024-12-23,SK017,B07,R06,20.0,17.5,1.95,2074,22.0,75.0
8837,52,2024-12-23,SK017,B07,R07,20.0,21.5,1.23,1820,23.5,75.0
8838,52,2024-12-23,SK017,B07,R08,20.0,21.6,0.7,309,24.4,75.0
8839,52,2024-12-23,SK017,B07,R09,20.0,17.5,1.3,17290,16.6,75.0
8840,52,2024-12-23,SK017,B07,R10,20.0,21.0,0.54,455,16.4,75.0
8841,1,2024-01-01,SK018,B07,R01,21.6,20.0,6.92,4186,20.7,73.4
8842,1,2024-01-01,SK018,B07,R02,20.0,19.4,5.13,2548,22.1,75.0
8843,1,2024-01-01,SK018,B07,R03,20.0,21.1,2.37,1729,21.3,75.0
8844,1,2024-01-01,SK018,B07,R04,20.0,20.5,2.45,523,15.9,75.0
8845,1,2024-01-01,SK018,B07,R05,20.0,19.5,2.58,1210,15.5,75.0
8846,1,2024-01-01,SK018,B07,R06,20.0,21.4,1.47,2074,21.4,75.0
8847,1,2024-01-01,SK018,B07,R07,20.0,19.0,1.66,1820,17.8,75.0
8848,1,2024-01-01,SK018,B07,R08,20.0,17.5,1.05,309,24.3,75.0
8849,1,2024-01-01,SK018,B07,R09,20.0,20.3,0.93,17290,19.8,75.0
8850,1,2024-01-01,SK018,B07,R10,20.0,21.2,0.59,455,25.0,75.0
8851,2,2024-01-08,SK018,B07,R01,20.0,20.0,8.03,4186,24.4,75.0
8852,2,2024-01-08,SK018,B07,R02,20.0,18.3,4.81,2548,18.7,75.0
8853,2,2024-01-08,SK018,B07,R03,20.0,19.5,2.26,1729,22.4,75.0
8854,2,2024-01-08,SK018,B07,R04,20.0,17.5,1.8,523,19.9,75.0
8855,2,2024-01-08,SK018,B07,R05,20.0,19.9,2.21,1210,15.7,75.0
8856,2,2024-01-08,SK018,B07,R06,20.0,18.8,2.01,2074,17.3,75.0
8857,2,2024-01-08,SK018,B07,R07,20.0,17.9,1.83,1820,18.6,75.0
8858,2,2024-01-08,SK018,B07,R08,20.0,18.7,1.35,309,17.2,75.0
8859,2,2024-01-08,SK018,B07,R09,20.0,18.0,0.7,17290,17.0,75.0
8860,2,2024-01-08,SK018,B07,R10,20.0,18.3,0.34,455,23.5,75.0
8861,3,2024-01-15,SK018,B07,R01,20.4,20.1,8.45,4186,21.5,74.6
8862,3,2024-01-15,SK018,B07,R02,20.0,20.1,5.32,2548,15.3,75.0
8863,3,2024-01-15,SK018,B07,R03,20.0,21.2,2.97,1729,22.5,75.0
8864,3,2024-01-15,SK018,B07,R04,20.0,21.6,1.75,523,16.7,75.0
8865,3,2024-01-15,SK018,B07,R05,20.0,17.9,2.81,1210,24.1,75.0
8866,3,2024-01-15,SK018,B07,R06,20.0,17.4,2.89,2074,16.3,75.0
8867,3,2024-01-15,SK018,B07,R07,20.0,19.3,1.96,1820,22.9,75.0
8868,3,2024-01-15,SK018,B07,R08,20.0,18.9,1.0,309,19.0,75.0
8869,3,2024-01-15,SK018,B07,R09,20.0,21.4,0.88,17290,18.7,75.0
8870,3,2024-01-15,SK018,B07,R10,20.0,19.9,0.32,455,24.8,75.0
8871,4,2024-01-22,SK018,B07,R01,20.0,19.4,13.94,4186,19.7,75.0
8872,4,2024-01-22,SK018,B07,R02,20.0,18.5,7.82,2548,16.0,75.0
8873,4,2024-01-22,SK018,B07,R03,20.0,20.7,3.04,1729,18.1,75.0
8874,4,2024-01-22,SK018,B07,R04,20.0,18.4,4.1,523,15.9,75.0
8875,4,2024-01-22,SK018,B07,R05,20.0,21.9,3.16,1210,16.8,75.0
8876,4,2024-01-22,SK018,B07,R06,20.0,20.9,2.71,2074,17.5,75.0
8877,4,2024-01-22,SK018,B07,R07,20.0,21.5,1.69,1820,21.3,75.0
8878,4,2024-01-22,SK018,B07,R08,20.0,17.4,1.23,309,22.1,75.0
8879,4,2024-01-22,SK018,B07,R09,20.0,18.3,1.72,17290,21.6,75.0
8880,4,2024-01-22,SK018,B07,R10,20.0,21.4,0.88,455,24.8,75.0
8881,5,2024-01-29,SK018,B07,R01,20.0,19.4,5.19,4186,22.2,75.0
8882,5,2024-01-29,SK018,B07,R02,20.0,21.2,4.45,2548,21.7,75.0
8883,5,2024-01-29,SK018,B07,R03,20.0,18.0,3.83,1729,19.8,75.0
8884,5,2024-01-29,SK018,B07,R04,20.0,19.2,2.22,523,21.3,75.0
8885,5,2024-01-29,SK018,B07,R05,20.0,19.6,2.89,1210,17.9,75.0
8886,5,2024-01-29,SK018,B07,R06,20.0,19.9,2.21,2074,23.5,75.0
8887,5,2024-01-29,SK018,B07,R07,20.0,20.1,1.88,1820,24.0,75.0
8888,5,2024-01-29,SK018,B07,R08,20.0,20.0,0.94,309,15.8,75.0
8889,5,2024-01-29,SK018,B07,R09,20.0,17.8,1.06,17290,23.7,75.0
8890,5,2024-01-29,SK018,B07,R10,20.0,20.4,0.62,455,21.9,75.0
8891,6,2024-02-05,SK018,B07,R01,20.0,17.6,8.58,4186,23.8,75.0
8892,6,2024-02-05,SK018,B07,R02,20.0,18.5,5.14,2548,18.1,75.0
8893,6,2024-02-05,SK018,B07,R03,20.0,20.2,2.8,1729,22.9,75.0
8894,6,2024-02-05,SK018,B07,R04,20.0,17.0,2.59,523,19.7,75.0
8895,6,2024-02-05,SK018,B07,R05,20.0,21.4,1.47,1210,17.1,75.0
8896,6,2024-02-05,SK018,B07,R06,20.0,21.5,2.63,2074,21.0,75.0
8897,6,2024-02-05,SK018,B07,R07,20.0,19.6,1.49,1820,15.5,75.0
8898,6,2024-02-05,SK018,B07,R08,20.0,21.3,1.18,309,20.1,75.0
8899,6,2024-02-05,SK018,B07,R09,20.0,20.5,0.92,17290,23.4,75.0
8900,6,2024-02-05,SK018,B07,R10,20.0,21.6,0.44,455,20.5,75.0
8901,7,2024-02-12,SK018,B07,R01,20.0,20.7,7.6,4186,20.0,75.0
8902,7,2024-02-12,SK018,B07,R02,20.0,18.5,5.78,2548,19.5,75.0
8903,7,2024-02-12,SK018,B07,R03,20.0,20.3,2.79,1729,17.8,75.0
8904,7,2024-02-12,SK018,B07,R04,20.0,21.5,2.63,523,24.4,75.0
8905,7,2024-02-12,SK018,B07,R05,20.0,18.9,1.44,1210,17.1,75.0
8906,7,2024-02-12,SK018,B07,R06,20.0,20.3,1.55,2074,18.8,75.0
8907,7,2024-02-12,SK018,B07,R07,20.0,19.4,1.95,1820,20.7,75.0
8908,7,2024-02-12,SK018,B07,R08,20.0,21.3,0.59,309,20.7,75.0
8909,7,2024-02-12,SK018,B07,R09,20.0,18.2,1.38,17290,15.8,75.0
8910,7,2024-02-12,SK018,B07,R10,20.0,17.4,0.57,455,22.8,75.0
8911,8,2024-02-19,SK018,B07,R01,22.5,19.8,5.84,4186,19.2,72.5
8912,8,2024-02-19,SK018,B07,R02,20.0,17.4,5.06,2548,23.6,75.0
8913,8,2024-02-19,SK018,B07,R03,20.0,19.7,3.19,1729,18.5,75.0
8914,8,2024-02-19,SK018,B07,R04,20.0,20.8,1.97,523,18.6,75.0
8915,8,2024-02-19,SK018,B07,R05,20.0,19.7,2.24,1210,15.7,75.0
8916,8,2024-02-19,SK018,B07,R06,20.0,18.0,2.45,2074,23.0,75.0
8917,8,2024-02-19,SK018,B07,R07,20.0,20.6,2.14,1820,20.3,75.0
8918,8,2024-02-19,SK018,B07,R08,20.0,18.9,1.0,309,20.1,75.0
8919,8,2024-02-19,SK018,B07,R09,20.0,19.8,0.5,17290,16.7,75.0
8920,8,2024-02-19,SK018,B07,R10,20.0,17.7,0.71,455,24.4,75.0
8921,9,2024-02-26,SK018,B07,R01,20.0,17.5,14.56,4186,17.5,75.0
8922,9,2024-02-26,SK018,B07,R02,20.0,19.9,7.9,2548,22.1,75.0
8923,9,2024-02-26,SK018,B07,R03,20.0,17.9,4.22,1729,22.2,75.0
8924,9,2024-02-26,SK018,B07,R04,20.0,19.9,3.3,523,23.0,75.0
8925,9,2024-02-26,SK018,B07,R05,20.0,18.8,2.68,1210,15.2,75.0
8926,9,2024-02-26,SK018,B07,R06,20.0,17.4,3.61,2074,19.0,75.0
8927,9,2024-02-26,SK018,B07,R07,20.0,20.3,1.86,1820,15.6,75.0
8928,9,2024-02-26,SK018,B07,R08,20.0,21.2,1.48,309,15.9,75.0
8929,9,2024-02-26,SK018,B07,R09,20.0,20.8,1.21,17290,17.1,75.0
8930,9,2024-02-26,SK018,B07,R10,20.0,17.8,1.06,455,19.7,75.0
8931,10,2024-03-04,SK018,B07,R01,20.0,21.2,7.12,4186,16.9,75.0
8932,10,2024-03-04,SK018,B07,R02,20.0,19.6,5.46,2548,17.9,75.0
8933,10,2024-03-04,SK018,B07,R03,20.0,18.4,3.76,1729,24.5,75.0
8934,10,2024-03-04,SK018,B07,R04,20.0,19.2,1.7,523,19.4,75.0
8935,10,2024-03-04,SK018,B07,R05,20.0,18.4,2.73,1210,18.4,75.0
8936,10,2024-03-04,SK018,B07,R06,20.0,18.4,2.05,2074,23.3,75.0
8937,10,2024-03-04,SK018,B07,R07,20.0,18.9,1.33,1820,21.5,75.0
8938,10,2024-03-04,SK018,B07,R08,20.0,22.0,1.43,309,19.4,75.0
8939,10,2024-03-04,SK018,B07,R09,20.0,21.7,1.16,17290,22.6,75.0
8940,10,2024-03-04,SK018,B07,R10,20.0,18.0,0.7,455,15.7,75.0
8941,11,2024-03-11,SK018,B07,R01,20.0,18.7,10.76,4186,24.8,75.0
8942,11,2024-03-11,SK018,B07,R02,20.0,21.2,6.53,2548,19.6,75.0
8943,11,2024-03-11,SK018,B07,R03,20.0,18.8,3.35,1729,20.3,75.0
8944,11,2024-03-11,SK018,B07,R04,20.0,21.8,2.6,523,18.7,75.0
8945,11,2024-03-11,SK018,B07,R05,20.0,19.8,1.91,1210,19.2,75.0
8946,11,2024-03-11,SK018,B07,R06,20.0,21.7,1.47,2074,24.7,75.0
8947,11,2024-03-11,SK018,B07,R07,20.0,20.9,1.5,1820,18.4,75.0
8948,11,2024-03-11,SK018,B07,R08,20.0,20.4,1.23,309,15.9,75.0
8949,11,2024-03-11,SK018,B07,R09,20.0,19.2,0.98,17290,22.8,75.0
8950,11,2024-03-11,SK018,B07,R10,20.0,18.9,0.49,455,16.5,75.0
8951,12,2024-03-18,SK018,B07,R01,20.9,21.8,7.79,4186,20.2,74.1
8952,12,2024-03-18,SK018,B07,R02,20.0,21.5,3.8,2548,19.8,75.0
8953,12,2024-03-18,SK018,B07,R03,20.0,17.5,3.23,1729,24.4,75.0
8954,12,2024-03-18,SK018,B07,R04,20.0,21.6,2.33,523,16.6,75.0
8955,12,2024-03-18,SK018,B07,R05,20.0,21.8,2.02,1210,23.2,75.0
8956,12,2024-03-18,SK018,B07,R06,20.0,17.6,2.86,2074,24.6,75.0
8957,12,2024-03-18,SK018,B07,R07,20.0,21.0,0.94,1820,23.0,75.0
8958,12,2024-03-18,SK018,B07,R08,20.0,18.7,1.01,309,24.5,75.0
8959,12,2024-03-18,SK018,B07,R09,20.0,19.8,1.27,17290,22.1,75.0
8960,12,2024-03-18,SK018,B07,R10,20.0,18.6,0.68,455,18.8,75.0
8961,13,2024-03-25,SK018,B07,R01,20.0,21.0,8.39,4186,23.8,75.0
8962,13,2024-03-25,SK018,B07,R02,20.0,17.5,5.75,2548,21.6,75.0
8963,13,2024-03-25,SK018,B07,R03,20.0,20.9,3.31,1729,17.7,75.0
8964,13,2024-03-25,SK018,B07,R04,20.0,17.1,2.94,523,20.2,75.0
8965,13,2024-03-25,SK018,B07,R05,20.0,20.6,2.44,1210,20.2,75.0
8966,13,2024-03-25,SK018,B07,R06,20.0,21.0,1.0,2074,15.1,75.0
8967,13,2024-03-25,SK018,B07,R07,20.0,20.3,1.55,1820,17.7,75.0
8968,13,2024-03-25,SK018,B07,R08,20.0,17.8,1.41,309,22.8,75.0
8969,13,2024-03-25,SK018,B07,R09,20.0,21.4,1.18,17290,22.6,75.0
8970,13,2024-03-25,SK018,B07,R10,20.0,19.0,0.99,455,16.1,75.0
8971,14,2024-04-01,SK018,B07,R01,20.0,20.1,9.39,4186,15.4,75.0
8972,14,2024-04-01,SK018,B07,R02,20.0,20.1,8.45,2548,19.6,75.0
8973,14,2024-04-01,SK018,B07,R03,20.0,19.7,3.2,1729,20.9,75.0
8974,14,2024-04-01,SK018,B07,R04,20.0,18.6,4.73,523,20.8,75.0
8975,14,2024-04-01,SK018,B07,R05,20.0,17.4,2.64,1210,16.0,75.0
8976,14,2024-04-01,SK018,B07,R06,20.0,19.8,2.22,2074,20.0,75.0
8977,14,2024-04-01,SK018,B07,R07,20.0,21.9,2.3,1820,21.6,75.0
8978,14,2024-04-01,SK018,B07,R08,20.0,19.6,1.6,309,20.2,75.0
8979,14,2024-04-01,SK018,B07,R09,20.0,17.4,1.81,17290,19.5,75.0
8980,14,2024-04-01,SK018,B07,R10,20.0,18.3,0.84,455,20.8,75.0
8981,15,2024-04-08,SK018,B07,R01,20.0,20.4,6.78,4186,19.2,75.0
8982,15,2024-04-08,SK018,B07,R02,20.0,19.4,6.16,2548,19.2,75.0
8983,15,2024-04-08,SK018,B07,R03,20.0,18.6,3.04,1729,19.7,75.0
8984,15,2024-04-08,SK018,B07,R04,20.0,20.4,2.78,523,20.3,75.0
8985,15,2024-04-08,SK018,B07,R05,20.0,19.2,1.97,1210,19.9,75.0
8986,15,2024-04-08,SK018,B07,R06,20.0,21.2,2.37,2074,20.3,75.0
8987,15,2024-04-08,SK018,B07,R07,20.0,17.6,1.13,1820,19.3,75.0
8988,15,2024-04-08,SK018,B07,R08,20.0,17.9,1.05,309,17.0,75.0
8989,15,2024-04-08,SK018,B07,R09,20.0,19.8,1.27,17290,24.3,75.0
8990,15,2024-04-08,SK018,B07,R10,20.0,18.8,0.55,455,21.5,75.0
8991,16,2024-04-15,SK018,B07,R01,20.0,18.8,10.04,4186,21.1,75.0
8992,16,2024-04-15,SK018,B07,R02,20.0,21.0,4.55,2548,15.7,75.0
8993,16,2024-04-15,SK018,B07,R03,20.0,21.3,2.66,1729,24.5,75.0
8994,16,2024-04-15,SK018,B07,R04,20.0,18.4,1.71,523,22.0,75.0
8995,16,2024-04-15,SK018,B07,R05,20.0,20.3,1.86,1210,24.4,75.0
8996,16,2024-04-15,SK018,B07,R06,20.0,19.0,1.99,2074,22.9,75.0
8997,16,2024-04-15,SK018,B07,R07,20.0,19.8,1.57,1820,15.9,75.0
8998,16,2024-04-15,SK018,B07,R08,20.0,19.7,1.28,309,21.4,75.0
8999,16,2024-04-15,SK018,B07,R09,20.0,17.4,0.72,17290,21.8,75.0
9000,16,2024-04-15,SK018,B07,R10,20.0,20.8,0.46,455,19.9,75.0
9001,17,2024-04-22,SK018,B07,R01,21.8,23.1,7.35,4186,21.7,73.2
9002,17,2024-04-22,SK018,B07,R02,20.0,18.4,6.15,2548,24.9,75.0
9003,17,2024-04-22,SK018,B07,R03,20.0,19.8,2.84,1729,18.2,75.0
9004,17,2024-04-22,SK018,B07,R04,20.0,20.5,1.53,523,21.1,75.0
9005,17,2024-04-22,SK018,B07,R05,20.0,19.0,1.99,1210,19.1,75.0
9006,17,2024-04-22,SK018,B07,R06,20.0,18.9,1.33,2074,21.6,75.0
9007,17,2024-04-22,SK018,B07,R07,20.0,20.5,1.53,1820,18.8,75.0
9008,17,2024-04-22,SK018,B07,R08,20.0,18.6,1.35,309,15.2,75.0
9009,17,2024-04-22,SK018,B07,R09,20.0,18.0,1.05,17290,24.9,75.0
9010,17,2024-04-22,SK018,B07,R10,20.0,21.9,0.57,455,22.6,75.0
9011,18,2024-04-29,SK018,B07,R01,20.0,18.4,11.96,4186,16.8,75.0
9012,18,2024-04-29,SK018,B07,R02,20.0,18.9,5.32,2548,17.0,75.0
9013,18,2024-04-29,SK018,B07,R03,20.0,20.3,2.17,1729,21.7,75.0
9014,18,2024-04-29,SK018,B07,R04,20.0,19.9,3.32,523,18.4,75.0
9015,18,2024-04-29,SK018,B07,R05,20.0,17.5,3.23,1210,17.2,75.0
9016,18,2024-04-29,SK018,B07,R06,20.0,21.5,2.05,2074,21.3,75.0
9017,18,2024-04-29,SK018,B07,R07,20.0,21.1,1.49,1820,19.6,75.0
9018,18,2024-04-29,SK018,B07,R08,20.0,17.2,1.27,309,19.2,75.0
