vd_id,fiscal_week,brand_id,retailer_id,current_net_sales,prior_yr_net_sales,total_change,pct_change,distribution_driver,velocity_driver,price_mix_driver,promo_driver,base_volume,incremental_volume,price_elasticity
955,44,B02,R05,31.47,32.11,-0.64,-2.0,0.08,-0.25,-0.01,-0.46,20.76,12.41,-1.48
956,44,B02,R06,30.17,30.79,-0.62,-2.0,-0.0,-0.25,0.13,-0.5,17.69,9.35,-1.4
957,44,B02,R07,30.48,31.1,-0.62,-2.0,0.04,-0.33,-0.11,-0.22,17.39,9.91,-1.43
958,44,B02,R08,19.92,20.33,-0.41,-2.0,-0.12,0.16,0.05,-0.5,13.83,8.24,-1.8
959,44,B02,R09,13.08,13.35,-0.27,-2.0,-0.05,0.07,0.07,-0.36,9.02,5.32,-1.15
960,44,B02,R10,9.96,10.16,-0.2,-2.0,-0.02,-0.01,0.03,-0.2,7.27,2.92,-2.08
961,45,B02,R01,101.78999999999999,103.87,-2.08,-2.0,-1.01,-0.27,-0.07,-0.73,63.81,27.49,-1.15
962,45,B02,R02,56.37,57.52,-1.15,-2.0,-0.05,0.12,0.12,-1.34,34.84,23.87,-1.07
963,45,B02,R03,29.28,29.88,-0.6,-2.0,0.07,-0.09,-0.04,-0.54,21.89,8.24,-1.91
964,45,B02,R04,34.21,34.91,-0.7,-2.0,0.03,-0.3,0.17,-0.6,19.55,10.1,-2.49
965,45,B02,R05,29.88,30.49,-0.61,-2.0,-0.11,0.02,-0.06,-0.46,20.58,12.77,-1.18
966,45,B02,R06,20.52,20.94,-0.42,-2.0,-0.19,-0.07,0.0,-0.16,14.98,6.97,-2.21
967,45,B02,R07,22.11,22.56,-0.45,-2.0,-0.17,-0.23,0.04,-0.09,14.71,8.39,-1.91
968,45,B02,R08,12.75,13.01,-0.26,-2.0,-0.09,-0.07,-0.02,-0.08,7.85,4.36,-1.46
969,45,B02,R09,11.55,11.79,-0.24,-2.0,-0.1,-0.12,-0.07,0.05,8.26,3.48,-2.25
970,45,B02,R10,9.36,9.55,-0.19,-2.0,0.02,-0.06,0.04,-0.19,6.78,3.63,-2.15
971,46,B02,R01,72.42,73.9,-1.48,-2.0,-0.47,0.13,0.12,-1.26,43.09,22.63,-1.31
972,46,B02,R02,65.94,67.29,-1.35,-2.0,0.34,0.38,0.02,-2.09,41.24,18.45,-1.51
973,46,B02,R03,39.84,40.65,-0.81,-2.0,-0.09,-0.21,0.07,-0.58,27.61,15.08,-1.75
974,46,B02,R04,30.5,31.12,-0.62,-2.0,0.01,-0.3,-0.03,-0.3,21.58,13.59,-1.04
975,46,B02,R05,26.490000000000002,27.03,-0.54,-2.0,0.04,0.21,-0.14,-0.65,15.75,9.8,-2.06
976,46,B02,R06,20.31,20.72,-0.41,-2.0,0.06,-0.2,0.06,-0.33,11.41,7.2,-1.14
977,46,B02,R07,16.13,16.46,-0.33,-2.0,-0.06,-0.06,0.01,-0.22,12.09,5.41,-2.12
978,46,B02,R08,10.41,10.62,-0.21,-2.0,-0.1,-0.1,0.02,-0.03,7.42,2.72,-1.19
979,46,B02,R09,8.7,8.88,-0.18,-2.0,-0.01,-0.1,0.01,-0.08,5.05,2.32,-1.87
980,46,B02,R10,4.17,4.26,-0.09,-2.1,-0.02,0.02,0.01,-0.1,3.02,1.7,-2.35
981,47,B02,R01,148.04000000000002,151.06,-3.02,-2.0,0.74,-0.14,-0.26,-3.36,103.44,64.82,-2.49
982,47,B02,R02,96.42,98.39,-1.97,-2.0,-0.48,0.04,-0.27,-1.26,55.47,25.46,-2.42
983,47,B02,R03,57.84,59.02,-1.18,-2.0,-0.46,0.44,-0.28,-0.88,40.7,19.03,-2.3
984,47,B02,R04,37.05,37.81,-0.76,-2.0,-0.14,-0.41,0.1,-0.31,22.38,12.11,-1.5
985,47,B02,R05,33.269999999999996,33.95,-0.68,-2.0,-0.1,0.04,0.17,-0.79,23.23,11.76,-1.62
986,47,B02,R06,29.28,29.88,-0.6,-2.0,-0.19,-0.2,0.08,-0.29,16.13,12.08,-1.54
987,47,B02,R07,28.32,28.9,-0.58,-2.0,-0.15,-0.26,0.13,-0.3,16.91,12.54,-2.46
988,47,B02,R08,15.42,15.73,-0.31,-2.0,-0.12,-0.1,0.06,-0.15,8.73,4.91,-2.48
989,47,B02,R09,19.92,20.33,-0.41,-2.0,0.02,-0.02,0.04,-0.45,13.4,5.6,-1.51
990,47,B02,R10,9.219999999999999,9.41,-0.19,-2.0,-0.03,-0.08,0.0,-0.08,5.36,3.27,-2.28
991,48,B02,R01,138.06,140.88,-2.82,-2.0,-1.27,-0.17,-0.56,-0.82,84.89,58.32,-1.27
992,48,B02,R02,92.34,94.22,-1.88,-2.0,-0.49,-0.49,-0.14,-0.76,67.1,25.49,-2.32
993,48,B02,R03,70.92,72.37,-1.45,-2.0,-0.46,-0.11,0.4,-1.28,39.54,31.77,-1.37
994,48,B02,R04,41.54,42.39,-0.85,-2.0,-0.25,0.07,-0.2,-0.47,24.19,18.32,-2.24
995,48,B02,R05,31.259999999999998,31.9,-0.64,-2.0,0.09,-0.26,-0.04,-0.43,17.59,8.4,-1.14
996,48,B02,R06,42.03,42.89,-0.86,-2.0,0.04,0.33,-0.19,-1.04,29.67,14.22,-1.85
997,48,B02,R07,29.28,29.88,-0.6,-2.0,-0.13,0.02,-0.09,-0.4,19.14,8.15,-1.92
998,48,B02,R08,19.0,19.39,-0.39,-2.0,0.07,0.08,0.03,-0.57,12.15,4.78,-2.34
999,48,B02,R09,19.92,20.33,-0.41,-2.0,0.09,0.05,0.11,-0.66,13.12,5.0,-2.38
1000,48,B02,R10,7.98,8.14,-0.16,-2.0,-0.07,-0.05,-0.0,-0.04,5.73,2.44,-1.53
1001,49,B02,R01,97.2,99.18,-1.98,-2.0,0.25,-0.35,0.53,-2.41,59.76,36.55,-2.03
1002,49,B02,R02,59.16,60.37,-1.21,-2.0,-0.07,-0.03,0.36,-1.47,35.4,18.61,-2.01
1003,49,B02,R03,41.64,42.49,-0.85,-2.0,-0.25,-0.22,-0.04,-0.34,28.02,14.38,-2.14
1004,49,B02,R04,30.48,31.1,-0.62,-2.0,0.11,-0.18,0.09,-0.64,22.63,10.33,-1.31
1005,49,B02,R05,25.049999999999997,25.56,-0.51,-2.0,-0.11,-0.15,-0.03,-0.22,13.9,9.81,-2.06
1006,49,B02,R06,22.11,22.56,-0.45,-2.0,-0.18,-0.05,0.11,-0.33,12.41,8.19,-1.29
1007,49,B02,R07,17.13,17.48,-0.35,-2.0,0.07,-0.16,-0.1,-0.16,11.62,4.86,-1.99
1008,49,B02,R08,12.600000000000001,12.86,-0.26,-2.0,-0.04,0.06,-0.0,-0.28,8.22,5.07,-1.28
1009,49,B02,R09,7.77,7.93,-0.16,-2.0,0.0,0.06,0.04,-0.26,5.55,2.22,-2.32
1010,49,B02,R10,4.98,5.08,-0.1,-2.0,0.03,0.01,-0.02,-0.12,3.71,1.37,-1.35
1011,50,B02,R01,103.95,106.07,-2.12,-2.0,-0.78,-1.1,-0.05,-0.19,74.69,43.2,-1.06
1012,50,B02,R02,94.02,95.94,-1.92,-2.0,-0.38,-0.21,0.41,-1.74,56.6,28.04,-1.82
1013,50,B02,R03,54.78,55.9,-1.12,-2.0,-0.2,0.43,0.14,-1.49,30.63,17.15,-1.05
1014,50,B02,R04,49.8,50.82,-1.02,-2.0,-0.37,-0.15,-0.01,-0.49,29.34,19.96,-1.9
1015,50,B02,R05,31.86,32.51,-0.65,-2.0,0.02,0.03,-0.08,-0.62,20.2,12.02,-1.58
1016,50,B02,R06,35.2,35.92,-0.72,-2.0,0.1,0.07,-0.18,-0.71,22.69,14.92,-2.13
1017,50,B02,R07,29.28,29.88,-0.6,-2.0,0.07,-0.22,0.01,-0.46,19.04,12.87,-2.06
1018,50,B02,R08,19.92,20.33,-0.41,-2.0,-0.18,-0.15,0.04,-0.12,11.9,6.62,-1.45
1019,50,B02,R09,17.73,18.09,-0.36,-2.0,0.04,-0.04,0.03,-0.39,12.86,5.99,-1.59
1020,50,B02,R10,12.25,12.5,-0.25,-2.0,0.01,-0.15,0.05,-0.16,8.87,5.28,-2.47
1021,51,B02,R01,76.28999999999999,77.85,-1.56,-2.0,-0.18,0.03,0.01,-1.42,55.31,25.5,-1.93
1022,51,B02,R02,66.93,68.3,-1.37,-2.0,-0.37,-0.71,0.06,-0.35,46.1,28.27,-1.0
1023,51,B02,R03,38.04,38.82,-0.78,-2.0,0.04,-0.16,-0.22,-0.44,28.07,9.82,-1.92
1024,51,B02,R04,37.05,37.81,-0.76,-2.0,0.06,-0.05,0.04,-0.81,22.1,11.08,-1.55
1025,51,B02,R05,28.29,28.87,-0.58,-2.0,-0.14,0.1,-0.09,-0.45,20.96,10.63,-2.43
1026,51,B02,R06,19.869999999999997,20.28,-0.41,-2.0,0.04,0.0,-0.01,-0.44,11.34,4.98,-1.76
1027,51,B02,R07,14.94,15.24,-0.3,-2.0,-0.06,-0.1,-0.04,-0.1,8.61,6.18,-1.09
1028,51,B02,R08,12.75,13.01,-0.26,-2.0,-0.01,-0.04,0.06,-0.27,8.61,4.9,-2.12
1029,51,B02,R09,12.15,12.4,-0.25,-2.0,-0.1,0.04,-0.0,-0.19,7.87,3.19,-1.29
1030,51,B02,R10,4.51,4.6,-0.09,-2.0,-0.03,-0.01,0.01,-0.06,3.36,1.66,-1.15
1031,52,B02,R01,129.69,132.34,-2.65,-2.0,0.76,-1.24,0.27,-2.44,82.77,40.07,-2.32
1032,52,B02,R02,76.89,78.46,-1.57,-2.0,-0.65,0.61,-0.29,-1.24,56.37,23.48,-2.47
1033,52,B02,R03,54.78,55.9,-1.12,-2.0,-0.44,-0.36,-0.04,-0.28,31.31,15.5,-1.67
1034,52,B02,R04,46.02,46.96,-0.94,-2.0,0.18,0.35,-0.11,-1.36,29.74,19.33,-1.74
1035,52,B02,R05,39.84,40.65,-0.81,-2.0,-0.19,-0.07,-0.24,-0.31,28.71,10.2,-1.67
1036,52,B02,R06,29.47,30.07,-0.6,-2.0,0.11,0.21,0.03,-0.95,20.66,12.86,-2.3
1037,52,B02,R07,25.53,26.05,-0.52,-2.0,-0.03,0.02,0.15,-0.66,16.31,9.66,-2.49
1038,52,B02,R08,16.32,16.65,-0.33,-2.0,-0.03,-0.17,-0.06,-0.07,10.53,6.16,-1.23
1039,52,B02,R09,17.13,17.48,-0.35,-2.0,-0.04,0.09,0.03,-0.43,11.5,7.33,-2.23
1040,52,B02,R10,11.45,11.68,-0.23,-2.0,0.06,0.0,0.01,-0.3,8.15,3.58,-1.13
1041,1,B03,R01,193.51,191.59,1.92,1.0,-0.28,-0.31,0.05,2.46,132.69,70.55,-1.35
1042,1,B03,R02,140.73000000000002,139.34,1.39,1.0,-0.33,0.07,0.28,1.37,100.22,42.32,-1.05
1043,1,B03,R03,77.85,77.08,0.77,1.0,0.18,0.26,-0.17,0.5,49.21,33.58,-1.58
1044,1,B03,R04,64.38,63.74,0.64,1.0,-0.18,0.1,-0.17,0.89,36.65,26.07,-2.04
1045,1,B03,R05,52.4,51.88,0.52,1.0,0.02,-0.19,0.04,0.65,28.92,16.99,-1.49
1046,1,B03,R06,50.900000000000006,50.4,0.5,1.0,0.13,-0.17,0.04,0.5,31.18,20.81,-1.78
1047,1,B03,R07,36.68,36.32,0.36,1.0,0.16,0.04,0.04,0.12,21.52,10.19,-1.87
1048,1,B03,R08,31.439999999999998,31.13,0.31,1.0,0.0,0.04,-0.01,0.28,20.85,13.37,-1.71
1049,1,B03,R09,23.94,23.7,0.24,1.0,-0.04,0.1,0.04,0.14,14.06,9.71,-2.2
1050,1,B03,R10,10.48,10.38,0.1,1.0,0.02,-0.03,0.01,0.1,6.39,4.03,-1.89
1051,2,B03,R01,205.12,203.09,2.03,1.0,0.13,0.19,0.58,1.13,114.53,88.38,-1.13
1052,2,B03,R02,141.32999999999998,139.93,1.4,1.0,0.46,-0.51,0.12,1.33,91.11,48.0,-1.49
1053,2,B03,R03,89.34,88.46,0.88,1.0,0.0,-0.04,-0.16,1.08,50.7,38.98,-2.06
1054,2,B03,R04,53.16,52.63,0.53,1.0,0.03,-0.18,-0.03,0.71,35.75,20.71,-2.15
1055,2,B03,R05,56.04,55.49,0.55,1.0,0.11,0.03,-0.0,0.41,37.02,20.8,-1.82
1056,2,B03,R06,55.62,55.07,0.55,1.0,-0.05,-0.11,0.08,0.63,38.47,16.95,-1.51
1057,2,B03,R07,47.91,47.44,0.47,1.0,-0.06,0.09,0.07,0.37,35.7,19.92,-1.43
1058,2,B03,R08,25.450000000000003,25.2,0.25,1.0,0.11,0.07,-0.06,0.13,18.7,7.76,-1.88
1059,2,B03,R09,35.93,35.57,0.36,1.0,0.14,0.02,-0.06,0.26,21.9,11.57,-2.29
1060,2,B03,R10,16.47,16.31,0.16,1.0,-0.01,-0.03,-0.01,0.21,11.04,4.22,-1.11
1061,3,B03,R01,218.57999999999998,216.42,2.16,1.0,-0.07,-0.32,-0.35,2.9,146.02,59.51,-1.94
1062,3,B03,R02,112.08,110.97,1.11,1.0,0.3,-0.3,0.31,0.8,74.96,48.47,-2.0
1063,3,B03,R03,84.47,83.63,0.84,1.0,-0.15,0.5,0.12,0.37,60.65,36.52,-1.62
1064,3,B03,R04,74.86,74.12,0.74,1.0,0.24,-0.13,-0.18,0.81,46.69,20.87,-1.21
1065,3,B03,R05,64.38,63.74,0.64,1.0,0.31,-0.12,-0.04,0.49,43.21,20.92,-2.09
1066,3,B03,R06,46.41,45.95,0.46,1.0,0.1,0.12,0.1,0.14,33.53,20.74,-1.23
1067,3,B03,R07,52.89,52.37,0.52,1.0,0.17,-0.09,-0.04,0.48,38.51,16.41,-2.05
1068,3,B03,R08,26.95,26.68,0.27,1.0,-0.01,0.15,0.08,0.05,19.82,11.04,-1.19
1069,3,B03,R09,26.95,26.68,0.27,1.0,-0.07,0.1,0.02,0.22,15.36,11.7,-1.66
1070,3,B03,R10,16.47,16.31,0.16,1.0,-0.0,-0.06,-0.0,0.22,10.16,4.58,-1.11
1071,4,B03,R01,354.83,351.32,3.51,1.0,-0.58,-1.31,-0.19,5.59,219.57,126.36,-2.28
1072,4,B03,R02,217.09,214.94,2.15,1.0,0.62,0.51,0.47,0.55,143.74,90.23,-1.22
1073,4,B03,R03,127.25,125.99,1.26,1.0,0.54,0.14,-0.13,0.71,92.3,53.22,-2.37
1074,4,B03,R04,94.33,93.4,0.93,1.0,-0.2,0.07,-0.04,1.1,57.99,29.19,-1.99
1075,4,B03,R05,65.88,65.23,0.65,1.0,0.01,0.17,0.16,0.31,44.93,18.58,-1.43
1076,4,B03,R06,79.35,78.56,0.79,1.0,-0.16,0.43,0.13,0.39,58.56,33.07,-1.22
1077,4,B03,R07,77.85,77.08,0.77,1.0,0.25,0.34,-0.04,0.22,46.68,32.31,-1.62
1078,4,B03,R08,37.43,37.06,0.37,1.0,0.17,0.2,-0.01,0.01,23.15,13.87,-2.24
1079,4,B03,R09,33.93,33.59,0.34,1.0,0.16,-0.02,0.03,0.17,25.04,10.12,-1.18
1080,4,B03,R10,25.450000000000003,25.2,0.25,1.0,-0.02,0.05,0.01,0.21,18.16,6.68,-1.55
1081,5,B03,R01,200.61,198.62,1.99,1.0,-0.58,0.89,-0.26,1.94,114.39,66.39,-2.35
1082,5,B03,R02,122.77000000000001,121.55,1.22,1.0,-0.15,0.0,0.24,1.13,68.91,41.36,-2.32
1083,5,B03,R03,76.8,76.04,0.76,1.0,-0.1,0.38,-0.11,0.59,54.34,33.72,-1.33
1084,5,B03,R04,73.56,72.83,0.73,1.0,0.15,-0.04,0.1,0.52,41.27,21.22,-1.32
1085,5,B03,R05,54.3,53.76,0.54,1.0,0.15,-0.01,0.0,0.4,36.98,20.59,-1.35
1086,5,B03,R06,38.36,37.98,0.38,1.0,-0.09,-0.03,-0.01,0.51,28.16,17.05,-1.38
1087,5,B03,R07,64.38,63.74,0.64,1.0,-0.04,0.27,-0.02,0.43,38.66,22.5,-1.27
1088,5,B03,R08,22.46,22.24,0.22,1.0,-0.06,0.09,0.04,0.15,13.42,8.17,-1.47
1089,5,B03,R09,25.25,25.0,0.25,1.0,0.1,0.14,-0.07,0.08,15.55,11.29,-2.3
1090,5,B03,R10,15.4,15.25,0.15,1.0,0.07,-0.02,-0.02,0.12,11.02,6.58,-1.65
1091,6,B03,R01,175.76,174.02,1.74,1.0,-0.5,0.32,0.17,1.75,113.35,45.1,-2.2
1092,6,B03,R02,149.72,148.24,1.48,1.0,0.35,0.1,0.36,0.67,111.48,38.07,-1.9
1093,6,B03,R03,110.78999999999999,109.69,1.1,1.0,-0.25,-0.43,0.07,1.71,67.71,40.82,-1.51
1094,6,B03,R04,73.81,73.08,0.73,1.0,0.22,0.24,-0.11,0.38,42.24,20.6,-1.85
1095,6,B03,R05,68.87,68.19,0.68,1.0,0.11,-0.09,-0.08,0.74,48.0,21.93,-2.36
1096,6,B03,R06,56.89,56.33,0.56,1.0,0.16,0.14,-0.02,0.28,36.61,22.29,-1.74
1097,6,B03,R07,50.900000000000006,50.4,0.5,1.0,-0.07,0.24,0.07,0.26,38.07,21.63,-1.98
1098,6,B03,R08,26.95,26.68,0.27,1.0,0.02,-0.04,0.08,0.21,16.88,10.07,-1.4
1099,6,B03,R09,24.36,24.12,0.24,1.0,0.06,0.07,0.03,0.08,16.49,7.45,-1.74
1100,6,B03,R10,16.47,16.31,0.16,1.0,0.08,0.03,0.02,0.03,9.63,4.3,-1.24
1101,7,B03,R01,209.62,207.54,2.08,1.0,0.22,1.14,0.51,0.21,118.54,66.47,-1.33
1102,7,B03,R02,169.18,167.5,1.68,1.0,0.14,-0.06,-0.29,1.89,125.79,54.91,-1.22
1103,7,B03,R03,82.34,81.52,0.82,1.0,0.2,0.32,0.24,0.06,49.34,34.9,-1.44
1104,7,B03,R04,76.35,75.59,0.76,1.0,0.02,0.15,-0.17,0.76,48.88,21.84,-2.48
1105,7,B03,R05,53.9,53.37,0.53,1.0,0.12,-0.13,-0.02,0.56,34.31,20.08,-2.29
1106,7,B03,R06,62.879999999999995,62.26,0.62,1.0,0.21,0.18,-0.17,0.4,44.5,25.91,-1.39
1107,7,B03,R07,50.900000000000006,50.4,0.5,1.0,0.23,0.24,-0.13,0.16,33.31,22.74,-1.14
1108,7,B03,R08,37.43,37.06,0.37,1.0,0.15,-0.12,-0.0,0.34,20.81,16.11,-1.7
1109,7,B03,R09,31.439999999999998,31.13,0.31,1.0,0.09,0.18,0.02,0.02,21.19,12.56,-1.45
1110,7,B03,R10,20.96,20.75,0.21,1.0,-0.05,-0.05,0.03,0.28,13.2,7.6,-2.27
1111,8,B03,R01,136.47,135.12,1.35,1.0,0.09,0.45,-0.28,1.09,91.71,60.08,-2.27
1112,8,B03,R02,131.74,130.44,1.3,1.0,0.25,0.62,0.05,0.38,97.36,43.43,-1.92
1113,8,B03,R03,89.83,88.94,0.89,1.0,0.35,-0.13,0.15,0.52,52.27,35.8,-1.25
1114,8,B03,R04,50.120000000000005,49.62,0.5,1.0,0.09,0.16,-0.12,0.37,29.46,12.86,-1.27
1115,8,B03,R05,59.89,59.3,0.59,1.0,0.14,0.01,-0.06,0.5,36.46,24.15,-2.39
1116,8,B03,R06,47.91,47.44,0.47,1.0,-0.01,0.03,-0.09,0.54,28.15,19.96,-1.56
1117,8,B03,R07,68.87,68.19,0.68,1.0,0.08,0.19,-0.03,0.44,44.57,26.79,-1.3
1118,8,B03,R08,33.79,33.46,0.33,1.0,-0.02,0.19,-0.02,0.18,24.38,9.35,-1.19
1119,8,B03,R09,31.439999999999998,31.13,0.31,1.0,-0.02,-0.07,-0.09,0.49,19.76,9.53,-2.35
1120,8,B03,R10,16.47,16.31,0.16,1.0,0.04,0.05,-0.0,0.07,11.95,4.88,-2.32
1121,9,B03,R01,300.95,297.97,2.98,1.0,-0.76,1.21,-0.88,3.41,170.05,130.62,-2.29
1122,9,B03,R02,248.53,246.07,2.46,1.0,-0.24,-0.65,-0.15,3.5,172.05,74.18,-1.67
1123,9,B03,R03,103.3,102.28,1.02,1.0,0.47,0.37,0.17,0.01,62.12,37.26,-1.86
1124,9,B03,R04,81.64,80.83,0.81,1.0,0.18,-0.1,-0.08,0.81,55.22,35.5,-1.87
1125,9,B03,R05,69.73,69.04,0.69,1.0,-0.1,0.08,0.18,0.53,43.55,30.53,-2.06
1126,9,B03,R06,54.35,53.81,0.54,1.0,0.2,0.23,-0.11,0.22,37.38,14.82,-1.8
1127,9,B03,R07,68.87,68.19,0.68,1.0,-0.13,0.38,0.17,0.26,39.25,26.39,-1.32
1128,9,B03,R08,56.89,56.33,0.56,1.0,-0.01,0.28,-0.04,0.33,34.76,15.01,-2.39
1129,9,B03,R09,29.689999999999998,29.4,0.29,1.0,-0.06,-0.11,0.02,0.44,16.88,10.34,-1.41
1130,9,B03,R10,14.97,14.82,0.15,1.0,-0.0,0.02,0.0,0.13,10.0,6.39,-2.02
1131,10,B03,R01,236.75,234.41,2.34,1.0,-0.1,0.89,-0.17,1.72,166.12,82.83,-2.12
1132,10,B03,R02,122.25999999999999,121.05,1.21,1.0,0.53,0.33,0.32,0.03,83.78,46.84,-2.05
1133,10,B03,R03,76.35,75.59,0.76,1.0,0.05,0.11,0.02,0.58,43.14,31.42,-2.42
1134,10,B03,R04,65.02,64.38,0.64,1.0,0.22,-0.03,-0.04,0.49,36.72,26.8,-1.09
1135,10,B03,R05,63.11,62.49,0.62,1.0,0.08,-0.05,0.15,0.44,45.39,21.38,-1.63
1136,10,B03,R06,51.44,50.93,0.51,1.0,0.13,-0.2,-0.13,0.71,35.04,21.81,-1.21
1137,10,B03,R07,39.480000000000004,39.09,0.39,1.0,0.16,0.2,-0.01,0.04,22.82,11.44,-1.67
1138,10,B03,R08,35.93,35.57,0.36,1.0,-0.07,-0.1,-0.07,0.6,26.34,11.51,-1.84
1139,10,B03,R09,20.96,20.75,0.21,1.0,-0.03,-0.04,-0.05,0.33,12.34,6.21,-1.05
1140,10,B03,R10,10.48,10.38,0.1,1.0,0.02,0.04,0.02,0.02,6.31,4.13,-1.58
1141,11,B03,R01,200.45,198.47,1.98,1.0,0.77,-0.35,0.48,1.08,146.9,70.7,-1.89
1142,11,B03,R02,132.93,131.61,1.32,1.0,0.55,0.35,0.16,0.26,89.81,42.77,-1.72
1143,11,B03,R03,98.81,97.83,0.98,1.0,-0.13,-0.22,-0.06,1.39,69.15,42.09,-2.09
1144,11,B03,R04,79.35,78.56,0.79,1.0,0.39,-0.01,0.01,0.4,45.05,21.53,-1.07
1145,11,B03,R05,52.4,51.88,0.52,1.0,0.15,0.24,-0.15,0.28,31.73,19.7,-2.12
1146,11,B03,R06,56.89,56.33,0.56,1.0,0.27,-0.2,0.15,0.34,39.72,21.4,-1.45
1147,11,B03,R07,37.97,37.59,0.38,1.0,0.05,-0.03,0.07,0.29,24.73,13.72,-2.2
1148,11,B03,R08,26.95,26.68,0.27,1.0,0.04,0.06,-0.04,0.21,16.15,6.97,-1.82
1149,11,B03,R09,25.869999999999997,25.61,0.26,1.0,0.1,-0.0,-0.0,0.16,19.34,6.87,-1.9
1150,11,B03,R10,14.97,14.82,0.15,1.0,0.02,-0.01,0.04,0.1,8.83,3.92,-1.26
1151,12,B03,R01,203.61,201.59,2.02,1.0,-0.17,0.89,-0.42,1.72,136.73,76.5,-2.09
1152,12,B03,R02,137.74,136.38,1.36,1.0,0.33,0.05,-0.32,1.3,90.36,47.01,-2.47
1153,12,B03,R03,92.83,91.91,0.92,1.0,0.45,0.27,-0.06,0.26,61.97,23.8,-2.38
1154,12,B03,R04,68.87,68.19,0.68,1.0,0.21,0.14,0.08,0.25,39.68,24.84,-1.16
1155,12,B03,R05,40.66,40.26,0.4,1.0,-0.02,-0.14,-0.05,0.61,23.44,14.97,-1.59
1156,12,B03,R06,35.83,35.48,0.35,1.0,-0.08,0.2,0.04,0.19,23.64,14.63,-2.23
1157,12,B03,R07,38.82,38.44,0.38,1.0,0.01,0.09,0.09,0.19,23.87,15.84,-1.39
1158,12,B03,R08,32.94,32.61,0.33,1.0,0.13,-0.09,-0.02,0.31,23.05,10.33,-1.03
1159,12,B03,R09,26.95,26.68,0.27,1.0,0.04,-0.09,0.03,0.29,16.33,7.58,-2.12
1160,12,B03,R10,20.96,20.75,0.21,1.0,-0.0,-0.07,0.02,0.26,11.58,6.0,-1.94
1161,13,B03,R01,238.69,236.33,2.36,1.0,1.06,1.1,0.31,-0.11,150.34,84.6,-2.12
1162,13,B03,R02,118.96000000000001,117.78,1.18,1.0,0.2,-0.31,0.01,1.28,84.2,37.66,-1.29
1163,13,B03,R03,79.9,79.11,0.79,1.0,0.02,-0.29,-0.09,1.15,54.09,34.33,-1.66
1164,13,B03,R04,78.4,77.62,0.78,1.0,0.21,0.23,0.22,0.12,55.14,21.02,-1.31
1165,13,B03,R05,58.39,57.81,0.58,1.0,0.1,-0.16,0.05,0.59,34.09,16.43,-1.36
1166,13,B03,R06,47.8,47.33,0.47,1.0,-0.08,-0.05,0.13,0.47,33.13,16.11,-2.22
1167,13,B03,R07,41.92,41.5,0.42,1.0,-0.1,-0.17,0.09,0.6,30.83,12.34,-2.4
1168,13,B03,R08,34.88,34.53,0.35,1.0,-0.04,0.1,0.01,0.28,19.45,15.48,-1.87
1169,13,B03,R09,26.79,26.52,0.27,1.0,-0.05,0.01,0.07,0.24,17.08,7.87,-1.44
1170,13,B03,R10,14.97,14.82,0.15,1.0,0.04,0.04,-0.0,0.07,9.92,6.31,-1.43
1171,14,B03,R01,396.75,392.82,3.93,1.0,1.3,-0.14,-0.3,3.07,237.63,128.75,-1.49
1172,14,B03,R02,205.11,203.08,2.03,1.0,0.76,0.75,-0.26,0.78,148.27,65.73,-2.01
1173,14,B03,R03,116.78,115.62,1.16,1.0,0.54,0.23,0.33,0.06,83.29,40.19,-1.92
1174,14,B03,R04,96.78999999999999,95.83,0.96,1.0,0.01,-0.2,0.15,1.0,66.65,24.69,-1.3
1175,14,B03,R05,85.33,84.49,0.84,1.0,0.0,0.07,-0.01,0.78,62.22,25.91,-2.42
1176,14,B03,R06,80.85,80.05,0.8,1.0,0.27,-0.0,-0.04,0.57,51.67,33.3,-2.32
1177,14,B03,R07,56.89,56.33,0.56,1.0,0.22,-0.17,0.14,0.37,42.13,20.52,-1.4
1178,14,B03,R08,46.41,45.95,0.46,1.0,0.03,0.21,0.07,0.15,26.33,15.69,-1.48
1179,14,B03,R09,28.049999999999997,27.77,0.28,1.0,0.01,0.03,-0.03,0.27,16.37,12.3,-2.14
1180,14,B03,R10,24.67,24.43,0.24,1.0,0.1,0.09,0.06,-0.01,18.3,7.54,-1.09
1181,15,B03,R01,232.06,229.76,2.3,1.0,0.17,0.41,0.09,1.63,168.9,96.12,-1.2
1182,15,B03,R02,111.97,110.86,1.11,1.0,-0.1,0.3,0.09,0.82,80.07,29.75,-2.13
1183,15,B03,R03,83.84,83.01,0.83,1.0,-0.2,-0.14,-0.15,1.32,54.0,21.42,-1.34
1184,15,B03,R04,71.31,70.6,0.71,1.0,0.21,0.11,-0.18,0.57,39.38,30.95,-1.94
1185,15,B03,R05,64.38,63.74,0.64,1.0,0.04,-0.04,0.13,0.51,47.4,21.74,-1.93
1186,15,B03,R06,47.91,47.44,0.47,1.0,-0.11,0.25,0.1,0.23,29.17,19.81,-1.56
1187,15,B03,R07,42.66,42.24,0.42,1.0,-0.07,0.06,-0.04,0.47,28.54,16.56,-2.21
1188,15,B03,R08,31.97,31.65,0.32,1.0,0.03,0.11,-0.08,0.26,17.88,11.4,-2.42
1189,15,B03,R09,31.439999999999998,31.13,0.31,1.0,0.01,-0.01,-0.02,0.33,23.0,13.68,-2.35
1190,15,B03,R10,19.9,19.7,0.2,1.0,-0.04,-0.03,0.04,0.23,14.41,6.08,-1.05
